Group,Scenario,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,Value Type,Value,1st centile,5th centile,25th centile,75th centile,95th centile,99th centile
LSHTM,Forecast,2,4,2020,11,4,2020,East of England,hospital_adm,294.10526315789474,0,0,151.6842105263158,464.89473684210526,911.4947368421041,1730.635789473675
LSHTM,Forecast,2,4,2020,12,4,2020,East of England,hospital_adm,310.89473684210526,0,0,151.10526315789474,521.0526315789474,1078.6368421052628,2185.7694736842063
LSHTM,Forecast,2,4,2020,13,4,2020,East of England,hospital_adm,324.7894736842105,0,0,139.5263157894737,578.3684210526316,1267.4894736842095,2746.2599999999975
LSHTM,Forecast,2,4,2020,14,4,2020,East of England,hospital_adm,337.5263157894737,0,0,132.57894736842107,652.7631578947369,1544.747368421052,3425.9210526315696
LSHTM,Forecast,2,4,2020,15,4,2020,East of England,hospital_adm,360.6842105263158,0,0,122.15789473684211,730.6315789473684,1811.6999999999991,4280.8294736842
LSHTM,Forecast,2,4,2020,16,4,2020,East of England,hospital_adm,375.15789473684214,0,0,112.31578947368422,804.7368421052632,2151.2526315789446,5247.937894736759
LSHTM,Forecast,2,4,2020,17,4,2020,East of England,hospital_adm,391.3684210526316,0,0,100.73684210526316,891,2603.6999999999925,6774.066315789453
LSHTM,Forecast,2,4,2020,4,4,2020,England,hospital_adm,2141.8968054934708,367.7759872016876,1092.0569780319197,1747.2612284334978,2599.196636518073,3673.452981304307,5599.241437853676
LSHTM,Forecast,2,4,2020,5,4,2020,England,hospital_adm,2289.800388107359,105.49250755623962,924.9998071186659,1770.5431995893166,2882.915383527575,4244.871072178117,6633.434605715798
LSHTM,Forecast,2,4,2020,6,4,2020,England,hospital_adm,2424.842363370369,29.423076923076923,735.9928669775919,1779.6334606692647,3165.947680571791,4922.787172731283,8116.990660435562
LSHTM,Forecast,2,4,2020,7,4,2020,England,hospital_adm,2551.128153399178,0,547.3153417222529,1765.5510163282167,3455.104601881801,5671.349143530608,9775.932849162753
LSHTM,Forecast,2,4,2020,8,4,2020,England,hospital_adm,2648.3949345445053,0,346.1165547201789,1718.8921447664773,3769.0118859725435,6429.359906885411,11392.35764118515
LSHTM,Forecast,2,4,2020,9,4,2020,England,hospital_adm,2742.9329508642745,0,189.6405279626546,1643.0908020369982,4103.803233130894,7477.036841619675,13655.296821446014
LSHTM,Forecast,2,4,2020,10,4,2020,England,hospital_adm,2831.5392431101895,0,103.75765159879995,1573.8838766208323,4474.277719904628,8657.086858623841,16340.364007348788
LSHTM,Forecast,2,4,2020,11,4,2020,England,hospital_adm,2895.0876137687355,0,55.06706929434202,1464.0643444814812,4840.331110036716,10009.415778850778,19527.699600992582
LSHTM,Forecast,2,4,2020,12,4,2020,England,hospital_adm,2965.0518096446385,0,25.738080101716474,1359.7531163325457,5272.4745176703755,11625.355012921009,24124.471954409964
LSHTM,Forecast,2,4,2020,13,4,2020,England,hospital_adm,3000.921062219366,0,7.846153846153847,1240.244850326651,5678.0971279649775,13598.66794744542,29773.885362355835
LSHTM,Forecast,2,4,2020,14,4,2020,England,hospital_adm,3049.971872926685,0,0,1130.362985776683,6165.093481243618,15631.810074989691,35999.902121291685
LSHTM,Forecast,2,4,2020,15,4,2020,England,hospital_adm,3088.034271173464,0,0,1010.8908733570263,6666.891250752128,18297.19027487563,44078.885179579855
LSHTM,Forecast,2,4,2020,16,4,2020,England,hospital_adm,3100.560178422463,0,0,905.4650177290052,7142.849408428348,21342.241936986717,54104.52279564449
LSHTM,Forecast,2,4,2020,17,4,2020,England,hospital_adm,3095.6716103331564,0,0,790.7999366977467,7683.232059501305,24925.290149814693,66930.32687432425
LSHTM,Forecast,2,4,2020,4,4,2020,Greater Glasgow and Clyde,hospital_adm,51.824034334763944,10.36480686695279,27.63948497854077,42.15021459227468,62.188841201716734,84.99141630901288,121.43407725321873
LSHTM,Forecast,2,4,2020,5,4,2020,Greater Glasgow and Clyde,hospital_adm,55.27896995708154,1.3819742489270386,25.566523605150213,44.223175965665234,68.4077253218884,95.35622317596567,141.47270386266078
LSHTM,Forecast,2,4,2020,6,4,2020,Greater Glasgow and Clyde,hospital_adm,59.42489270386266,0.6909871244635193,23.493562231759654,45.60515021459227,74.62660944206009,109.86695278969957,173.078454935622
LSHTM,Forecast,2,4,2020,7,4,2020,Greater Glasgow and Clyde,hospital_adm,62.87982832618025,0,20.72961373390558,46.29613733905579,80.84549356223175,124.37768240343347,202.27957081545048
LSHTM,Forecast,2,4,2020,8,4,2020,Greater Glasgow and Clyde,hospital_adm,65.64377682403433,0,17.27467811158798,46.98712446351931,87.06437768240343,139.5793991416309,225.77313304721014
LSHTM,Forecast,2,4,2020,9,4,2020,Greater Glasgow and Clyde,hospital_adm,68.4077253218884,0,13.128755364806867,46.29613733905579,94.66523605150215,155.47210300429185,261.19313304721027
LSHTM,Forecast,2,4,2020,10,4,2020,Greater Glasgow and Clyde,hospital_adm,71.17167381974248,0,9.67381974248927,46.29613733905579,100.53862660944205,173.43776824034333,289.52360515021456
LSHTM,Forecast,2,4,2020,11,4,2020,Greater Glasgow and Clyde,hospital_adm,73.93562231759657,0,6.909871244635193,45.60515021459227,108.48497854077253,193.4763948497854,341.3476394849785
LSHTM,Forecast,2,4,2020,12,4,2020,Greater Glasgow and Clyde,hospital_adm,76.00858369098712,0,4.836909871244635,43.532188841201716,116.08583690987123,219.0429184549356,388.3347639484978
LSHTM,Forecast,2,4,2020,13,4,2020,Greater Glasgow and Clyde,hospital_adm,78.7725321888412,0,2.9712446351931407,42.15021459227468,123.68669527896995,250.13733905579397,452.0575965665231
LSHTM,Forecast,2,4,2020,14,4,2020,Greater Glasgow and Clyde,hospital_adm,80.15450643776823,0,0,40.07725321888412,131.97854077253217,273.6309012875536,515.8080686695275
LSHTM,Forecast,2,4,2020,15,4,2020,Greater Glasgow and Clyde,hospital_adm,80.84549356223175,0,0,38.00429184549356,140.96137339055792,308.1802575107296,601.1311587982826
LSHTM,Forecast,2,4,2020,16,4,2020,Greater Glasgow and Clyde,hospital_adm,83.60944206008584,0,0,35.931330472103,148.56223175965664,348.94849785407723,682.8472961373386
LSHTM,Forecast,2,4,2020,17,4,2020,Greater Glasgow and Clyde,hospital_adm,84.30042918454936,0,0,33.167381974248926,156.8540772532189,388.127467811158,785.9840343347636
LSHTM,Forecast,2,4,2020,4,4,2020,Lanarkshire,hospital_adm,24.875536480686694,4.836909871244635,11.055793991416309,19.34763948497854,31.094420600858367,44.18862660944131,65.64377682403433
LSHTM,Forecast,2,4,2020,5,4,2020,Lanarkshire,hospital_adm,26.948497854077253,0,8.98283261802575,20.03862660944206,33.858369098712444,51.133047210300425,80.15450643776823
LSHTM,Forecast,2,4,2020,6,4,2020,Lanarkshire,hospital_adm,28.33047210300429,0,6.218884120171674,20.03862660944206,37.31330472103004,59.42489270386266,104.3390557939914
LSHTM,Forecast,2,4,2020,7,4,2020,Lanarkshire,hospital_adm,30.40343347639485,0,2.763948497854077,20.03862660944206,41.45922746781116,67.71673819742489,121.6137339055794
LSHTM,Forecast,2,4,2020,8,4,2020,Lanarkshire,hospital_adm,31.78540772532189,0,0,19.34763948497854,44.91416309012875,76.00858369098712,147.86433476394836
LSHTM,Forecast,2,4,2020,9,4,2020,Lanarkshire,hospital_adm,33.167381974248926,0,0,18.65665236051502,49.06008583690987,86.37339055793991,174.12875536480686
LSHTM,Forecast,2,4,2020,10,4,2020,Lanarkshire,hospital_adm,35.24034334763948,0,0,17.9656652360515,53.20600858369099,98.77660944205932,200.36553648068622
LSHTM,Forecast,2,4,2020,11,4,2020,Lanarkshire,hospital_adm,35.24034334763948,0,0,16.583690987124463,58.73390557939914,110.55793991416309,253.5853648068668
LSHTM,Forecast,2,4,2020,12,4,2020,Lanarkshire,hospital_adm,36.622317596566525,0,0,15.201716738197424,63.57081545064378,127.14163090128756,290.89866952789686
LSHTM,Forecast,2,4,2020,13,4,2020,Lanarkshire,hospital_adm,38.00429184549356,0,0,13.819742489270386,69.09871244635193,145.79828326180257,359.96283261802483
LSHTM,Forecast,2,4,2020,14,4,2020,Lanarkshire,hospital_adm,38.00429184549356,0,0,11.746781115879827,75.3175965665236,167.18433476394776,433.89845493562143
LSHTM,Forecast,2,4,2020,15,4,2020,Lanarkshire,hospital_adm,38.00429184549356,0,0,10.36480686695279,80.84549356223175,194.1673819742489,544.4771244635189
LSHTM,Forecast,2,4,2020,16,4,2020,Lanarkshire,hospital_adm,38.69527896995708,0,0,8.98283261802575,86.37339055793991,222.4978540772532,635.6459656652346
LSHTM,Forecast,2,4,2020,17,4,2020,Lanarkshire,hospital_adm,38.69527896995708,0,0,7.600858369098712,92.59227467811158,256.3562231759657,752.4158798283247
LSHTM,Forecast,2,4,2020,4,4,2020,London,hospital_adm,591.5460992907801,67.40212765957445,298.6170212765957,482.7641843971631,720.9468085106383,1075.0212765957447,1730.0163829787246
LSHTM,Forecast,2,4,2020,5,4,2020,London,hospital_adm,609.3209219858156,0,250.9804964539007,471.38829787234044,776.4042553191489,1208.830141843971,2005
LSHTM,Forecast,2,4,2020,6,4,2020,London,hospital_adm,628.5177304964539,0,175.61524822695034,458.5904255319149,834.7056737588653,1392.1241134751774,2387.229787234044
LSHTM,Forecast,2,4,2020,7,4,2020,London,hospital_adm,634.9166666666666,0,130.6804964539007,437.26063829787233,878.0762411347517,1557.0744680851064,2783.025319148938
LSHTM,Forecast,2,4,2020,8,4,2020,London,hospital_adm,629.9397163120567,0,65.26914893617021,404.5549645390071,920.0248226950355,1714.3460992907794,3153.05446808511
LSHTM,Forecast,2,4,2020,9,4,2020,London,hospital_adm,627.8067375886525,0,17.77482269503546,373.27127659574467,967.6613475177305,1940.7262411347456,3749.691276595748
LSHTM,Forecast,2,4,2020,10,4,2020,London,hospital_adm,616.4308510638298,0,0,337.72163120567376,1011.031914893617,2173.0787234042537,4412.109148936172
LSHTM,Forecast,2,4,2020,11,4,2020,London,hospital_adm,596.5230496453901,0,0,296.4840425531915,1033.7836879432625,2448.943971631204,4862.480496453912
LSHTM,Forecast,2,4,2020,12,4,2020,London,hospital_adm,579.4592198581561,0,0,253.11347517730496,1081.4202127659576,2711.72695035461,6021.512695035463
LSHTM,Forecast,2,4,2020,13,4,2020,London,hospital_adm,549.5975177304964,0,0,219.6968085106383,1100.6170212765958,3084.00283687943,7398.819716312061
LSHTM,Forecast,2,4,2020,14,4,2020,London,hospital_adm,521.1578014184397,0,0,184.8581560283688,1118.3918439716313,3326.4514184397103,8767.225106382997
LSHTM,Forecast,2,4,2020,15,4,2020,London,hospital_adm,491.29609929078015,0,0,146.46453900709218,1137.5886524822695,3711.098581560281,10680.080425531924
LSHTM,Forecast,2,4,2020,16,4,2020,London,hospital_adm,464.27836879432624,0,0,120.15780141843972,1151.0975177304965,4160.446099290778,12546.038652482272
LSHTM,Forecast,2,4,2020,17,4,2020,London,hospital_adm,425.88475177304963,0,0,88.16312056737588,1158.2074468085107,4652.168794326237,14698.01510638299
LSHTM,Forecast,2,4,2020,4,4,2020,Lothian,hospital_adm,29.71244635193133,1.3819742489270386,11.055793991416309,22.111587982832617,38.00429184549356,55.96995708154506,89.84905579399124
LSHTM,Forecast,2,4,2020,5,4,2020,Lothian,hospital_adm,31.78540772532189,0,4.836909871244635,20.72961373390558,43.532188841201716,67.02575107296137,115.41557939914144
LSHTM,Forecast,2,4,2020,6,4,2020,Lothian,hospital_adm,33.167381974248926,0,0,18.65665236051502,49.75107296137339,81.64012875536454,145.92266094420495
LSHTM,Forecast,2,4,2020,7,4,2020,Lothian,hospital_adm,34.54935622317596,0,0,16.583690987124463,55.27896995708154,100.1931330472103,185.8962660944204
LSHTM,Forecast,2,4,2020,8,4,2020,Lothian,hospital_adm,35.24034334763948,0,0,13.819742489270386,62.188841201716734,119.54077253218884,236.3175965665236
LSHTM,Forecast,2,4,2020,9,4,2020,Lothian,hospital_adm,34.54935622317596,0,0,9.67381974248927,68.4077253218884,145.79828326180257,315.7811158798283
LSHTM,Forecast,2,4,2020,10,4,2020,Lothian,hospital_adm,33.858369098712444,0,0,6.218884120171674,73.93562231759657,178.27467811158797,378.3016309012847
LSHTM,Forecast,2,4,2020,11,4,2020,Lothian,hospital_adm,33.167381974248926,0,0,4.145922746781116,82.22746781115879,217.17725321888364,494.1179828326175
LSHTM,Forecast,2,4,2020,12,4,2020,Lothian,hospital_adm,31.094420600858367,0,0,1.3819742489270386,89.13733905579399,268.2066523605148,629.572188841201
LSHTM,Forecast,2,4,2020,13,4,2020,Lothian,hospital_adm,29.71244635193133,0,0,0,96.7381974248927,339.3783261802572,840.3854506437756
LSHTM,Forecast,2,4,2020,14,4,2020,Lothian,hospital_adm,26.948497854077253,0,0,0,101.57510729613733,411.9319742489268,1147.1215450643767
LSHTM,Forecast,2,4,2020,15,4,2020,Lothian,hospital_adm,24.184549356223176,0,0,0,111.2489270386266,507.2881974248924,1491.1709442060082
LSHTM,Forecast,2,4,2020,16,4,2020,Lothian,hospital_adm,21.4206008583691,0,0,0,116.77682403433477,605.9957081545064,1886.408669527891
LSHTM,Forecast,2,4,2020,17,4,2020,Lothian,hospital_adm,19.34763948497854,0,0,0,122.30472103004291,770.5542918454933,2407.661716738189
LSHTM,Forecast,2,4,2020,4,4,2020,Midlands,hospital_adm,428.64864864864865,75.54054054054055,208.17567567567568,343.44594594594594,529.6621621621622,750.9256756756754,1095.9878378378376
LSHTM,Forecast,2,4,2020,5,4,2020,Midlands,hospital_adm,451.4864864864865,0,156.35135135135135,336.8581081081081,582.3648648648649,871.3513513513514,1236.3878378378379
LSHTM,Forecast,2,4,2020,6,4,2020,Midlands,hospital_adm,470.81081081081084,0,111.64189189189192,326.7567567567568,632.4324324324324,986.2432432432427,1498.7945945945944
LSHTM,Forecast,2,4,2020,7,4,2020,Midlands,hospital_adm,483.9864864864865,0,68.51351351351352,308.31081081081084,682.5,1134.8648648648648,1833.4216216216205
LSHTM,Forecast,2,4,2020,8,4,2020,Midlands,hospital_adm,490.13513513513516,0,9.750000000000021,288.1081081081081,739.1554054054054,1284.8918918918912,2108.6175675675677
LSHTM,Forecast,2,4,2020,9,4,2020,Midlands,hospital_adm,494.52702702702703,0,0,260,794.4932432432433,1506.2432432432427,2663.770270270269
LSHTM,Forecast,2,4,2020,10,4,2020,Midlands,hospital_adm,497.1621621621622,0,0,240.67567567567568,854.6621621621622,1748.2364864864844,3128.0635135135126
LSHTM,Forecast,2,4,2020,11,4,2020,Midlands,hospital_adm,486.6216216216216,0,0,201.14864864864865,913.9527027027027,2010.52027027027,3884.7513513513513
LSHTM,Forecast,2,4,2020,12,4,2020,Midlands,hospital_adm,483.1081081081081,0,0,174.7972972972973,982.0270270270271,2327.614864864862,4844.168918918918
LSHTM,Forecast,2,4,2020,13,4,2020,Midlands,hospital_adm,479.5945945945946,0,0,144.93243243243245,1035.6081081081081,2734.83108108108,5856.1310810810755
LSHTM,Forecast,2,4,2020,14,4,2020,Midlands,hospital_adm,469.93243243243245,0,0,122.0945945945946,1117.2972972972973,3131.331081081078,7195.008108108106
LSHTM,Forecast,2,4,2020,15,4,2020,Midlands,hospital_adm,460.27027027027026,0,0,93.54729729729729,1197.2297297297298,3621.9054054054036,8896.795945945934
LSHTM,Forecast,2,4,2020,16,4,2020,Midlands,hospital_adm,439.1891891891892,0,0,74.66216216216216,1239.3918918918919,4296.939189189186,11041.26891891891
LSHTM,Forecast,2,4,2020,17,4,2020,Midlands,hospital_adm,414.5945945945946,0,0,54.45945945945946,1313.614864864865,4939.121621621622,13907.417567567567
LSHTM,Forecast,2,4,2020,4,4,2020,North East and Yorkshire,hospital_adm,284.4230769230769,93.4673076923077,160.84615384615384,238,334.2788461538462,446.08653846153845,606.93269230769
LSHTM,Forecast,2,4,2020,5,4,2020,North East and Yorkshire,hospital_adm,311.8846153846154,62.769230769230774,149.73076923076923,251.0769230769231,376.61538461538464,522.4230769230769,757.9384615384596
LSHTM,Forecast,2,4,2020,6,4,2020,North East and Yorkshire,hospital_adm,333.46153846153845,29.423076923076923,139.26923076923077,259.5769230769231,415.3557692307692,604.1538461538462,911.2326923076861
LSHTM,Forecast,2,4,2020,7,4,2020,North East and Yorkshire,hospital_adm,361.5769230769231,0,117.03846153846153,270.03846153846155,464.8846153846154,708.1153846153846,1090.8115384615355
LSHTM,Forecast,2,4,2020,8,4,2020,North East and Yorkshire,hospital_adm,392.96153846153845,0,96.11538461538461,278.53846153846155,523.0769230769231,807.0096153846154,1311.8115384615355
LSHTM,Forecast,2,4,2020,9,4,2020,North East and Yorkshire,hospital_adm,424.0192307692308,0,74.53846153846153,283.7692307692308,583.8846153846154,940.8846153846154,1511.2346153846127
LSHTM,Forecast,2,4,2020,10,4,2020,North East and Yorkshire,hospital_adm,451.15384615384613,0,58.84615384615385,281.8076923076923,649.4326923076924,1095.8461538461538,1788.23653846152
LSHTM,Forecast,2,4,2020,11,4,2020,North East and Yorkshire,hospital_adm,481.5576923076923,0,34.65384615384615,281.8076923076923,718.5769230769231,1271.2403846153848,2202.6442307692237
LSHTM,Forecast,2,4,2020,12,4,2020,North East and Yorkshire,hospital_adm,509.34615384615387,0,21.576923076923077,278.375,803.5769230769231,1497.471153846154,2568.5365384615257
LSHTM,Forecast,2,4,2020,13,4,2020,North East and Yorkshire,hospital_adm,539.4230769230769,0,7.846153846153847,270.6923076923077,897.7307692307693,1757.2115384615386,3183.0211538461526
LSHTM,Forecast,2,4,2020,14,4,2020,North East and Yorkshire,hospital_adm,569.5,0,0,260.2307692307692,999.4038461538462,2060.923076923077,3763.2442307692068
LSHTM,Forecast,2,4,2020,15,4,2020,North East and Yorkshire,hospital_adm,594.6730769230769,0,0,247.80769230769232,1101.8942307692307,2428.5480769230767,4562.048076923055
LSHTM,Forecast,2,4,2020,16,4,2020,North East and Yorkshire,hospital_adm,616.5769230769231,0,0,234.07692307692307,1215.5,2837.3653846153848,5582.571153846096
LSHTM,Forecast,2,4,2020,17,4,2020,North East and Yorkshire,hospital_adm,642.4038461538462,0,0,228.84615384615384,1349.2115384615386,3331.6730769230767,6849.267307692247
LSHTM,Forecast,2,4,2020,4,4,2020,North West,hospital_adm,258,44.76,135.13333333333335,211.33333333333331,314,442,663.7200000000012
LSHTM,Forecast,2,4,2020,5,4,2020,North West,hospital_adm,294,6.8533333333333335,122,228,366.66666666666663,534,814.2933333333349
LSHTM,Forecast,2,4,2020,6,4,2020,North West,hospital_adm,326,0,105.33333333333333,240.66666666666666,421.3333333333333,640.1999999999995,1012.3866666666678
LSHTM,Forecast,2,4,2020,7,4,2020,North West,hospital_adm,356,0,77.13333333333335,248.66666666666666,474,764.1999999999995,1326.9600000000016
LSHTM,Forecast,2,4,2020,8,4,2020,North West,hospital_adm,380,0,54.666666666666664,248.66666666666666,536,882.8666666666661,1563.3466666666693
LSHTM,Forecast,2,4,2020,9,4,2020,North West,hospital_adm,408,0,25.333333333333332,247.33333333333331,605.3333333333333,1064.1999999999994,1831.3466666666693
LSHTM,Forecast,2,4,2020,10,4,2020,North West,hospital_adm,436.66666666666663,0,3.1333333333333635,245.33333333333331,681,1281.5333333333328,2261.4400000000023
LSHTM,Forecast,2,4,2020,11,4,2020,North West,hospital_adm,464.66666666666663,0,0,239.33333333333331,771.6666666666666,1521.5333333333328,2863.053333333334
LSHTM,Forecast,2,4,2020,12,4,2020,North West,hospital_adm,497.3333333333333,0,0,228,867.3333333333333,1844.1999999999994,3563.546666666671
LSHTM,Forecast,2,4,2020,13,4,2020,North West,hospital_adm,512.6666666666666,0,0,212,976.3333333333333,2205.1333333333287,4460.253333333366
LSHTM,Forecast,2,4,2020,14,4,2020,North West,hospital_adm,540,0,0,197.33333333333331,1080,2645.9333333333316,5465.706666666684
LSHTM,Forecast,2,4,2020,15,4,2020,North West,hospital_adm,566.6666666666666,0,0,187.33333333333331,1222,3243.599999999996,6581.533333333336
LSHTM,Forecast,2,4,2020,16,4,2020,North West,hospital_adm,592,0,0,166.33333333333331,1352.6666666666665,3910.9333333333293,8681.666666666735
LSHTM,Forecast,2,4,2020,17,4,2020,North West,hospital_adm,602.6666666666666,0,0,146,1490.3333333333333,4709.266666666665,10977.333333333352
LSHTM,Forecast,2,4,2020,4,4,2020,Northern Ireland,hospital_adm,71.17167381974248,20.03862660944206,39.3862660944206,59.42489270386266,85.6824034334764,115.39484978540771,164.71751072961317
LSHTM,Forecast,2,4,2020,5,4,2020,Northern Ireland,hospital_adm,82.22746781115879,10.793218884120174,40.07725321888412,66.33476394849785,100.88412017167381,138.19742489270385,202.72180257510672
LSHTM,Forecast,2,4,2020,6,4,2020,Northern Ireland,hospital_adm,92.59227467811158,0.4284120171673851,38.69527896995708,71.862660944206,114.7038626609442,163.07296137339054,243.75261802574994
LSHTM,Forecast,2,4,2020,7,4,2020,Northern Ireland,hospital_adm,100.1931330472103,0,33.858369098712444,74.62660944206009,129.2145922746781,190.0214592274678,299.19742489270385
LSHTM,Forecast,2,4,2020,8,4,2020,Northern Ireland,hospital_adm,109.17596566523605,0,29.02145922746781,77.39055793991416,145.10729613733906,223.18884120171674,349.63948497854074
LSHTM,Forecast,2,4,2020,9,4,2020,Northern Ireland,hospital_adm,118.84978540772532,0,21.4206008583691,78.7725321888412,163.41845493562232,265.3390557939914,427.983605150214
LSHTM,Forecast,2,4,2020,10,4,2020,Northern Ireland,hospital_adm,127.83261802575107,0,15.201716738197424,80.15450643776823,183.80257510729612,315.0210300429182,525.5095278969934
LSHTM,Forecast,2,4,2020,11,4,2020,Northern Ireland,hospital_adm,138.19742489270385,0,10.36480686695279,80.5,208.6781115879828,379.28283261802545,648.4084978540767
LSHTM,Forecast,2,4,2020,12,4,2020,Northern Ireland,hospital_adm,147.87124463519314,0,3.4549356223175964,79.46351931330472,232.862660944206,447.6905579399139,768.0460085836887
LSHTM,Forecast,2,4,2020,13,4,2020,Northern Ireland,hospital_adm,156.16309012875536,0,0.6909871244635193,77.73605150214593,259.81115879828326,530.6090128755362,978.271931330471
LSHTM,Forecast,2,4,2020,14,4,2020,Northern Ireland,hospital_adm,165.83690987124464,0,0,76.35407725321889,293.6695278969957,636.2609442060079,1232.486094420597
LSHTM,Forecast,2,4,2020,15,4,2020,Northern Ireland,hospital_adm,174.81974248927037,0,0,72.55364806866953,325.1094420600858,744.1931330472103,1549.041115879811
LSHTM,Forecast,2,4,2020,16,4,2020,Northern Ireland,hospital_adm,NA,0,0,69.09871244635193,367.60515021459224,894.8283261802575,2003.8281115879806
LSHTM,Forecast,2,4,2020,17,4,2020,Northern Ireland,hospital_adm,NA,0,0,64.2618025751073,402.84549356223175,1061.3562231759656,2440.56652360515
LSHTM,Forecast,2,4,2020,4,4,2020,South East,hospital_adm,299.1322314049587,59.90495867768594,160.16528925619835,247.3140495867769,356.44628099173553,483.6363636363637,744.5644628099175
LSHTM,Forecast,2,4,2020,5,4,2020,South East,hospital_adm,316.40495867768595,32.97520661157025,140.53719008264463,250.45454545454547,389.4214876033058,544.6404958677678,886.9388429752069
LSHTM,Forecast,2,4,2020,6,4,2020,South East,hospital_adm,334.4628099173554,0,124.83471074380166,255.16528925619835,425.53719008264466,632.0247933884298,1163.585123966943
LSHTM,Forecast,2,4,2020,7,4,2020,South East,hospital_adm,359.58677685950414,0,102.85123966942149,262.23140495867773,470.2892561983471,723.6487603305777,1365.8644628099178
LSHTM,Forecast,2,4,2020,8,4,2020,South East,hospital_adm,378.4297520661157,0,85.57851239669422,263.801652892562,509.93801652892563,820.219008264462,1541.4809917355378
LSHTM,Forecast,2,4,2020,9,4,2020,South East,hospital_adm,391.77685950413223,0,58.09917355371901,256.73553719008265,551.9421487603306,933.2768595041314,1783.8487603305796
LSHTM,Forecast,2,4,2020,10,4,2020,South East,hospital_adm,410.6198347107438,0,40.04132231404959,251.6322314049587,608.4710743801653,1076.9545454545446,2108.6074380165296
