Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,13,7,2020,13,7,2020,East of England,hospital_inc,EpiSoon,1.0,15,5,7,8,9,11,11,13,14,14,15,17,18,19,20,22,24,27,31,38
LSHTM,13,7,2020,14,7,2020,East of England,hospital_inc,EpiSoon,1.0,15,5,6,8,9,10,11,12,13,14,15,16,17,18,20,22,24,27,31,39
LSHTM,13,7,2020,15,7,2020,East of England,hospital_inc,EpiSoon,1.0,14,4,6,7,8,9,10,11,12,13,14,16,17,18,20,22,24,26,31,39
LSHTM,13,7,2020,16,7,2020,East of England,hospital_inc,EpiSoon,1.0,14,4,5.900000000000034,7,8,9,10,11,12,13,14,15,17,18,19,21,23,26,31,40
LSHTM,13,7,2020,17,7,2020,East of England,hospital_inc,EpiSoon,1.0,14,3,5,6,7,9,10,10,11,12,14,15,16,17,19,21,24,27,31,41
LSHTM,13,7,2020,18,7,2020,East of England,hospital_inc,EpiSoon,1.0,13,3,4,6,7,8,9,10,11,12,13,14,16,17,19,21,23,26,32,42
LSHTM,13,7,2020,19,7,2020,East of England,hospital_inc,EpiSoon,1.0,13,2,4,5,6,8,9,9,11,12,13,14,15,17,18,20,23,26,31,44
LSHTM,13,7,2020,20,7,2020,East of England,hospital_inc,EpiSoon,1.0,12,2,4,5,6,7,8,9,10,11,12,14,15,16,18,20,23,26,32,45
LSHTM,13,7,2020,21,7,2020,East of England,hospital_inc,EpiSoon,1.0,12,2,3,5,6,7,8,9,10,11,12,13,14,16,18,20,23,27,32,47
LSHTM,13,7,2020,22,7,2020,East of England,hospital_inc,EpiSoon,1.0,11.5,2,3,4,5,6,7,8,9,10,11.5,13,14,16,17,19,22,26,32,46
LSHTM,13,7,2020,23,7,2020,East of England,hospital_inc,EpiSoon,1.0,11,1,3,4,5,6,7,8,9,10,11,13,14,16,18,20,23,27,33,47
LSHTM,13,7,2020,24,7,2020,East of England,hospital_inc,EpiSoon,1.0,11,1,3,4,5,6,7,8,9,10,11,12,13,15,17,19,22,26,33,48
LSHTM,13,7,2020,25,7,2020,East of England,hospital_inc,EpiSoon,1.0,10,1,2,3,4,5,6,7,8,9,10,12,13,15,17,19,22,26,33,50
LSHTM,13,7,2020,26,7,2020,East of England,hospital_inc,EpiSoon,1.0,10,1,2,3,4,5,6,7,8,9,10,11,13,14,16,19,22,26.149999999999636,34,51
LSHTM,13,7,2020,27,7,2020,East of England,hospital_inc,EpiSoon,1.0,10,1,2,3,4,5,6,7,7,9,10,11,13,14,16,18,22,27,34,51
LSHTM,13,7,2020,28,7,2020,East of England,hospital_inc,EpiSoon,1.0,9,1,2,3,3,4,5,6,7,8,9,11,12,14,16,18,22,26,35,54
LSHTM,13,7,2020,29,7,2020,East of England,hospital_inc,EpiSoon,1.0,9,0,2,2,3,4,5,6,7,8,9,10,12,14,16,18,21,26,34,54
LSHTM,13,7,2020,30,7,2020,East of England,hospital_inc,EpiSoon,1.0,9,0,1,2,3,4,5,6,7,7,9,10,11,13,15,18,21,26,35,54
LSHTM,13,7,2020,31,7,2020,East of England,hospital_inc,EpiSoon,1.0,8,0,1,2,3,4,4,5,6,7,8,10,11,13,15,17,21,26,35,58
LSHTM,13,7,2020,1,8,2020,East of England,hospital_inc,EpiSoon,1.0,8,0,1,2,3,4,4,5,6,7,8,9,11,12,14,17,20,26,35,56
LSHTM,13,7,2020,2,8,2020,East of England,hospital_inc,EpiSoon,1.0,8,0,1,2,2,3,4,5,6,7,8,9,10,12,14,17,20,26,35,57
LSHTM,13,7,2020,3,8,2020,East of England,hospital_inc,EpiSoon,1.0,8,0,1,2,2,3,4,4,5,6,8,9,10,12,14,17,20,26,35,60.05000000000018
LSHTM,13,7,2020,4,8,2020,East of England,hospital_inc,EpiSoon,1.0,7,0,1,1,2,3,3,4,5,6,7,8,10,11,14,16,19,25,35,60
LSHTM,13,7,2020,13,7,2020,England,hospital_inc,EpiSoon,1.0,122,84,93,98,103,107,110,113,117,119,122,125,128,130,134,137,141,146,152,162.05000000000018
LSHTM,13,7,2020,14,7,2020,England,hospital_inc,EpiSoon,1.0,117,80,88,93,97,101,105,108,111,114,117,120,123,126,129,133,137,141,148,158
LSHTM,13,7,2020,15,7,2020,England,hospital_inc,EpiSoon,1.0,113,75,83,88,93,97,101,104,107,110,113,116,119,121,125,128,133,137,144,155
LSHTM,13,7,2020,16,7,2020,England,hospital_inc,EpiSoon,1.0,109,71,79,85,89,93,97,100,103,106,109,112,115,118,121,125,129,134,140,151
LSHTM,13,7,2020,17,7,2020,England,hospital_inc,EpiSoon,1.0,105,67,75,80,85,89,92,96,99,102,105,108,111,114,118,121,126,131,137,148
LSHTM,13,7,2020,18,7,2020,England,hospital_inc,EpiSoon,1.0,101,61,71,77,82,85,88,92,95,98,101,104,107,110,114,117,122,126,133,145
LSHTM,13,7,2020,19,7,2020,England,hospital_inc,EpiSoon,1.0,97,58,67,72,77,81,84,87,90,93.55000000000018,97,100,103,106,110,114,118,123,130,140
LSHTM,13,7,2020,20,7,2020,England,hospital_inc,EpiSoon,1.0,93,54.95000000000002,63,68,73,77,81,84,87,90,93,97,100,103,107,110,115,120,126,138
LSHTM,13,7,2020,21,7,2020,England,hospital_inc,EpiSoon,1.0,90.5,52,60,65,70,74,78,81,84,87.55000000000018,90.5,93,96,100,104,108,111,117,124,135
LSHTM,13,7,2020,22,7,2020,England,hospital_inc,EpiSoon,1.0,87,49,57,62,66,70,74,77,80,84,87,90,93,96,100,103,108,113,120,131
LSHTM,13,7,2020,23,7,2020,England,hospital_inc,EpiSoon,1.0,84,45,53,59,63,67,71,74,78,81,84,87,90,93,97,101,105,110,116,128
LSHTM,13,7,2020,24,7,2020,England,hospital_inc,EpiSoon,1.0,80,43,50,56,60,64,68,71,74,77,80,83,86,89,93,97,101,107,114.10000000000036,126
LSHTM,13,7,2020,25,7,2020,England,hospital_inc,EpiSoon,1.0,77,41,48,54,58,62,65,69,72,75,77,80,83,86,90,94,99,104,111,123
LSHTM,13,7,2020,26,7,2020,England,hospital_inc,EpiSoon,1.0,74,38,45,50,54,58,62,65,68,71,74,77,81,84,87,91,96,101,108,120
LSHTM,13,7,2020,27,7,2020,England,hospital_inc,EpiSoon,1.0,71.5,35,42,48,52,56,59.700000000000045,62,66,68,71.5,75,77,81,84,88,92,98,105,117
LSHTM,13,7,2020,28,7,2020,England,hospital_inc,EpiSoon,1.0,69,33,40,45,49,53,57,60,63,66,69,72,75,78,82,86,90,96,103,116
LSHTM,13,7,2020,29,7,2020,England,hospital_inc,EpiSoon,1.0,66,30,37,42,46,50,54,57,60,63,66,69,72,76,79,83,87,92,100,111.05000000000018
LSHTM,13,7,2020,30,7,2020,England,hospital_inc,EpiSoon,1.0,64,29,36,40,45,48,52,55,58,61,64,67,70,73,77,80,85,90,98,111
LSHTM,13,7,2020,31,7,2020,England,hospital_inc,EpiSoon,1.0,61,26,33,38,42,45,48.700000000000045,52,55,58,61,64,67,70,74,78,83,88,95,107
LSHTM,13,7,2020,1,8,2020,England,hospital_inc,EpiSoon,1.0,59,25,31,36,40,43,47,50,53,56,59,62,65,68,72,76,80,86,93,104
LSHTM,13,7,2020,2,8,2020,England,hospital_inc,EpiSoon,1.0,57,23,30,34,38,41,45,48,51,54,57,60,63,66,69,73,77,82,89,101
LSHTM,13,7,2020,3,8,2020,England,hospital_inc,EpiSoon,1.0,54.5,21,28,32,35,39,43,46,48,51,54.5,58,61,64,67,71,75,80,87,99
LSHTM,13,7,2020,4,8,2020,England,hospital_inc,EpiSoon,1.0,53,21,26.900000000000034,31,34,38,41,44,47,50,53,56,59,62,65,68,73,78,86,98
LSHTM,13,7,2020,13,7,2020,London,hospital_inc,EpiSoon,1.0,23,9,11,13,15,17,18,19,21,22,23,25,26,28,30,32,34,37,43,52
LSHTM,13,7,2020,14,7,2020,London,hospital_inc,EpiSoon,1.0,23,8,11,13,14,16,17,19,20,21,23,24,26,27,29,31,34,37.149999999999636,43,52
LSHTM,13,7,2020,15,7,2020,London,hospital_inc,EpiSoon,1.0,22,7,10,12,14,15,17,18,19,21,22,24,25,27,29,31,34,38,43,53
LSHTM,13,7,2020,16,7,2020,London,hospital_inc,EpiSoon,1.0,22,7,9,11,13,15,16,18,19,20,22,23,25,27,29,31,34,38,44,54
LSHTM,13,7,2020,17,7,2020,London,hospital_inc,EpiSoon,1.0,21,6,8,10,12,14,15,17,18,20,21,23,24,26,28,30,34,38,44,57
LSHTM,13,7,2020,18,7,2020,London,hospital_inc,EpiSoon,1.0,20,6,8,10,12,13,15,16,18,19,20,22,24,26,28,30,34,38,44,58
LSHTM,13,7,2020,19,7,2020,London,hospital_inc,EpiSoon,1.0,20,5,7,9,11,12,14,15,17,18,20,21,23,25,27,30,33,37.149999999999636,45,60
LSHTM,13,7,2020,20,7,2020,London,hospital_inc,EpiSoon,1.0,19,4,7,9,10,12,13,15,16,18,19,21,23,25,27,30,33,38,45,61
LSHTM,13,7,2020,21,7,2020,London,hospital_inc,EpiSoon,1.0,19,4,6,8,10,11,13,14,16,17,19,21,22,24,27,29,33,37,44,60
LSHTM,13,7,2020,22,7,2020,London,hospital_inc,EpiSoon,1.0,18,3,6,8,9,11,12,14,15,17,18,20,22,24,26,29,32,38,46,63
LSHTM,13,7,2020,23,7,2020,London,hospital_inc,EpiSoon,1.0,18,3,5,7,8.800000000000068,10,12,13,14,16,18,19,21,23,26,29,32,37,45,64
LSHTM,13,7,2020,24,7,2020,London,hospital_inc,EpiSoon,1.0,17,3,5,7,8,9,11,12,14,15,17,19,21,23,25.299999999999727,29,32,37,46,67
LSHTM,13,7,2020,25,7,2020,London,hospital_inc,EpiSoon,1.0,17,2,4,6,7,9,11,12,14,15,17,19,20,22,25,28,32,37,46,67
LSHTM,13,7,2020,26,7,2020,London,hospital_inc,EpiSoon,1.0,16,2,4,6,7,9,10,11,13,14,16,18,20,22,24,28,32,37,46,68
LSHTM,13,7,2020,27,7,2020,London,hospital_inc,EpiSoon,1.0,16,2,4,5,7,8,10,11,12,14,16,18,20,22,24,27,31,36,46,72
LSHTM,13,7,2020,28,7,2020,London,hospital_inc,EpiSoon,1.0,15,2,3,5,6,8,9,10,12,14,15,17,19,22,24,27,31,37,45,68
LSHTM,13,7,2020,29,7,2020,London,hospital_inc,EpiSoon,1.0,15,1,3,5,6,8,9,10,12,13,15,16,18,21,23,26,31,37,46,70
LSHTM,13,7,2020,30,7,2020,London,hospital_inc,EpiSoon,1.0,14,1,3,4,5,7,8,9,11,12,14,16,18,20,23,26,31,36,46,73
LSHTM,13,7,2020,31,7,2020,London,hospital_inc,EpiSoon,1.0,14,1,3,4,5,7,8,9,11,12,14,16,17,20,23,26,30,36.149999999999636,47,71.05000000000018
LSHTM,13,7,2020,1,8,2020,London,hospital_inc,EpiSoon,1.0,13,1,2,4,5,6,7,9,10,12,13,15,17,20,22,26,30,36,46,73
LSHTM,13,7,2020,2,8,2020,London,hospital_inc,EpiSoon,1.0,13,1,2,3,5,6,7,8,10,11,13,15,17,19,22,25.25,29,36,45.100000000000364,70
LSHTM,13,7,2020,3,8,2020,London,hospital_inc,EpiSoon,1.0,12.5,1,2,3,4,6,7,8,10,11,12.5,14,16,19,22,25,30,35,47,75
LSHTM,13,7,2020,4,8,2020,London,hospital_inc,EpiSoon,1.0,12,0,2,3,4,5,6,8,9,11,12,14,16,18,21,25,29,36,47.100000000000364,76
LSHTM,13,7,2020,13,7,2020,Midlands,hospital_inc,EpiSoon,1.0,28,14,17,19,20,22,23,24,26,27,28,29,31,32,34,36,38,40,44,52
LSHTM,13,7,2020,14,7,2020,Midlands,hospital_inc,EpiSoon,1.0,27,13,16,18,19,21,22,23,25,26,27,29,30,32,33,35,38,40,44,51
LSHTM,13,7,2020,15,7,2020,Midlands,hospital_inc,EpiSoon,1.0,26,12,15,17,19,20,21,23,24,25,26,28,29,31,33,35,37,40,44,52
LSHTM,13,7,2020,16,7,2020,Midlands,hospital_inc,EpiSoon,1.0,26,11,14,16,17,19,20,22,23,24,26,27,28.40000000000009,30,32,34,37,40,44,53
LSHTM,13,7,2020,17,7,2020,Midlands,hospital_inc,EpiSoon,1.0,25,11,13,15,17,18,19,21,22,23,25,26,28,29,31,33,36,39,44,53
LSHTM,13,7,2020,18,7,2020,Midlands,hospital_inc,EpiSoon,1.0,24,10,12,14,16,17,19,20,21,23,24,26,27,29,31,33,35,39,44,53.05000000000018
LSHTM,13,7,2020,19,7,2020,Midlands,hospital_inc,EpiSoon,1.0,23,9,11.900000000000034,13,15,16,18,19,20,22,23,25,26,28,30,32,34,38,43,54
LSHTM,13,7,2020,20,7,2020,Midlands,hospital_inc,EpiSoon,1.0,22,8,11,13,14,16,17,18,20,21,22,24,25,27,29,31,34,37.149999999999636,43,53
LSHTM,13,7,2020,21,7,2020,Midlands,hospital_inc,EpiSoon,1.0,22,7,10,12,14,15,16,18,19,20,22,23,25,26,28,31,33,37,42,52
LSHTM,13,7,2020,22,7,2020,Midlands,hospital_inc,EpiSoon,1.0,21,7,9,11,13,14,16,17,18,20,21,23,24,26,28,30,33,36,42,53
LSHTM,13,7,2020,23,7,2020,Midlands,hospital_inc,EpiSoon,1.0,20,7,9,11,12,14,15,17,18,19,20,22,24,25,27,29,32,35.149999999999636,42,54
LSHTM,13,7,2020,24,7,2020,Midlands,hospital_inc,EpiSoon,1.0,20,6,8,10,12,13,14,16,17,19,20,21,23,24,26,29,32,35,42,55
LSHTM,13,7,2020,25,7,2020,Midlands,hospital_inc,EpiSoon,1.0,19,6,8,10,11,12,14,15,16,18,19,20,22,24,26,28,31,35,41,54
LSHTM,13,7,2020,26,7,2020,Midlands,hospital_inc,EpiSoon,1.0,18,5,7,9,10,12,13,14,16,17,18,20,21,23,25,27,30,34,40,53
LSHTM,13,7,2020,27,7,2020,Midlands,hospital_inc,EpiSoon,1.0,18,5,7,8,10,11,12,14,15,16,18,19,21,23,24,27,30,34,40,54
LSHTM,13,7,2020,28,7,2020,Midlands,hospital_inc,EpiSoon,1.0,17,4,6,8,9,11,12,13,14,16,17,19,20,22,24,27,30,34,40,54
LSHTM,13,7,2020,29,7,2020,Midlands,hospital_inc,EpiSoon,1.0,17,4,6,7,9,10,11,13,14,15,17,18,20,21,23,26,29,33,40,55
LSHTM,13,7,2020,30,7,2020,Midlands,hospital_inc,EpiSoon,1.0,16,3,5,7,8,10,11,12,13,15,16,17,19,21,23,26,28,33,40,56
