Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,21,7,2020,21,7,2020,East of England,hospital_inc,EpiSoon,1.0,13,4,5,7,7,8,9,10,11,12,13,14,15,16,17,19,20,23,26,33
LSHTM,21,7,2020,22,7,2020,East of England,hospital_inc,EpiSoon,1.0,12,3,5,6,7,8,9,10,11,12,12,13,14,15,17,18,20,23,27,34
LSHTM,21,7,2020,23,7,2020,East of England,hospital_inc,EpiSoon,1.0,12,3,5,6,7,8,9,9,10,11,12,13,14,15,17,18,21,23,28,36
LSHTM,21,7,2020,24,7,2020,East of England,hospital_inc,EpiSoon,1.0,12,3,4,6,6,7,8,9,10,11,12,13,14,15,17,18,21,23,28,36
LSHTM,21,7,2020,25,7,2020,East of England,hospital_inc,EpiSoon,1.0,12,3,4,5,6,7,8,9,10,10,12,12,14,15,16,18,21,24,29,39
LSHTM,21,7,2020,26,7,2020,East of England,hospital_inc,EpiSoon,1.0,11,2,4,5,6,7,8,9,9,10,11,12,14,15,16,18,21,24,29,40
LSHTM,21,7,2020,27,7,2020,East of England,hospital_inc,EpiSoon,1.0,11,2,3,5,6,6,7,8,9,10,11,12,13,15,17,19,21,24,30,42
LSHTM,21,7,2020,28,7,2020,East of England,hospital_inc,EpiSoon,1.0,11,2,3,4,5,6,7,8,9,10,11,12,13,15,16,18,21,24.149999999999636,30.100000000000364,44
LSHTM,21,7,2020,29,7,2020,East of England,hospital_inc,EpiSoon,1.0,10,2,3,4,5,6,7,8,9,9,10,11,13,14,16,18,21,25,31,46
LSHTM,21,7,2020,30,7,2020,East of England,hospital_inc,EpiSoon,1.0,10,1,3,4,5,5,6,7,8,9,10,11,13,14,16,18,21,25,32,47
LSHTM,21,7,2020,31,7,2020,East of England,hospital_inc,EpiSoon,1.0,10,1,3,4,4,5,6,7,8,9,10,11,12,14,16,18,21,25,33,50.05000000000018
