Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,6,7,2020,10,7,2020,England,hospital_inc,EpiSoon,1.0,137,104,111,116,120,123,126,129,132,134,137,139,142,144,147,151,155,159,164,172
LSHTM,6,7,2020,11,7,2020,England,hospital_inc,EpiSoon,1.0,133,97,105,110,114,118,121,124,127,130,133,135,138,141,144,147,150,155,160,168
LSHTM,6,7,2020,12,7,2020,England,hospital_inc,EpiSoon,1.0,127,92,100,105,110,113,116,119,122,124,127,130,133,136,139,142,146,150,155,163.05000000000018
LSHTM,6,7,2020,13,7,2020,England,hospital_inc,EpiSoon,1.0,123,87,95,100,105,108,111,114,117,120,123,125,128,132,135,138,142,146,152,162
LSHTM,6,7,2020,14,7,2020,England,hospital_inc,EpiSoon,1.0,119,82,90,96,101,104,107,111,113,116,119,122,124,127,130,134,138,143,149,158
LSHTM,6,7,2020,15,7,2020,England,hospital_inc,EpiSoon,1.0,115,77,85,91,95,99,103,106,109,112,115,117,120,123,126,129,133,138,144,154
LSHTM,6,7,2020,16,7,2020,England,hospital_inc,EpiSoon,1.0,111,73,81,87,91,95,99,102,105,108,111,113,116,119,123,126,130,135,141,151
LSHTM,6,7,2020,17,7,2020,England,hospital_inc,EpiSoon,1.0,106,68,77,82,86,90,94,97,100,103,106,109,112,115,118,123,127,131,137,147
LSHTM,6,7,2020,18,7,2020,England,hospital_inc,EpiSoon,1.0,102,65,73,78,83,86,90,93,96,99,102,105,108,111,115,119,123,127,133,144.05000000000018
LSHTM,6,7,2020,19,7,2020,England,hospital_inc,EpiSoon,1.0,99,60,68,74,79,83,87,90,93,96,99,102,105.40000000000009,108,111,115,119,124,130,140
LSHTM,6,7,2020,20,7,2020,England,hospital_inc,EpiSoon,1.0,95,57,65,71,76,80,83,86,89,92,95,98,101,104,108,112,115,120,126,137
LSHTM,6,7,2020,21,7,2020,England,hospital_inc,EpiSoon,1.0,92,53,61,67,72,75,79,82,86,89,92,95,98.40000000000009,102,105,109,113,118,124,134
LSHTM,6,7,2020,22,7,2020,England,hospital_inc,EpiSoon,1.0,88,49,58,63.85000000000002,68,72,76,79,82,85,88,91,94,98,101,104,109,114,121,131
LSHTM,6,7,2020,23,7,2020,England,hospital_inc,EpiSoon,1.0,85,47,55,60,65,69,72,76,79,82,85,88,91,95,98,101,105,111,117,128
LSHTM,6,7,2020,24,7,2020,England,hospital_inc,EpiSoon,1.0,82,44,51,57,62,66,69,73,75,79,82,85,88,91,95,99,102,108,114,124
LSHTM,6,7,2020,25,7,2020,England,hospital_inc,EpiSoon,1.0,79,42,49,55,59,63,67,70,73,76,79,82,85,88,91,95,100,105,111,122
LSHTM,6,7,2020,26,7,2020,England,hospital_inc,EpiSoon,1.0,76,40,48,52,56,60,64,66,70,73,76,79,82,85,88,92,96,101,108,120
LSHTM,6,7,2020,27,7,2020,England,hospital_inc,EpiSoon,1.0,73,36,44,49,54,57,61,64,67,70,73,76,79,82,86,90,94,99,105,116
LSHTM,6,7,2020,28,7,2020,England,hospital_inc,EpiSoon,1.0,70,34,42,47,52,55,58,61,64,67,70,73,76,80,83,86,91,96,103,113
LSHTM,6,7,2020,6,7,2020,London,hospital_inc,EpiSoon,1.0,29,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36.14999999999998,39,43
LSHTM,6,7,2020,7,7,2020,London,hospital_inc,EpiSoon,1.0,27,15,17,19,20,22,23,24,25,26,27,28,29,30,31,33,34,36,39,43
LSHTM,6,7,2020,8,7,2020,London,hospital_inc,EpiSoon,1.0,26,14,16,18,19.800000000000068,21,22,23,24,25,26,27,29,30,31,33,34,36,39,44
LSHTM,6,7,2020,9,7,2020,London,hospital_inc,EpiSoon,1.0,25,12.950000000000017,15,17,18,20,21,22,23,24,25,27,28,29,31,32,34,36,39,45
LSHTM,6,7,2020,10,7,2020,London,hospital_inc,EpiSoon,1.0,25,11,14,16,17,19,20,21,23,24,25,26,27,29,30,32,34,36,40,46
LSHTM,6,7,2020,11,7,2020,London,hospital_inc,EpiSoon,1.0,24,10,13,15,16,18,19,21,22,23,24,25,27,28,30,32,34,36,40,46
LSHTM,6,7,2020,12,7,2020,London,hospital_inc,EpiSoon,1.0,24,9,12,14,16,17,18,20,21,22,24,25,26,28,30,31.25,34,36,40,46
LSHTM,6,7,2020,13,7,2020,London,hospital_inc,EpiSoon,1.0,23,8,11,13,15,16,18,19,20,22,23,24,25,27,29,31,33,36,40,48
LSHTM,6,7,2020,14,7,2020,London,hospital_inc,EpiSoon,1.0,22,8,10,12,14,16,17,18,20,21,22,24,25,27,29,31,33,36,41,49
LSHTM,6,7,2020,15,7,2020,London,hospital_inc,EpiSoon,1.0,22,7,10,12,13,15,16,18,19,20,22,23,25,26,28,30,33,36,41,50
LSHTM,6,7,2020,16,7,2020,London,hospital_inc,EpiSoon,1.0,21,7,9,11,13,14,15,17,18,19,21,22,24,25,27,30,32,36,41,50
LSHTM,6,7,2020,17,7,2020,London,hospital_inc,EpiSoon,1.0,20,6,8,10,12,13,15,16,18,19,20,22,23.40000000000009,25,27,30,32,36,41,51
LSHTM,6,7,2020,18,7,2020,London,hospital_inc,EpiSoon,1.0,20,5,8,10,12,13,14,16,17,18,20,21,23,25,27,30,33,36,42,52
LSHTM,6,7,2020,19,7,2020,London,hospital_inc,EpiSoon,1.0,19,5,7,9,11,12,14,15,16,18,19,21,23,25,27,29,32,36,41,52
LSHTM,6,7,2020,20,7,2020,London,hospital_inc,EpiSoon,1.0,19,4,7,9,10,12,13,14,16,18,19,21,23,24,26,28,31,35,41,53.05000000000018
LSHTM,6,7,2020,21,7,2020,London,hospital_inc,EpiSoon,1.0,18,4,6,8,9,11,12,14,15,17,18,20,22,24,26,28,32,35,42,55
LSHTM,6,7,2020,22,7,2020,London,hospital_inc,EpiSoon,1.0,18,3,6,7,9,10,12,13,15,16,18,19,21,23,25,28,31,35,42,56
LSHTM,6,7,2020,23,7,2020,London,hospital_inc,EpiSoon,1.0,17,3,5,7,8,10,11,13,14,16,17,19,21,23,25,28,31,36,42,57.05000000000018
LSHTM,6,7,2020,24,7,2020,London,hospital_inc,EpiSoon,1.0,16,3,5,6,8,9,11,12,13,15,16,18,20,22,25,27,30,35,42,58
LSHTM,6,7,2020,25,7,2020,London,hospital_inc,EpiSoon,1.0,16,2,4,6,7,9,10,12,13,14,16,18,20,22,24,27,30,35,42,56
LSHTM,6,7,2020,26,7,2020,London,hospital_inc,EpiSoon,1.0,16,2,4,5,7,8,10,11,13,14,16,17,19,21,24,27,30,35,43,58
LSHTM,6,7,2020,27,7,2020,London,hospital_inc,EpiSoon,1.0,15,2,3,5,7,8,9,11,12,14,15,17,19,21,23,26,30,34,42,59
LSHTM,6,7,2020,28,7,2020,London,hospital_inc,EpiSoon,1.0,15,2,3,5,6,8,9,10,12,13,15,16,18,20,23,26,29,35,42,59
LSHTM,6,7,2020,6,7,2020,Midlands,hospital_inc,EpiSoon,1.0,35,24,27,28,29,31,32,32.64999999999998,34,35,35,36,37,39,40,41,42,43.14999999999998,46,48.049999999999955
LSHTM,6,7,2020,7,7,2020,Midlands,hospital_inc,EpiSoon,1.0,34,21,23,25,27,28,29,30,31,32,34,35,36,37,38,40,41,43,46,51
LSHTM,6,7,2020,8,7,2020,Midlands,hospital_inc,EpiSoon,1.0,32,20,22,24,25,27,28,29,30,31,32,34,35,36,37,39,41,43,46,51
LSHTM,6,7,2020,9,7,2020,Midlands,hospital_inc,EpiSoon,1.0,31,18,21,23,24,25,27,28,29,30,31,33,34,35,37,38,40,42,45,50
LSHTM,6,7,2020,10,7,2020,Midlands,hospital_inc,EpiSoon,1.0,31,17,20,21,23,24,26,27,28,29,31,32,33,35,36,38,40,42,45,51
LSHTM,6,7,2020,11,7,2020,Midlands,hospital_inc,EpiSoon,1.0,29,15,18,20,22,23,25,26,27,28,29,31,32,33,35,37,39,42,45,51
LSHTM,6,7,2020,12,7,2020,Midlands,hospital_inc,EpiSoon,1.0,29,14,17,19,21,22,24,25,26,27,29,30,31,33,34,36,38,41,44,51
LSHTM,6,7,2020,13,7,2020,Midlands,hospital_inc,EpiSoon,1.0,28,13,16,18,20,21,23,24,25,26,28,29,30,32,33,35,38,41,44,51
LSHTM,6,7,2020,14,7,2020,Midlands,hospital_inc,EpiSoon,1.0,27,12,15,17,19,20,21,23,24,25,27,28,30,31,33,35,37,40,44,51
LSHTM,6,7,2020,15,7,2020,Midlands,hospital_inc,EpiSoon,1.0,26,11,14,16,17.800000000000068,19,20,22,23,24,26,27,29,30,32,34,36,39,44,52
LSHTM,6,7,2020,16,7,2020,Midlands,hospital_inc,EpiSoon,1.0,25,10,13,15,17,18,20,21,22,24,25,26,28,29,31,33,36,39,43,51
LSHTM,6,7,2020,17,7,2020,Midlands,hospital_inc,EpiSoon,1.0,24,10,12,14,16,17,19,20,21,23,24,25,27,28,30,32,35,38,42,51
LSHTM,6,7,2020,18,7,2020,Midlands,hospital_inc,EpiSoon,1.0,23,9,11,13,15,16.75,18,19,21,22,23,25,26,28,30,32,34,37,43,51.05000000000018
LSHTM,6,7,2020,19,7,2020,Midlands,hospital_inc,EpiSoon,1.0,22,8,11,13,14,16,17,18,20,21,22,24,26,27,29,31,34,37,42,52
LSHTM,6,7,2020,20,7,2020,Midlands,hospital_inc,EpiSoon,1.0,22,8,10,12,14,15,16,18,19,20,22,23,25,26,28,31,34,37,42,52
LSHTM,6,7,2020,21,7,2020,Midlands,hospital_inc,EpiSoon,1.0,21,7,9,11,13,14,15,17,18,20,21,22,24,26,28,30,33,37,42,53
LSHTM,6,7,2020,22,7,2020,Midlands,hospital_inc,EpiSoon,1.0,20,6,9,10,12,14,15,16,18,19,20,22,23,25,27,29,32,35,40,51
LSHTM,6,7,2020,23,7,2020,Midlands,hospital_inc,EpiSoon,1.0,20,6,8,10,12,13,14,16,17,18,20,21,23,24,26,29,31,35,40,53
LSHTM,6,7,2020,24,7,2020,Midlands,hospital_inc,EpiSoon,1.0,19,5,8,9,11,12,13,15,16,17.550000000000182,19,20,22,24,26,28,31,35,40.100000000000364,52
LSHTM,6,7,2020,25,7,2020,Midlands,hospital_inc,EpiSoon,1.0,19,5,7,9,10,12,13,14,16,17,19,20,22,23,25,27,30,34,40,53
LSHTM,6,7,2020,26,7,2020,Midlands,hospital_inc,EpiSoon,1.0,18,4,7,8.850000000000023,10,11,13,14,15,16,18,19,21,23,25,27,30,34,40,53
LSHTM,6,7,2020,27,7,2020,Midlands,hospital_inc,EpiSoon,1.0,17,4,6,8,9,11,12,13,14,16,17,19,20,22,24,26,30,33,40,53
LSHTM,6,7,2020,28,7,2020,Midlands,hospital_inc,EpiSoon,1.0,16,4,5.900000000000034,7,8,10,11,12,14,15,16,18,19,21,23,26,29,33,39,54
LSHTM,6,7,2020,6,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,30,20,22,23,24,25,26,27,28,29,30,30.450000000000045,32,33,33,34.25,36,37,39,42
LSHTM,6,7,2020,7,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,28,17,19,21,22,23,25,26,27,28,28,30,31,32,33,34,36,37,40,44
LSHTM,6,7,2020,8,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,28,16,18,20,22,23,24,25,26,27,28,29,30,31,33,34,36,38,40,45
LSHTM,6,7,2020,9,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,28,15,18,19.850000000000023,21,22,23,25,26,27,28,29,30,31,32,34,35,38,41,46
LSHTM,6,7,2020,10,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,27,14,17,19,20,21,22,24,25,26,27,28,29,31,32,34,35,38,41,46.05000000000018
LSHTM,6,7,2020,11,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,26,13,16,18,19,20,21.700000000000045,23,24,25,26,27,29,30,31,33,35,38,41,47
LSHTM,6,7,2020,12,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,26,12,15,17,18,20,21,22,23,24,26,27,28,30,31,33,36,38,42,49
LSHTM,6,7,2020,13,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,25,12,15,17,18,20,21,22,23,24,25,27,28,30,31,33,35,38,42,49.05000000000018
LSHTM,6,7,2020,14,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,25,11,14,16,17,19,20,21,22,24,25,26,28,29,31,33,35,38,42,51
LSHTM,6,7,2020,15,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,24,10,13,15,16,18,19,20,22,23,24,26,27,29,31,32,35,38,42,51
LSHTM,6,7,2020,16,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,24,10,12,14,16,17,19,20,21,23,24,25,27,28,30,32,35,38,43,52
LSHTM,6,7,2020,17,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,23,9,11,14,15,16,18,19,20,22,23,25,26,28,30,32,35,38,44,53
LSHTM,6,7,2020,18,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,23,9,11,13,15,16,17,19,20,22,23,24.450000000000273,26,28,29,32,35,39,44,53
LSHTM,6,7,2020,19,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,22,8,11,13,14,16,17,18,20,21,22,24,25,27,29,32,34,38,44,55
LSHTM,6,7,2020,20,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,22,8,10,12,14,15,16,18,19,21,22,23,25,26.34999999999991,29,31,34,38,45,56
LSHTM,6,7,2020,21,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,21,7,10,11,13,14,16,17,19,20,21,23,24,26,28,31,34,38,45,57
LSHTM,6,7,2020,22,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,21,7,9,11,12,14,15,17,18,20,21,23,24,26,28,31,34,38,45,60
LSHTM,6,7,2020,23,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,21,6,9,11,12,14,15,16,18,19,21,22,24,26,28,30,34,38,45,59
LSHTM,6,7,2020,24,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,20,6,8,10,11,13,15,16,17,19,20,22,24,25,28,31,34,39,46,62
LSHTM,6,7,2020,25,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,20,6,8,10,11,13,14,15,17,18,20,21,23,25,27,30,34,39,47,62.05000000000018
LSHTM,6,7,2020,26,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,19,5,7,9,10,12,13,15,16,18,19,21,23,24,27,30,33,38,46,62
LSHTM,6,7,2020,27,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,19,5,7,9,10,12,13,14,16,17,19,20,22,24,27,30,33,39,49,67
LSHTM,6,7,2020,28,7,2020,North East and Yorkshire,hospital_inc,EpiSoon,1.0,18,4,7,8,10,11,13,14,15,17,18,20,22,24,26,29,33,38,47,63
LSHTM,6,7,2020,6,7,2020,North West,hospital_inc,EpiSoon,1.0,28,18,20,21,23,24,24,25,26,27,28,29,30,31,32,33,34,36,38,41
LSHTM,6,7,2020,7,7,2020,North West,hospital_inc,EpiSoon,1.0,27,15,18,20,21,22,23,24,25,26,27,28,29,31,32,33,35,36,39,42
LSHTM,6,7,2020,8,7,2020,North West,hospital_inc,EpiSoon,1.0,26,14,16,18,19,21,22,23,24,25,26,27,28,29,30,32,33,35,37,41
LSHTM,6,7,2020,9,7,2020,North West,hospital_inc,EpiSoon,1.0,24,12,15,16,18,19,20,21,22,23,24,25,27,28,29,30,32,34,37,40
LSHTM,6,7,2020,10,7,2020,North West,hospital_inc,EpiSoon,1.0,23,11,13,15,16,17,19,20,21,22,23,24,25,26,28,29,31,33,35,39
LSHTM,6,7,2020,11,7,2020,North West,hospital_inc,EpiSoon,1.0,22,9,12,14,15,16,17,18,19,20,22,23,24,25,26,28,29,31,34,39
LSHTM,6,7,2020,12,7,2020,North West,hospital_inc,EpiSoon,1.0,20,8,11,12,14,15,16,17,18,19,20,21,23,24,25,27,28,30,33,37
LSHTM,6,7,2020,13,7,2020,North West,hospital_inc,EpiSoon,1.0,19,7,9,11,12,14,15,16,17,18,19,20,21,23,24,25,27,29,32,36
LSHTM,6,7,2020,14,7,2020,North West,hospital_inc,EpiSoon,1.0,18,6,8,10,11,12,14,15,16,17,18,19,20,21,23,24,26,28,31,36
LSHTM,6,7,2020,15,7,2020,North West,hospital_inc,EpiSoon,1.0,17,5,7,9,10,11,12,14,15,16,17,18,19,20,21,23,25,27,30,35
LSHTM,6,7,2020,16,7,2020,North West,hospital_inc,EpiSoon,1.0,16,5,7,8,9,11,12,13,14,15,16,17,18,19,21,22,24,26,29,33
LSHTM,6,7,2020,17,7,2020,North West,hospital_inc,EpiSoon,1.0,15,4,6,7,8.800000000000068,10,11,12,13,14,15,16,17,18,19,21,23,25,28,33
LSHTM,6,7,2020,18,7,2020,North West,hospital_inc,EpiSoon,1.0,14,4,5,7,8,9,10,11,12,13,14,15,16,17,19,20,22,24,27,32
LSHTM,6,7,2020,19,7,2020,North West,hospital_inc,EpiSoon,1.0,13,3,4,6,7,8,9,10,11,12,13,14,15,16,18,19,21,23,26,31
LSHTM,6,7,2020,20,7,2020,North West,hospital_inc,EpiSoon,1.0,12,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,20,22,26,31
LSHTM,6,7,2020,21,7,2020,North West,hospital_inc,EpiSoon,1.0,11,2,3,5,6,7,8,9,9,10,11,12,13,15,16,17,19,21,24,29
LSHTM,6,7,2020,22,7,2020,North West,hospital_inc,EpiSoon,1.0,11,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,21,24,29
LSHTM,6,7,2020,23,7,2020,North West,hospital_inc,EpiSoon,1.0,10,1,3,4,5,6,6,7,8,9,10,11,12,13,14,16,18,20,23,28
LSHTM,6,7,2020,24,7,2020,North West,hospital_inc,EpiSoon,1.0,9,1,2,3,4,5,6,7,8,8,9,10,11,13,14,15,17,19,22,27
LSHTM,6,7,2020,25,7,2020,North West,hospital_inc,EpiSoon,1.0,9,1,2,3,4,5,5,6,7,8,9,10,11,12,13,14,16,18,21,27
LSHTM,6,7,2020,26,7,2020,North West,hospital_inc,EpiSoon,1.0,8,1,2,3,3,4,5,6,7,7,8,9,10,11,12,14,16,18,21,26
LSHTM,6,7,2020,27,7,2020,North West,hospital_inc,EpiSoon,1.0,8,0,1,2,3,4,4,5,6,7,8,9,10,11,12,13,15,17,20,26
LSHTM,6,7,2020,28,7,2020,North West,hospital_inc,EpiSoon,1.0,7,1,1,2,3,4,4,5,6,6,7,8,9,10,11,13,14,16,19,25
LSHTM,6,7,2020,6,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,10,0,0,0,0,1,2,4,5,7,10,14,20,28,39,56,86,147.14999999999964,279.10000000000036,737.4500000000016
LSHTM,6,7,2020,7,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,11,0,0,0,0,1,2,4,6,8,11,16,22,32,45.29999999999973,69,104.20000000000027,181,409.10000000000036,1159.3500000000013
LSHTM,6,7,2020,8,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,13,0,0,0,0,1,2,4,6,9,13,18,27,39,56,85,135,233.14999999999964,513,1718.300000000001
LSHTM,6,7,2020,9,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,14,0,0,0,0,1,2,4,6,9,14,20,30,43,67,103,172,325,708.3000000000011,2349.250000000001
LSHTM,6,7,2020,10,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,15,0,0,0,0,1,2,4,6,10,15,22,34,50,83,129.75,208.60000000000036,399,955.3000000000002,3481.5499999999865
LSHTM,6,7,2020,11,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,16,0,0,0,0,1,2,3,6,10,16,25,38,61,98,162,287,577.8999999999996,1436.2000000000044,6328.900000000026
LSHTM,6,7,2020,12,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,18,0,0,0,0,1,2,4,8,12,18,28,44,74,118,208.5,368.2000000000003,758.8999999999996,2040.6000000000004,10221.80000000002
LSHTM,6,7,2020,13,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,17,0,0,0,0,0,1,3,6,11,17,29,46,72,122,222,431,919,2596,12651
LSHTM,6,7,2020,14,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,21,0,0,0,0,0,2,4,7,13,21,33.95000000000027,55,90,160,290,587.2000000000003,1292.6499999999996,3697.200000000008,25131.650000000045
LSHTM,6,7,2020,15,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,24,0,0,0,0,0,2,4,8,14,24,41,68,114,207,407,813.800000000002,1777.5999999999967,5203.60000000001,39495.099999999955
LSHTM,6,7,2020,16,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,24,0,0,0,0,0,2,4,7,14,24,43.55000000000018,74,128,229.69999999999982,440,996.2000000000007,2478.8499999999995,7852.800000000007,50649.349999999984
LSHTM,6,7,2020,17,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,27,0,0,0,0,0,1,4,8,15.300000000000182,27,47,85,155.0999999999999,273.59999999999945,540,1191.0000000000027,3101.4999999999873,11523.20000000001,80234.1000000002
LSHTM,6,7,2020,18,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,30,0,0,0,0,0,1,4,8,17,30,54.75,96,170.25,335.5,662.75,1643,4598.25,16273.5,125401.25
LSHTM,6,7,2020,19,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,32,0,0,0,0,0,1,3,8,16,32,60,111,219,432.39999999999964,917,2100.2000000000007,5767.799999999987,23638.80000000019,212027.99999999994
LSHTM,6,7,2020,20,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,36,0,0,0,0,0,1,3,8,18,36,70,135.5999999999999,258,502,1053.5,2555.8,8098.399999999992,31781.600000000493,334525.49999999965
LSHTM,6,7,2020,21,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,38,0,0,0,0,0,1,3,7.400000000000091,18,38,71.30000000000018,144.5999999999999,283,622,1360.5,3688,10021.099999999984,47280.00000000026,617654.2999999996
LSHTM,6,7,2020,22,7,2020,Northern Ireland,hospital_inc,EpiSoon,1.0,49,0,0,0,0,0,1,5,12,24.59999999999991,49,98,201.79999999999973,403.2000000000003,852.3999999999996,1820,4530.4000000000015,15285.000000000004,67606.99999999974,718825.1999999969
