Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,29,6,2020,29,6,2020,East of England,hospital_inc,EpiSoon,1.0,29,17,19,21,23,24,25,26,27,28,29,30,31,32,34,35,36,38,41,44
LSHTM,29,6,2020,30,6,2020,East of England,hospital_inc,EpiSoon,1.0,28,16,19,20,22,23,24,25,26,27,28,29,31,32,33,34,36,38,41,45
LSHTM,29,6,2020,1,7,2020,East of England,hospital_inc,EpiSoon,1.0,28,15,18,20,21,23,24,25,26,27,28,30,31,32,33,35,37,39,41,46
LSHTM,29,6,2020,2,7,2020,East of England,hospital_inc,EpiSoon,1.0,28,14,17,19,20,22,23,24,25,26,28,29,30,31,33,35,36,39,42,47
LSHTM,29,6,2020,3,7,2020,East of England,hospital_inc,EpiSoon,1.0,27,13,16,18,20,21,22,23,25,26,27,28,30,31,33,34,37,39,43,49
LSHTM,29,6,2020,4,7,2020,East of England,hospital_inc,EpiSoon,1.0,27,13,15,17,19,20,22,23,24,25.550000000000182,27,28,29,31,32,34,36,39,43,50
LSHTM,29,6,2020,5,7,2020,East of England,hospital_inc,EpiSoon,1.0,27,12,15,17,18,20,21,22.649999999999864,24,25,27,28,29,31,33,34.25,37,39,43,50
LSHTM,29,6,2020,6,7,2020,East of England,hospital_inc,EpiSoon,1.0,26,11,14,16,18,19,20,22,23,24,26,27,28,30,32,34,36,39,44,52
LSHTM,29,6,2020,7,7,2020,East of England,hospital_inc,EpiSoon,1.0,25,10,13,15,17,18,20,21,23,24,25,27,28,30,32,34,36,39,44,52
LSHTM,29,6,2020,8,7,2020,East of England,hospital_inc,EpiSoon,1.0,25,10,13,15,16,18,19,20,22,23,25,26,28,30,32,34,37,40,44,53
LSHTM,29,6,2020,9,7,2020,East of England,hospital_inc,EpiSoon,1.0,25,9,12,14,16,17,19,20,22,23,25,26,28,29,31,34,36,40,45,54
LSHTM,29,6,2020,10,7,2020,East of England,hospital_inc,EpiSoon,1.0,24,9,12,14,15,17,18,20,21,23,24,26,27,29,31,34,36,40,46,57
LSHTM,29,6,2020,11,7,2020,East of England,hospital_inc,EpiSoon,1.0,24,8,11,13,15,16,18,19,21,22,24,25,27,29,31,34,37,41,47,58
LSHTM,29,6,2020,12,7,2020,East of England,hospital_inc,EpiSoon,1.0,23,8,10,13,14,16,17,19,20,22,23,25,27,29,31,33,36,41,47,58
LSHTM,29,6,2020,13,7,2020,East of England,hospital_inc,EpiSoon,1.0,23,7,10,12,14,15,17,18,20,21,23,25,26,28.34999999999991,31,34,37,41,47,61
LSHTM,29,6,2020,14,7,2020,East of England,hospital_inc,EpiSoon,1.0,23,7,9,12,13,15,17,18,19,21,23,24,26,28,30,33,37,41,47,62
LSHTM,29,6,2020,15,7,2020,East of England,hospital_inc,EpiSoon,1.0,22,6,9,11,13,14,16,17,19,21,22,24,26,28,30,33,37,42,48,65
LSHTM,29,6,2020,16,7,2020,East of England,hospital_inc,EpiSoon,1.0,22,6,9,10,12,14,15,17,18,20,22,24,26,28,31,34,37,43,50,65
LSHTM,29,6,2020,17,7,2020,East of England,hospital_inc,EpiSoon,1.0,21,5,8,10,12,13,15,17,18,20,21,23,25,27.34999999999991,30,33,37,42,49,66.05000000000018
LSHTM,29,6,2020,18,7,2020,East of England,hospital_inc,EpiSoon,1.0,21,5,8,10,11,13,15,16,18,19,21,23,25,27,29.299999999999727,33,37,42,51,70
LSHTM,29,6,2020,19,7,2020,East of England,hospital_inc,EpiSoon,1.0,21,5,7,9,11,13,14,16,17,19,21,23,25,27,30,33,37,42,51,69
LSHTM,29,6,2020,20,7,2020,East of England,hospital_inc,EpiSoon,1.0,20,4,7,9,11,12,14,15,17,19,20,22,25,27,30,33,37,43,53,73.05000000000018
LSHTM,29,6,2020,21,7,2020,East of England,hospital_inc,EpiSoon,1.0,20,4,6,9,10,12,13,15,17,18,20,22,24,27,29,33,37,44,53,74
LSHTM,29,6,2020,29,6,2020,England,hospital_inc,EpiSoon,1.0,246,209,217,223,227,231,234,237,240,243,246,249,253,255,259,263,267,272.14999999999964,279,291
LSHTM,29,6,2020,30,6,2020,England,hospital_inc,EpiSoon,1.0,243,202,211,217,222,226,230,233,237,240,243,246,250,253,257,262,266,272,281,292
LSHTM,29,6,2020,1,7,2020,England,hospital_inc,EpiSoon,1.0,239,197,206,212,216,221,225,229,233,236,239,243,247,250,255,259,264,270,279,293
LSHTM,29,6,2020,2,7,2020,England,hospital_inc,EpiSoon,1.0,236,190,200,207,212,216,220,224,228,232,236,239,243,248,252,257,264,270,279,294
