Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,15,9,2020,15,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4
LSHTM,15,9,2020,16,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4
LSHTM,15,9,2020,17,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,3,All,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,5,5
LSHTM,15,9,2020,18,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
LSHTM,15,9,2020,19,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3
LSHTM,15,9,2020,20,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4
LSHTM,15,9,2020,21,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,1,All,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3
LSHTM,15,9,2020,22,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4
LSHTM,15,9,2020,23,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4
LSHTM,15,9,2020,24,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,5,5
LSHTM,15,9,2020,25,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,1,All,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3
LSHTM,15,9,2020,26,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,1,All,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3
LSHTM,15,9,2020,27,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,2,All,0,0.20000000000000284,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4
LSHTM,15,9,2020,28,9,2020,East of England,hospital_inc,EpiSoon,Deaths,2.0,1,All,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3
