Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,3,11,2020,3,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,14.306276355403618,All,5.472062636876816,7.001040374831312,8.241303720985691,9.149222565502797,9.977317209194116,10.832945194688069,11.62329368363119,12.489101157648363,13.377912099619522,14.306276355403618,15.16353460031257,16.227681257374623,17.386225901578335,18.72828276478552,20.088375562760795,22.11945606434775,24.18628761155672,27.725708515187552,32.765859797117365
LSHTM,3,11,2020,4,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,13.103095006524807,All,4.893492490871599,6.233546711930223,7.237487825131081,8.113248879420421,9.063613625336847,9.824787663082837,10.628427009241772,11.472812256846392,12.250155675894515,13.103095006524807,14.063918422084228,15.125786550171785,16.123353745107657,17.273248965034497,18.78455246375851,20.24031322026019,22.551662236140217,25.177283766734142,30.056999562699755
LSHTM,3,11,2020,5,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,18.497267981577714,All,7.29863113233284,9.198918686243125,10.489545642357523,11.60317155285423,12.763633214405996,13.785711965875448,15.014288458373303,16.06333655296343,17.334693428357085,18.497267981577714,19.8203099851904,21.218924729733963,22.73971933554573,24.304959360252425,26.299091334245844,28.349272801562485,31.021590437773565,35.21493512042754,41.508038319192636
LSHTM,3,11,2020,6,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,15.053751930303758,All,5.764977218278839,7.247982305052315,8.377710211977242,9.355812941328981,10.27449049421867,11.212137300330712,12.221307806695236,13.189951793070659,14.138864027848726,15.053751930303758,16.229945307019626,17.226679174960772,18.53743073679255,19.97943110958054,21.70026910446566,23.75196111842646,26.490473775552125,30.12576096979894,36.1307987250609
LSHTM,3,11,2020,7,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,21.311781850311952,All,8.08970848354421,10.162672591151747,11.88319540318735,13.42834488138033,14.801297275589155,16.07165030765963,17.337703262559312,18.584941896071115,19.88484468689095,21.311781850311952,22.69401815506241,24.38819048192257,26.010695537464862,28.27889264628784,30.466033625528368,33.027925955170076,36.67977214428156,41.31223895277876,50.59395808585962
LSHTM,3,11,2020,8,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,18.82153370012412,All,6.571157438273885,8.514289949477547,10.195570815579902,11.534356507361643,12.722525526330209,13.84973378125099,14.927855699446571,16.239401915580938,17.396616210827258,18.82153370012412,20.140601627382715,21.568131246417607,23.033084747963873,24.900049604727283,26.887147980571477,29.625977959110124,32.74770496420563,36.73815210209032,44.6941971950519
LSHTM,3,11,2020,9,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,19.532239080273797,All,7.004598133084342,8.904545358232042,10.371867262187848,11.866666334270741,13.142794037007638,14.46115403015878,15.75159102273808,16.916823372125908,18.17533279883379,19.532239080273797,21.017114010010943,22.499786256032156,24.16297562041918,25.93188784829426,28.370357481508186,30.877657283540703,34.31758979575684,39.063948422357775,49.317254938891196
LSHTM,3,11,2020,10,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,20.76456910120773,All,7.5259126465129915,9.696427548853137,11.397259636821182,12.793926743005695,14.019304253894113,15.314286556407477,16.71822838404961,18.121865587381983,19.4079100592881,20.76456910120773,22.25054102784515,24.005672882532686,25.899595301965714,27.800332751430144,30.290787831746997,33.39158316262367,36.87966203696013,42.15323307791263,52.17898498677641
LSHTM,3,11,2020,11,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,18.619006559678848,All,6.467593858306674,8.458040380648349,9.76182660648206,10.96967036022959,12.07101351865348,13.334994448021753,14.559788459796891,15.807475579638638,16.99258777829473,18.619006559678848,19.98729842241852,21.68371438943646,23.207776193601447,25.0747670300437,27.188721073294907,29.791794732093784,33.78270705879785,38.59441177103847,47.29820694319794
LSHTM,3,11,2020,12,11,2020,East of England,death_inc_line,EpiSoon,Deaths,2.0,26.302389695692078,All,9.127853819988959,11.740252523008571,13.991312680646306,15.81566625825386,17.594055171348995,19.37979186809573,21.0030937870944,22.90882743600794,24.59437695143021,26.302389695692078,28.363520356051737,30.588630229549125,32.93695146145795,35.584421349145764,38.95999085061557,42.62171864866126,47.66451873866412,55.120684748632186,68.69767118012652
