Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,15,12,2020,15,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,35,All,21,24,26,27,29,30,31,32,34,35,36,38,39,40,42,43,46,48,54
LSHTM,15,12,2020,16,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,36,All,23,25,27,28,30,31,33,34,35,36,37,38,40,41,43,45,47,50,53
LSHTM,15,12,2020,17,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,39,All,24,28,29.849999999999994,31,32,34,35,37,38,39,41,42,44,45,46,48,51,54,59
LSHTM,15,12,2020,18,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,33,All,19,22,24,26,27,28,29,30,31.55000000000001,33,34,35,36,38,39,41,43,46,50
LSHTM,15,12,2020,19,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,42,All,26,29,32,34,35,37,38,39,41,42,44,45,47,48,50,52,55,58,64
LSHTM,15,12,2020,20,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,35.5,All,21,23,26,27,29,30,32,33,34,35.5,37,38,39,41,43,44.200000000000045,47,49.10000000000002,55
LSHTM,15,12,2020,21,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,42,All,26,29,31,33,35,36,38,39,41,42,43,45,46,48,50,52,55,59,64
LSHTM,15,12,2020,22,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,47,All,29,32.900000000000006,35,37,39,41,42.64999999999998,44,45,47,48,50,52,53,56,58,61,65,70
LSHTM,15,12,2020,23,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,48,All,29,33,36,38,40.75,42,44,45,47,48,50,52,53,55,57,60,63,67,75
LSHTM,15,12,2020,24,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,53,All,33,37,40,43,45,46,48,50,52,53,55,57,59,61,64,68,71,76,85.04999999999995
LSHTM,15,12,2020,25,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,44,All,26,30,32,34,36,38,39,41,42,44,46,47,49.35000000000002,51,55,57,60,64,72
LSHTM,15,12,2020,26,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,58,All,34,39,42,45,47,49,51,53,56,58,60,63,65,68,71,74,77,82,93
LSHTM,15,12,2020,27,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,49,All,28,32,35,37,39.75,41,44,45,47,49,51,54,56,58,61,64,67,74,81
LSHTM,15,12,2020,28,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,57,All,34,38,42,44,46,48,50,52,54,57,60,63,65,68,71,74,79,85,93
LSHTM,15,12,2020,29,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,64.5,All,37,42.900000000000006,46,49,52,54,57,60,63,64.5,67,70,73,76,80,84,90,97,109.04999999999995
LSHTM,15,12,2020,30,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,67,All,38,45,48.849999999999994,52,55,57,59,62,64,67,69,72,75,78.29999999999995,82.25,87,94,101,112
LSHTM,15,12,2020,31,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,73,All,41.95,46,50.849999999999994,54,58,62,65,68,70,73,75,79,82,86,90,94.20000000000005,101,108,121.04999999999995
LSHTM,15,12,2020,1,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,62,All,33,39,43,46,49,52,54,57,59,62,64,66,69,73,78,82,87.14999999999998,95,107
