Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,21,12,2020,21,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,49,All,32,36,39,41,42,43.69999999999999,45,46,48,49,51,52,54,56,58,60,63,67,72
LSHTM,21,12,2020,22,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,53,All,34,37,40,43,44.75,47,49,50,52,53,55,56.39999999999998,58,60,63,65.20000000000005,68,71,76
LSHTM,21,12,2020,23,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,49,All,32,35,38,40,42,44,45,47,48,49,51,52,54,56,57,60,63.14999999999998,68,75
LSHTM,21,12,2020,24,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,55,All,33.95,38,41,44,46,48,50,52,53,55,57,58,60,62,65,68,71,76,84
LSHTM,21,12,2020,25,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,60,All,40,44,47,49,50.75,52,54,56,59,60,62,64,66,68,70,72.20000000000005,76.14999999999998,81,87
LSHTM,21,12,2020,26,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,62.5,All,41,44,48,51,53,55,57,59,60.55000000000001,62.5,64,66,68,70,72,76,79,84,90
LSHTM,21,12,2020,27,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,60,All,39,43,46.849999999999994,49,51,53,55,57,58,60,62,64,66,69,72,75,78,83,91.04999999999995
LSHTM,21,12,2020,28,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,71,All,46,50,53.849999999999994,57,60,62,65,67,68,71,73,76,79,81,84,88,93,98,108
LSHTM,21,12,2020,29,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,77,All,50,56,60,63,65,68,70,72,74,77,80,83,84,87,90,93,100,108,119.04999999999995
LSHTM,21,12,2020,30,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,73,All,47,51,55,58,61,63,66,68,71,73,76,77,80,84,88,91,96,103,115
LSHTM,21,12,2020,31,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,81,All,50,55,59,63,66,70,73,76,79,81,84,87,90,93,98,103,107,115,127
LSHTM,21,12,2020,1,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,89,All,55,61,65.85,69,73,77,80,83,86,89,92,95,99,102.29999999999995,106,110,117,124,139
LSHTM,21,12,2020,2,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,92,All,57.95,65,69,73,76,80,82,86,89,92,95,98,101,105,111,116,122,132.10000000000002,148
LSHTM,21,12,2020,3,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,89,All,54.95,60,65,68,72,76,79,83,86,89,91,94,97,100,105,111,119.14999999999998,130,144.04999999999995
LSHTM,21,12,2020,4,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,104,All,63,72,76.85,81,85,89,93,97,101,104,108,112,117,122,127,135,143,155,172
LSHTM,21,12,2020,5,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,112.5,All,67.95,77,83,88,91,95,99,104,108,112.5,117,122,126,131,138,145,152.14999999999998,166,185.04999999999995
LSHTM,21,12,2020,6,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,105,All,63,70.9,76,81,85.75,89,93,97,100,105,111,116,120,127,132.25,140,149.14999999999998,163,183.04999999999995
LSHTM,21,12,2020,7,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,117,All,68,76.9,82.85,89,93,98,104,108,112,117,121.45000000000005,126,131,136,145,154,165,181.10000000000002,211.04999999999995
LSHTM,21,12,2020,8,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,130,All,74.95,86,94,100,105.75,110,115,120,125,130,133,139,144,150,158.25,169.20000000000005,181,197,225
LSHTM,21,12,2020,9,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,130,All,75,85,93,100.80000000000001,106,111,116,120,126,130,136,144,151,157,166,176,187,203.10000000000002,224.04999999999995
LSHTM,21,12,2020,10,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,126,All,71,82,90,98,102,106,111,116.60000000000002,120.55000000000001,126,130,136,144,150,158,169,182,200.20000000000005,224.04999999999995
LSHTM,21,12,2020,11,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,152,All,84,95,104,114,119,125,131.64999999999998,139,144,152,158,165,173,181,190,202,213,233.10000000000002,270
LSHTM,21,12,2020,12,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,161,All,87.9,100,108.85,118.80000000000001,126,133,140,147,155,161,169,176,185,195,204.25,222,236.14999999999998,251.10000000000002,285.04999999999995
LSHTM,21,12,2020,13,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,150,All,84,94.9,104,111,117,124,131,137,143,150,157,164.39999999999998,172,182,192,205,219,235.20000000000005,277
