Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,26,1,2021,26,1,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,145,All,118,123,127,131,134,136,139,140.60000000000002,143,145,148,150,152.35000000000002,155,159,163,168,173,183
LSHTM,26,1,2021,27,1,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,130.5,All,104,109,113,116,118,121,123,125,128,130.5,133,136,138,141,144,148,152,156,164
LSHTM,26,1,2021,28,1,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,128,All,99,107,110,112,116,118,120,123,125,128,130,133,136,138,141,144,149,155,162
LSHTM,26,1,2021,29,1,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,109,All,83,89,93,96.80000000000001,99,101,103,106,107,109,111,114,116,118,121,123.20000000000005,127,132.10000000000002,141
LSHTM,26,1,2021,30,1,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,121,All,92,98,103,106,109,112,114,116,118,121,123,126,128,131,134,137,141,146,154.04999999999995
LSHTM,26,1,2021,31,1,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,115,All,87,93,97,101,103,106,108,111,113,115,118,121,124,126,129,132.20000000000005,136,142,150
LSHTM,26,1,2021,1,2,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,114,All,87,92,95,98,101,104,106,109,111,114,116,118,121,124,127,130,134,140.10000000000002,149
LSHTM,26,1,2021,2,2,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,111,All,85,90,94,97,100,102,104,106,109,111,113,115,118,121,123,126,131,136.10000000000002,146.04999999999995
LSHTM,26,1,2021,3,2,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,98,All,73,78.9,83,85.80000000000001,88,90.69999999999999,92.64999999999998,94,96,98,101,103,105,107,110,112,117,121.10000000000002,133
LSHTM,26,1,2021,4,2,2021,London,type28_death_inc_line,EpiNow,MTP,Cases,2.0,96,All,69,76,80,83,85,87,89,92,94,96,99,101,103,106,108,111,116,121,129.04999999999995
