Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,29,12,2020,29,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,70,All,44.95,51,55,58,60,63,65,67,68,70,72,74,76,79,82,85,90,95.10000000000002,103.04999999999995
LSHTM,29,12,2020,30,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,73,All,47,53,57,60,62.75,65,67,69,71,73,76,78,80,83,86,89,93,101,111
LSHTM,29,12,2020,31,12,2020,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,80,All,50,57,62,65,68,71,73,75,78,80,83,87,90,93,97,101,106,113,123
LSHTM,29,12,2020,1,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,84,All,53.95,61,64,68.80000000000001,72,74,76,79,81,84,86,89,92,94,98,102,105,111,125.04999999999995
LSHTM,29,12,2020,2,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,80,All,51,56,61,64.80000000000001,67,70,72.64999999999998,75,77.55000000000001,80,81,84,87,89,93,97,100,106.10000000000002,118
LSHTM,29,12,2020,3,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,86,All,53,60,65.85,69,73,75,78,81,83,86,88,91,94,96,100,103.20000000000005,108,115,123
LSHTM,29,12,2020,4,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,92,All,58.95,66,70.85,74,79,81,84,87,89,92,95,98,101.35000000000002,106,109,113,119,125.10000000000002,137
LSHTM,29,12,2020,5,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,85,All,53.95,59,64,68,71,74,77,80,83,85,88,91,94,98,101,105,111,118,131.04999999999995
LSHTM,29,12,2020,6,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,88,All,55,62,67,70,74,77,80,82,86,88,92,94.39999999999998,97,101,105,110,115,124,135
LSHTM,29,12,2020,7,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,97,All,57.95,66.9,71,76,79,84,87,90,94,97,100,104,108,112,117,122,128,136.10000000000002,150.04999999999995
LSHTM,29,12,2020,8,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,101,All,61,69,75,79.80000000000001,83,87,91,94,97,101,104,107,111,115,118,123,128,137,149
LSHTM,29,12,2020,9,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,93.5,All,56,65,70,75,78,82,84.64999999999998,87,91,93.5,98,101,105,108,112,116,123,132,148
LSHTM,29,12,2020,10,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,102,All,60,68.9,75,80,83.75,88,92,95,99,102,104,108,112,116,121,127,131,141,154.04999999999995
