Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,12,1,2021,12,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,141,All,91,100.9,109,114,119,123,127,133,137,141,145,149,154,158,165,171,178,187,201
LSHTM,12,1,2021,13,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,152,All,103,113,120,127,130,134,139,143.60000000000002,148,152,156,161,167,173,181,186,197,207,226
LSHTM,12,1,2021,14,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,152,All,98.95,108,115,121,127,133,138,142,147,152,156,161,165,170,176,183,194,205,223.04999999999995
LSHTM,12,1,2021,15,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,144,All,95,106.9,113,118,124,128,132,136,139.55,144,147,151,155,160,166,172,181,193,214.04999999999995
LSHTM,12,1,2021,16,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,163,All,107,116.9,124,131,136.75,141,146,152,157,163,167,172,178,184,191.25,198,210,222.10000000000002,240
LSHTM,12,1,2021,17,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,163,All,106.95,119,128,134,141,146,150,154,158,163,168,175,181,188,194,199.20000000000005,208,219,239.04999999999995
LSHTM,12,1,2021,18,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,197,All,131.95,145,152.85,159,166,173,180,186,191.55,197,203,208,215,222,230.25,239,250,262.1,286
LSHTM,12,1,2021,19,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,176,All,111.95,127,134,142.8,149,155,160,164,170.55,176,180,185.39999999999998,191,199,205,212,223,237,258
LSHTM,12,1,2021,20,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,190,All,126,138,149,157.8,163,168.7,173,179,185,190,195,203,208,215,223.25,231,242,256.1,277
LSHTM,12,1,2021,21,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,187,All,118,133,142,150,157.75,165,171,176,182,187,194,200,206,213,219,227.20000000000005,239,259,285.04999999999995
LSHTM,12,1,2021,22,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,175,All,111,125,133,142,149,155,159,165,170,175,180,185,191,199,206,217,226,243,265.04999999999995
LSHTM,12,1,2021,23,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,201.5,All,127,142.9,153,163,170,176,182,188.60000000000002,195,201.5,207.45000000000005,214,220,228,236,245,259.15,276,300.04999999999995
LSHTM,12,1,2021,24,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,199,All,128,140,148,157,164,174,180,186,192,199,206,212,219.35000000000002,228,237,248,259.15,274.1,299.04999999999995
LSHTM,12,1,2021,25,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,236,All,152,167,181,188,196,206,213,222,230,236,245,252,262,272,282,293,306.15,329,358
LSHTM,12,1,2021,26,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,213,All,129,146,157.85,166.8,175,183,191,198,206,213,220,228,237,245,253,264.20000000000005,278.15,292,323
LSHTM,12,1,2021,27,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,226,All,144.95,156,169.85,181,189,196,202.64999999999998,212,218.55,226,233.45000000000005,240,247.35000000000002,258.29999999999995,270,282,296.15,317,345
LSHTM,12,1,2021,28,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,222,All,132,146.9,159,171,183,192,199,206,214,222,228.45000000000005,237,245,254.29999999999995,266,278,293,311,337.0999999999999
LSHTM,12,1,2021,29,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,203,All,122,138.9,152,160.8,167,175,183,189,196,203,209,218,225,234,246,256,268.29999999999995,286,315.04999999999995
LSHTM,12,1,2021,30,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,231.5,All,141,156,168,180,191,201,208,216,222,231.5,240,248,258,269.29999999999995,278.25,290,303.15,320.1,359
LSHTM,12,1,2021,31,1,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,229,All,140,154,165,176,188,197,206,213,220,229,237,245,254.35000000000002,266.29999999999995,278,290.20000000000005,306,324,357.04999999999995
LSHTM,12,1,2021,1,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,268,All,157.95,177,193.85,205,215,225.7,237.64999999999998,249,258,268,278,289,298.35,307,320,335,352,382.1,425.04999999999995
LSHTM,12,1,2021,2,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,237,All,134.95000000000002,154,168,181,191,201,207,216,226,237,249,259.4,269,282,292.25,303,319,342.1,379
LSHTM,12,1,2021,3,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,251.5,All,149,168,181,191,202,210,221,231,241,251.5,261,271,283.35,295.29999999999995,308,325,342.15,369.1,414
LSHTM,12,1,2021,4,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,239,All,135,153,170,180,189,198.7,212,221,232,239,249.45000000000005,260,269,280,292,305.20000000000005,322.15,354,401
LSHTM,12,1,2021,5,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,223,All,124,143,156,168,177.75,189,198,205,213,223,232,241,251,263.29999999999995,273,289,309.15,332.1,367
LSHTM,12,1,2021,6,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,250,All,141.95,158,173,186,199,209,220,230,240,250,259,268,278,290.29999999999995,306,320,337,364.1,413.04999999999995
LSHTM,12,1,2021,7,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,238,All,134,152,166,178,189.75,199,211,221,229,238,251,261,271,279,293,311,331,356.1,399
LSHTM,12,1,2021,8,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,276,All,150.95000000000002,171,191.85,205,220,231.7,243,254,266.55,276,287,298,310,324.29999999999995,342.25,360,387.15,416.30000000000007,473.0999999999999
LSHTM,12,1,2021,9,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,238,All,129.95,149.9,164,176,187,197,209,218,227.55,238,249,262,271,287.5999999999999,302,319,336.15,366,409
LSHTM,12,1,2021,10,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,254,All,129.95,157,172,184.8,196,209,221.64999999999998,232,243.55,254,264.45000000000005,280,292.70000000000005,305,324,340,361,389.20000000000005,430.0999999999999
LSHTM,12,1,2021,11,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,243,All,124.95,144,157,172,184,195,209,221,233,243,252,264,276.35,290,301.25,317,337,373.1,427.04999999999995
LSHTM,12,1,2021,12,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,222,All,111.95,129.9,144,159.8,171,182,193,201,210,222,233,242,253,264,279,292.20000000000005,312.15,335.1,379.04999999999995
LSHTM,12,1,2021,13,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,244,All,112.95,137,153.85,166.60000000000002,183.75,196,208,221,232.55,244,255,266,279.35,296,310,328,350,379.1,432.14999999999986
LSHTM,12,1,2021,14,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,236,All,112,136,151.85,165,177,191,199.64999999999998,210,223,236,247.45000000000005,260,277.35,292.29999999999995,307,321.20000000000005,344,373.1,433
LSHTM,12,1,2021,15,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,267,All,134.95000000000002,160,174,190,200,216.7,228,241,255,267,280.45000000000005,295,311.35,326.29999999999995,346,363.20000000000005,393,428.1,483.04999999999995
LSHTM,12,1,2021,16,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,229.5,All,104,128.9,141.85,156,170,182.7,196,208,218,229.5,238,253,267,279,299,318.20000000000005,337,364.5000000000001,415.04999999999995
