Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,22,2,2021,22,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,46,All,21,24,28,31,33,36,38,41,43,46,49,51,54,56,60,64,69.14999999999998,75,85.04999999999995
LSHTM,22,2,2021,23,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,40,All,18,22,25,27,29,31,34,36,38,40,42,45,47,50,54,57.200000000000045,63,69,80
LSHTM,22,2,2021,24,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,39,All,16.950000000000003,21,23,26,29,31,33,35,37,39,41,43,46,49,53,56,60,66,77
LSHTM,22,2,2021,25,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,36,All,16,19,22,24,26,28,31,33,34,36,38,41,43,46,48,52,55,61,72
LSHTM,22,2,2021,26,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,39,All,17,20,23,26,28,30,32,34,36,39,41,43,45,48,51,55,60,67,76.04999999999995
LSHTM,22,2,2021,27,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,33,All,13,16,19,22,24,26,28,30,31,33,35,37,39,42,44,47,51,57,65
LSHTM,22,2,2021,28,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,35,All,15,18,21,23,26,28,29,31,33,35,37,39,41,44,47,50,55,60,67
LSHTM,22,2,2021,1,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,34,All,14,17,20,22,25,27,29,31,33,34,36,38,40,43,45,48.200000000000045,52,57,67
LSHTM,22,2,2021,2,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,30,All,12,15,18,20,21,23,25,26,28,30,32,33,35,37,39,43,47,52,59.049999999999955
LSHTM,22,2,2021,3,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,29,All,12,15,17,19,21,23,24,25.600000000000023,27,29,31,33,34,37,39,42,46,52,59
LSHTM,22,2,2021,4,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,27,All,11,14,16,17,19,20.69999999999999,22,24,25,27,28,30.399999999999977,32,34,36,39,42,45.10000000000002,56
LSHTM,22,2,2021,5,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,28,All,11,14,16,18,20,21,23,25,27,28,30,32,33,36,38,41,44,48,55
LSHTM,22,2,2021,6,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,24,All,10,12,14,16,17,19,20,21,23,24,26,27,29,31,34,36,39,43,53.049999999999955
LSHTM,22,2,2021,7,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,25,All,8,12,14,16,18,19,21,23,24,25,27,29,31,33,35,37,40,45,52
LSHTM,22,2,2021,8,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,25,All,9,12,14,16,18,19,21,22,24,25,27,28,30,32,35,38,41,46,54
LSHTM,22,2,2021,9,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,22,All,9,10,12,14,15.75,17,18,19,21,22,24,26,27,29,30,33,36,39,48
LSHTM,22,2,2021,10,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,21,All,8,10,12,14,15,16,17,19,20,21,22.450000000000045,24,26,28,30,32,35,39,47
LSHTM,22,2,2021,11,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,19,All,7,9,11,12,13,14,15,17,18,19,21,22,23,25,26,29,32,36.10000000000002,44
LSHTM,22,2,2021,12,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,20,All,7,9,11,12,14,15,16,17,19,20,22,23,25,27,29,32,35,40,49
LSHTM,22,2,2021,13,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,18,All,6,8,9,11,12,13,14,16,17,18,19,21,22,24,26,28,31,36,43
LSHTM,22,2,2021,14,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,18.5,All,6,8,10,11,12,13,14,16,17,18.5,20,21,23,25,27,29,32.14999999999998,38,45
LSHTM,22,2,2021,15,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,18,All,6,8,10,11,12,13,15,16,17,18,19,21,23,25,27.25,30,34,39,48.049999999999955
LSHTM,22,2,2021,16,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,16,All,5,7,8,9,10,12,13,14,15,16,17,18,20,22,24,26,29,33,41
LSHTM,22,2,2021,17,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,15,All,4,6,7,9,10,11,12,13,14,15,17,18,19,21,23,25,29,34,42
LSHTM,22,2,2021,18,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,4,6,7,8,9,10,11,12,13,14,15,17,18,19,21,24,28,33,40
LSHTM,22,2,2021,19,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,4,6,7,8,9,10,11,12,13,14,15.450000000000045,17,19,20,22,25,28,32.10000000000002,41
LSHTM,22,2,2021,20,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,3.950000000000003,5,6,7,8,9,10,11,12,13,14,15,16,18,20,22,25,29.100000000000023,38
LSHTM,22,2,2021,21,3,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,4,5,6,7,8,9,10,11,12,13,14,16,17,19,21,24,27,31,38
