Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,1,2,2021,1,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,130,All,58,74,83.85,93,100,107,113,119,124,130,136,145,151,160,171,181,195,210.10000000000002,238
LSHTM,1,2,2021,2,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,124,All,58,71,78,85,93,100,106,111,118,124,130,136,144,152,161,170.20000000000005,183,202.20000000000005,244
LSHTM,1,2,2021,3,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,112,All,54,64,71,78,83,88,94,101,106,112,118,124,131,137,146,159,171,186,221.04999999999995
LSHTM,1,2,2021,4,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,103,All,44,56,64,71,76,82,87,92,98,103,109,115,121,127,134,146,156,174,201.0999999999999
LSHTM,1,2,2021,5,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,114,All,48.95,63,71,79,86,91,97,102,108,114,120,127,132,141,149.25,159,176.14999999999998,195,222.0999999999999
LSHTM,1,2,2021,6,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,113,All,49.95,61,67.85,76,82,86.69999999999999,93,99,105,113,119,126,133,140,152,164,178,196,227.0999999999999
LSHTM,1,2,2021,7,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,114,All,53,64,73,80,86,91,97,103,108,114,120,126,132,140.29999999999995,147,158,171.14999999999998,190.10000000000002,221.04999999999995
LSHTM,1,2,2021,8,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,108,All,44.95,58.900000000000006,67,74.80000000000001,79,85,91,97,102,108,113,119,126,136,142,154,168.14999999999998,186,212
LSHTM,1,2,2021,9,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,101,All,42,54.900000000000006,61,69,74,80,85,91,97,101,105,112,118,124,132,143,157,172.10000000000002,198.04999999999995
LSHTM,1,2,2021,10,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,88,All,39.95,49,55,60,65,69,75,78,84,88,93,98,102,109,115,125,138.14999999999998,152,172.04999999999995
LSHTM,1,2,2021,11,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,87,All,36,46.900000000000006,54,60,63,69,73,76.60000000000002,81,87,90,96,102,107,114,122,134,148,170.04999999999995
LSHTM,1,2,2021,12,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,92,All,38,47,55,62,68,73,78.64999999999998,83,87,92,97,103,109,116,123,132,144,158,195.04999999999995
LSHTM,1,2,2021,13,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,91,All,36,48,57,63,67,72,77,81,86,91,98,105,112,117,126,138,146,164,193
LSHTM,1,2,2021,14,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,87,All,33,42,52,57,61,67,73,78,83,87,93,98,104,109.29999999999995,118,126,139,152,176
LSHTM,1,2,2021,15,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,84,All,36,44,51.849999999999994,58,62,67,70,75,80,84,89,93,98,106,117,127.20000000000005,134,151,173
LSHTM,1,2,2021,16,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,80,All,35.95,43,48,53,58,62.69999999999999,67,72,75,80,84,88,93,99,104,111,123,139,164.04999999999995
LSHTM,1,2,2021,17,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,72,All,30,36,42,47,51.75,56,60,64,69,72,77,81,85,90,97,104.20000000000005,114,127,142.04999999999995
LSHTM,1,2,2021,18,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,65,All,27,34.900000000000006,38,43,47,51,54,57,61.55000000000001,65,69,74,78,83.29999999999995,90,97,104,116.10000000000002,130.04999999999995
LSHTM,1,2,2021,19,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,71,All,29,35,41.849999999999994,47,51,55,59,63,67,71,74,78,83,89.29999999999995,97,104,114,129,149.04999999999995
LSHTM,1,2,2021,20,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,69,All,27,34,39,43,48,53,57,61,65,69,74.45000000000005,79,84,89,96,103,111.14999999999998,127,144
LSHTM,1,2,2021,21,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,68,All,28,35,40.849999999999994,46,49,52,57,61,65,68,73,78,82,87.29999999999995,95,102,112,125,146
LSHTM,1,2,2021,22,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,63,All,26.950000000000003,33,38,43,46,50,53,56,59,63,66,70,74,79,85.25,96,105,118,140
LSHTM,1,2,2021,23,2,2021,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,58,All,25,31,35.849999999999994,39,42,46,49,52,55,58,61,65,70,76.29999999999995,83,90,99,110,129.04999999999995
