region,variable,mean,se_mean,sd,lower_95,lower_90,lower_80,lower_70,lower_60,lower_50,lower_40,lower_30,lower_20,lower_10,median,upper_10,upper_20,upper_30,upper_40,upper_50,upper_60,upper_70,upper_80,upper_90,upper_95
East of England,delay_mean[1],2.4843568298792,0.0024148368705884,0.110399149571474,2.26619565992495,2.30843060237071,2.3468850322868,2.37290836741067,2.39333508007462,2.41047683244422,2.42653635651522,2.44475837955983,2.45822713401438,2.47213268037007,2.485320539622,2.49813100184864,2.51150853001046,2.5252069792032,2.54081881135354,2.55726738947473,2.57657547057087,2.60115763083636,2.62792941552666,2.66200397966546,2.69190911765856
East of England,delay_sd[1],0.501178956838916,0.00126557875632054,0.0531306538658816,0.396996162293149,0.410708946704878,0.432563104341697,0.446486923674121,0.456920957009933,0.465675565590349,0.473302129797204,0.480185628397742,0.487534393618117,0.494301098531821,0.501763523472062,0.508767105624997,0.515197545956499,0.521834829307786,0.528685787158891,0.535629421993184,0.544697136630871,0.555407990931351,0.569471838340476,0.588546159204088,0.606774227175276
East of England,frac_obs[1],0.0193677026213477,0.000272230970469498,0.0119967552236662,0.00126956202472438,0.00225448834371946,0.00418664824646706,0.00632542625623569,0.00828572795570581,0.0099915915960049,0.0117736113511761,0.013409847049748,0.0148892791496489,0.0162784301939061,0.0179036897555704,0.0196746163599515,0.0215134350086925,0.0231988124883712,0.0251801731813826,0.0272362103932371,0.0294715541556256,0.0324886868320955,0.0361347899942674,0.0408022876268072,0.0449164323452403
England,delay_mean[1],2.49497838956106,0.00226585180624763,0.108131602972385,2.28681133784102,2.32135661059462,2.35870540091362,2.38363277539612,2.4057532820859,2.42340781361083,2.43848821896787,2.45247088665677,2.46589848624758,2.47968029786327,2.49322814307925,2.5075697121912,2.52023519400273,2.53453021034898,2.548011382853,2.56604534222204,2.58435127645345,2.60600322111479,2.63434934799274,2.67334410483114,2.71482096547072
England,delay_sd[1],0.502920994971728,0.00109088053657308,0.0530593148841585,0.399209768865573,0.416127273584599,0.434766429005692,0.446757485633958,0.457614998719206,0.466272055734582,0.475021459436312,0.482220000423674,0.489335954448427,0.496834143912571,0.503504138663636,0.510308064880452,0.517824016244696,0.525251251585017,0.532094819689708,0.539431045239576,0.548196986066289,0.558142956107734,0.570338432581343,0.588918206801436,0.603228494174636
England,frac_obs[1],0.0111075012460385,0.000141950195906111,0.00554739016268961,0.00123106139639215,0.00236542799065265,0.00388173882810699,0.00504024771910132,0.00615464965980719,0.00713035691984426,0.00800144772859905,0.00867455472109785,0.00940857361753227,0.0101149881224164,0.0108185038096504,0.0116090273909331,0.012369887905713,0.0131298585336933,0.0139053076349765,0.014782747198302,0.0157526516975033,0.0168698018256091,0.0182778206796302,0.0208113128688645,0.0229647448208442
London,delay_mean[1],2.4947292880131,0.00236615686799451,0.107272570044823,2.28405266462928,2.32228195716147,2.35927177296582,2.38566452419091,2.40446717003997,2.4223268096426,2.43857774773872,2.45342322150598,2.46719068774375,2.48101514766628,2.49302630480428,2.50824196823374,2.52164711773575,2.5355447482995,2.54998232221137,2.56618610010154,2.58443629291475,2.60461090138104,2.63179718572644,2.67245412805692,2.70749706013711
London,delay_sd[1],0.500740746006997,0.0011112601421603,0.0541589611082502,0.399240801719794,0.413556984157621,0.431341962475838,0.444591932704375,0.455126009948806,0.463939902511356,0.472169090489847,0.479209031591054,0.485911852537942,0.492647249134843,0.499666761424016,0.50601696010627,0.51346425365477,0.521087959355486,0.528132530201779,0.536105088506482,0.546874269530105,0.557409625284728,0.569632868105794,0.590737756632088,0.610321168369845
London,frac_obs[1],0.0414010627397414,0.000550030275536208,0.0245603185965978,0.00371334824321534,0.00652989787561499,0.0108404698617256,0.0149710473809646,0.019003398906719,0.0224711420826294,0.0257478504245339,0.0290567131282186,0.0321854295690039,0.0351207146331874,0.0380873960547069,0.0417436521299566,0.0454842489384295,0.0494233047156734,0.053141955446502,0.057431236413067,0.0624077969038387,0.0686866055487492,0.0759753850984276,0.0851842795853876,0.0947160567562262
Midlands,delay_mean[1],2.49145091091885,0.00250402681104432,0.111132768578832,2.26998366730123,2.30947535257445,2.34796989999453,2.37663876851412,2.39851394157192,2.41605743033091,2.43389062638136,2.44910970556827,2.46393427660335,2.47842655478048,2.49249966394262,2.50639545822825,2.51936807258827,2.53546086363791,2.54969050655641,2.56680767916971,2.58651057925016,2.60706709629733,2.63241424705673,2.67553629745859,2.71058983499707
Midlands,delay_sd[1],0.501117434852425,0.00115958719078978,0.0545121935520316,0.39575908750686,0.414229580200898,0.432667357170354,0.44527543676099,0.454472464096886,0.463413873634683,0.471440429524902,0.47929448627228,0.486252256388652,0.493468070531342,0.4996740455372,0.50695349162408,0.513659107924171,0.521626161115036,0.529268337459166,0.537051545817275,0.54710467669394,0.557615678719829,0.572459214258024,0.592813361396747,0.610048995978482
Midlands,frac_obs[1],0.0107944814345653,0.000173535788117879,0.00769299297546012,0.000524249094884868,0.00100121625149958,0.00196035783514581,0.00288452379394419,0.0038873733542412,0.00482502125215718,0.00569863417532715,0.00660620840465771,0.00752549926169725,0.00850927857481679,0.00947890168261055,0.0105773561882319,0.0115282061316101,0.0126762804353347,0.0139334828993899,0.0152388840351224,0.0168270408644947,0.0187826632749129,0.0211868740887504,0.0253599883092826,0.0291278343038638
