Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,19,7,2022,19,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,40,All,28,30,32,33,35,36,37,38,39,40,42,43,44,46,48,50,53,56.1,61.05
LSHTM,19,7,2022,20,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,42,All,29,31,33,35,36,37,39,40,41,42,44,45,47,49,50,53,55,59,64
LSHTM,19,7,2022,21,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,43,All,29,31,33,35,36,38,39,41,42,43,45,46,48,50,52,54,57,61,68
LSHTM,19,7,2022,22,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,43,All,29,31,33,34,36,37,39,40,42,43,45,46,48,50,52,54,58,63,70
LSHTM,19,7,2022,23,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,43,All,28,31,33,34,36,38,39,41,42,43,45,47,49,50,52,55,59,64,74.05
LSHTM,19,7,2022,24,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,45,All,29,32,34,35,37,39,40,42,43,45,47,48,50,52,55,58,61.15,66,76
LSHTM,19,7,2022,25,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,45.5,All,30,32,34,36,37,39,41,42,44,45.5,47,49,51,54,57,60,63.15,70,79
LSHTM,19,7,2022,26,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,47.5,All,30.95,33,35,37,39,40,42,44,45,47.5,50,52,54,56,58,62,67,73.1,84.05
LSHTM,19,7,2022,27,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,49,All,31,34,36,38,39,41,43,45,47,49,51,53,55,58,62,65,70,78.1,91
LSHTM,19,7,2022,28,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,50,All,30,34,36,38,40,42,44,46,48,50,52,55,57,60.3,64,68,74,82,93
LSHTM,19,7,2022,29,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,49,All,30,33,35,38,40,41,43,45,47,49,52,55,57,60,64,69,73.15,81.1,96
LSHTM,19,7,2022,30,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,50,All,30,33,36,38,40,42,44,45,48,50,52,55,57,61,64,68,75,83,96.05
LSHTM,19,7,2022,31,7,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,50,All,30,33,36,38,40,42,44,45,47,50,53,56,59,62,65.25,70,76,86,100
LSHTM,19,7,2022,1,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,51,All,31,34,36,38,40,42,44,46,48,51,53,57,61,64,68,71,79,89,108
LSHTM,19,7,2022,2,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,54,All,32,35,38,40,42,45,47,50,52,54,57,60,63,66,70,76,82,92,109
LSHTM,19,7,2022,3,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,56,All,32,35,38,41,43,46,48,50,53,56,59,62,65,69,73,78,87,97,115
LSHTM,19,7,2022,4,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,56,All,32,36,38,41,43,46,48,51,53,56,59,62,66,71,75,81,89,102,120.05
LSHTM,19,7,2022,5,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,55,All,31,35,38,41,42.75,45,48,50,53,55,59,64,67,71,75,83,89,99,121.05
LSHTM,19,7,2022,6,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,57,All,32,36,38,41,43,45,48,50.6,53,57,60,63,67,71,77,83,91,103,121.05
LSHTM,19,7,2022,7,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,57,All,32,35.9,39,41,43,45,47,50,53,57,61,64,67,72.3,77.25,84.2000000000001,92.15,105,126.05
LSHTM,19,7,2022,8,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,57,All,31,35,38,41,43,46,49,51,54,57,61,66,70,75,80,85,94.15,106.1,133
LSHTM,19,7,2022,9,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,60,All,33,37,40,42,45,47,49,52,56,60,64,67,71,76,81,86,98,111,134
LSHTM,19,7,2022,10,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,61,All,33,37,39,43,46,49,51,54,58,61,65,68,73,78.3,85,93,103.15,117,138.1
LSHTM,19,7,2022,11,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,64,All,33,37,40,43,46,49,52,55,59.55,64,67.4500000000001,72,76,81,88,95.2,105,120.1,147.05
LSHTM,19,7,2022,12,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,61,All,32,36,39,42,45,48,51,54,57,61,66,70,75,80,88,94,104,119,153.05
LSHTM,19,7,2022,13,8,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,61,All,33,37,39,42,45,47,50,53,58,61,67,71.4,76,81,87,95,107,121.1,149
