Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,19,4,2022,19,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,33,All,23,25,27,28,29,30,31,31,32,33,34,35,36,37,38,39,40,42,44
LSHTM,19,4,2022,20,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,33,All,23,25,27,28,29,30,31,32,33,33,34,35,36,37.3,39,40,41,42,45
LSHTM,19,4,2022,21,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,33,All,20,24,26,27,28,30,30,31,32,33,34,35,35,36,37.25,39,40,42,44
LSHTM,19,4,2022,22,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,33,All,21,24,25,26,28,29,30,31,32,33,33,34,35,36,37,38,39,41,43
LSHTM,19,4,2022,23,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,32,All,19,22,24,25,27,28,29,30,31,32,33,33,34,35,36,38,39,40,43
LSHTM,19,4,2022,24,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,31,All,18,21,23,25,26,27,28,29,30,31,32,33,34,35.3,37,38,39,41,43
LSHTM,19,4,2022,25,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,31,All,17,20,23,24,25,26,27,28,29,31,32,33,33,35,36,37,39,40.1,43
LSHTM,19,4,2022,26,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,30,All,15,19,22,23,24.75,26,27,28,29,30,31,32,33,35,36,37,39,40,43
LSHTM,19,4,2022,27,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,31,All,13,18,21,22,24,26,27,28,30,31,32,33,34,35,36,37,39,40,42
LSHTM,19,4,2022,28,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,30,All,11,16,20,22,23,25,26,28,29,30,31,32,33,34,35,37,38,40,42
LSHTM,19,4,2022,29,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,29,All,10.95,16,19,21,22,24,25,27,28,29,30,31,32,34,35,36,38,40,42
LSHTM,19,4,2022,30,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,28,All,9,14,17,20,22,23,25,26,27,28,29,31,32,33,35,36,37,39,42
LSHTM,19,4,2022,1,5,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,28,All,8,13,16,19,21,23,24,25,26,28,29,30,31,33,34,36,37,39.1,43
LSHTM,19,4,2022,2,5,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,28,All,7,11,15,18,20,22,24,25,27,28,29,30,31.35,33,34,36,37,39,42
LSHTM,19,4,2022,3,5,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,28,All,5,11,15,17,20,22,23.65,25,27,28,29,30,31,32.3,34,36,37,39,42
LSHTM,19,4,2022,4,5,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,27,All,5,9.90000000000001,14,17,19,21,23,25,26,27,29,30,31,33,34,35,37,38,41
LSHTM,19,4,2022,5,5,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,27,All,5,9,13,16,18,20.7,23,24,26,27,28,30,31,32,34,35,37,39,42
