Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,22,3,2022,22,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,36,All,25,28,29,31,31,33,34,34,35,36,37,38,39,40,41,42,44,45.1,49
LSHTM,22,3,2022,23,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,38,All,26,29,30,32,33,34,35,36,37,38,39,41,42,43,45,46,48,50.1,54
LSHTM,22,3,2022,24,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,39,All,26.95,29,31,32,33,34,35,36,38,39,40,41,42,44,45,47,49.15,53,59
LSHTM,22,3,2022,25,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,40,All,27,29,31,32,34,35,36,37,38,40,41,42,43,45,47,49,52,55,62
LSHTM,22,3,2022,26,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,40,All,27,29,31,32.8,34,35,37,38,39,40,42,43,44,46,48,51,54,58,64.05
LSHTM,22,3,2022,27,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,42,All,27,29,31,33,35,36,37,39,40,42,43,45,46,48.3,51,53,57,62,72
LSHTM,22,3,2022,28,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,43,All,28,31,33,34,36,37,39,40,42,43,45,47.4,50,52,54,58,62,67,75
LSHTM,22,3,2022,29,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,45,All,28,31,33,35,37,38,40,42,44,45,47,49,51,54,57,60,64,72,82.05
LSHTM,22,3,2022,30,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,48,All,29,32,34,36,38,40,42,43,45,48,50,52,55,58,61,64.2000000000001,70,78,89
LSHTM,22,3,2022,31,3,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,48,All,29,32.9,34,36,38,40,42,44,46,48,51,53,56,59,63,67,72,80,95
LSHTM,22,3,2022,1,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,48,All,29,32,34,36,38,40,42,44,46,48,50,53,56,59,63.25,69,77,84,96
LSHTM,22,3,2022,2,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,49,All,30,33,35,37,39,40,42,44,46,49,52,55,58,61,67,71,77,85,100
LSHTM,22,3,2022,3,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,51,All,30,33,35,37,40,41,44,45.6,48,51,53,56,60,64,69,75,83.15,91,108
LSHTM,22,3,2022,4,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,53,All,30,34,36,39,41,43,45,47,50,53,56,60,63,67,72,78,85,96,114
LSHTM,22,3,2022,5,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,55,All,31,35,38,40,42,44,47,49,52,55,58,62,66,71,77,84,91.15,104,120.05
LSHTM,22,3,2022,6,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,56,All,31,35,38,41,43,45,48,51,54,56,60,64,68,73,78,85,94,109,127.05
LSHTM,22,3,2022,7,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,58,All,32,35,38,40,43,46,48,51,54,58,61,65,70,75,82,89.2000000000001,99.15,112,129.05
LSHTM,22,3,2022,8,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,58,All,32,35,38,41,43,45,48,51,54,58,62,66,71,76,82.25,90,103,116,135
LSHTM,22,3,2022,9,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,58,All,31,34,38,39,42,44.7,47.65,50,54,58,62,67,72,77,82.25,90,100,115.1,138
LSHTM,22,3,2022,10,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,61,All,32,35,38,41,44,46,50,53,56,61,65,69,74,79,85,96,108,124,148
LSHTM,22,3,2022,11,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,61,All,33,37,39,42,45,48,51,53,57,61,65,71,77,83,92,101,110.15,127,151
LSHTM,22,3,2022,12,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,64,All,32,37,40,43,47,49.7,53,56,60,64,69,74,79,85,94,102.2,115,134,162.05
LSHTM,22,3,2022,13,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,66,All,33,36.9,40,43,46,49,53,57.6,62,66,70.4500000000001,77,83,89.3,97.25,107,119,140,168.05
LSHTM,22,3,2022,14,4,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,66,All,32.95,36,40,44,47,51,55,58,62,66,71,76,82.35,90,97,110,122.15,142,171
