Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,14,2,2023,14,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,21,All,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,30,32,35
LSHTM,14,2,2023,15,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,22,All,11,13,15,16,17,18,19,20,21,22,24,24,25,26,28,30,32,34,39
LSHTM,14,2,2023,16,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,24,All,12,14,16,17,18.75,19.7,21,22,23,24,25,26,27,29,30,32,35,38,42.05
LSHTM,14,2,2023,17,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,25,All,12,14,16,17,19,20,21,22,23,25,26,27,29,30,32,35,37,40,46
LSHTM,14,2,2023,18,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,25,All,12,15,16,17,19,20,22,23,24,25,26,28,29,31,33,35,37,42,46
LSHTM,14,2,2023,19,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,27,All,13,15.9,17,19,20,22,23,24,25,27,28,30,32,33.3,35,38,41,45,51.05
LSHTM,14,2,2023,20,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,29,All,14,16,18,20,22,23,25,26,28,29,31,33,35,36,39,41,44,48,55
LSHTM,14,2,2023,21,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,31,All,13,16.9,19,21,23,24,26,27,29,31,33,35,37,39,42,45,49,54,62
LSHTM,14,2,2023,22,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,32,All,14,18,20,22,24,26,27,29,30.55,32,35,36,39,41,44.25,48,51,56,65.05
LSHTM,14,2,2023,23,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,35,All,14,17,19,22,24,26.7,29,31,33,35,37,39,41.35,44,46.25,51,56,61.1,71.05
LSHTM,14,2,2023,24,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,36,All,15,18,21,23,25,28,30,32,34,36,38,41,43,46,49,53,57,63,75
LSHTM,14,2,2023,25,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,37,All,15,19,22,24,26,28,30,32,35,37,39,42,45,48,51,54,59,66,78
LSHTM,14,2,2023,26,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,38,All,16,20,22,24.8,27,29,31,34,36,38,41,44,46,50,53,57,63,70.1,82
LSHTM,14,2,2023,27,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,42,All,16,20,23,26,28,31,33,36,39,42,44,47,50,53,56.25,62,68.15,77.1,87
LSHTM,14,2,2023,28,2,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,44,All,17,20,24,27,30,32,35,38,41,44,47,50,53,57,61,67,74,81,95.05
LSHTM,14,2,2023,1,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,45,All,17,22.9,26,29,31,34,36,40,42,45,48,52,56,60,65,70,76,84,101
LSHTM,14,2,2023,2,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,48,All,18,23,26,30,32.75,35,39,42,45,48,52,56,60,64,68,74.2000000000001,83,91,106
LSHTM,14,2,2023,3,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,48,All,18,23,26,30,33,36,40,43,46,48,52,56,60,66,71,77.2000000000001,85,95,108.05
LSHTM,14,2,2023,4,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,50,All,19,22.9,27,30,34,38,41,44,47,50,54,57,62,66,71,79,87,99,112.05
LSHTM,14,2,2023,5,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,52,All,19,25,28,31,35,39,42.65,46,49,52,56,60.4,67,71,76,83,92,103,120
LSHTM,14,2,2023,6,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,56,All,19,25,30,33,37,40,44,48,52,56,60,64,68,74,80,87,97,108,127
LSHTM,14,2,2023,7,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,59,All,20.95,27,31,34,38,42.7,47,51,54,59,64.4500000000001,69,74,79,85,93.2000000000001,103,116.1,134
LSHTM,14,2,2023,8,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,61,All,21,26,31,35.8,39,44,47,52,57,61,66,71,76,81.3,88,96,108,122,141.05
LSHTM,14,2,2023,9,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,64,All,21,27.9,32,36,40,44.7,49,54,60,64,70,75,81,88,94,101,113,129,151.05
LSHTM,14,2,2023,10,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,64,All,21,28,34,38,42,46,51,55,60,64,70,77,82,88,94.25,103,116,131,153
LSHTM,14,2,2023,11,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,66,All,21,28,33,37,42,46,51,54,59,66,72.4500000000001,78,84,91,97,105,119,132.1,158.05
LSHTM,14,2,2023,12,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,68,All,22,28,32,39,44,48,53,59,63,68,73,80,86,93.3,101.25,111,124.15,137.1,168.05
LSHTM,14,2,2023,13,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,71,All,23.95,29.9,35,41,46,51,56,61,65,71,77.4500000000001,84,91,98,106,113.2,128.15,145.1,170.15
LSHTM,14,2,2023,14,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,75.5,All,23,29,36,43,48,52,57.65,63,69,75.5,81,89,96,105,113,123,134,154,183
LSHTM,14,2,2023,15,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,78,All,24.95,33,38.85,44,48,55,59.65,65,71,78,84,92,98,107,115,125.2,139,159.1,189.05
