Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,28,3,2023,28,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,12,All,6,7,8,9,10,10,11,11,12,12,13,14,14,15,16,17,18,20,22.05
LSHTM,28,3,2023,29,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,13,All,6,8,8,9,10,10,11,12,12,13,14,15,15,16,17,18,20,21,24
LSHTM,28,3,2023,30,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,13,All,6,7,9,10,10,11,12,12,13,13,14,15,16,17,18,19,20,22.1,26
LSHTM,28,3,2023,31,3,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,13,All,6,7.90000000000001,8,9,10,10,11,12,12,13,14,14.4,15,16.3,17,19,20,22,25
LSHTM,28,3,2023,1,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,13,All,6,7,8,9,10,10,11,12,12.55,13,14,14.4,15,16,17,19,20,22,25.05
LSHTM,28,3,2023,2,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,14,All,6,7,8,9,10,11,11,12,13,14,15,15,16,17,18,20,22,24,28
LSHTM,28,3,2023,3,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,14,All,6,8,9,10,11,11,12,13,14,14,15,16,17,18,19,21,23,26,32
LSHTM,28,3,2023,4,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,14,All,6,8,9,10,10,11,12,13,14,14,15,16,17,19,20,22,23,26,32
LSHTM,28,3,2023,5,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,15,All,6,8,9,10,11,12,13,14,15,15,17,18,19,20,21,23,25.15,29,34
LSHTM,28,3,2023,6,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,16,All,6,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,26,30,36
LSHTM,28,3,2023,7,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,15,All,6,8,9,10,11,12,13,14,15,15,16,18,19,20,22,24,27,30,35
LSHTM,28,3,2023,8,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,15,All,5.95,7,9,10,11,11,12,13,14,15,16,18,18,20,22,24,26,30,36
LSHTM,28,3,2023,9,4,2023,East of England,mv_prev,EpiNow,MTP,Cases,2.0,16,All,6,8,9,10,11,12,13,14,15,16,17,18,20,21.3,23,25,28,32,39
