Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,27,9,2022,27,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,9,All,3,4,5,5,6,6,7,8,8.55000000000001,9,10,11,13,14.3,16,18,21,24,31.05
LSHTM,27,9,2022,28,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,11,All,3,4,4,5,6,7,8,9,10,11,12,13,15,17,19,22,24,29,38
LSHTM,27,9,2022,29,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,12,All,3,4,5,6,7,8,8,9,11,12,13,15,17,19,21,25,28,34,45.05
LSHTM,27,9,2022,30,9,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,13.5,All,3,4,6,6,7,8,9,10,12,13.5,15,17,19,21,24,28,31,38,54.05
LSHTM,27,9,2022,1,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,14,All,3,4,6,7,8,9,10,11,12.55,14,16,17,20,23,27,31.2,35.15,44,60
LSHTM,27,9,2022,2,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,16,All,3,5,6,7,8,10,11,13,14,16,18,20,24,27,31,36,43,51,70
LSHTM,27,9,2022,3,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,17,All,4,5,6,7,8,10,11,13,15,17,19,22,26,30,35,41,48,61,83
LSHTM,27,9,2022,4,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,19,All,3,5,6,7,9,11,13,15,17,19,22,25,29,35,41,47,55.15,69,95.05
LSHTM,27,9,2022,5,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,21,All,4,5,7,8,9.75,11,13.65,16,18,21,24.45,29,33,39,45,52,65,80,110
LSHTM,27,9,2022,6,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,22,All,4,5,7,8.80000000000001,10,13,15,17,19,22,26,30,35,42,49,60,72,90.1,127.05
LSHTM,27,9,2022,7,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,24.5,All,4,6,7,9,11,14,16,18.6,21,24.5,28,34,39,46,55,64,76,102.1,144.1
LSHTM,27,9,2022,8,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,27,All,4,6,8,10,13,15,17,20,23,27,32,37,43.35,51,60,72,86,109,163
LSHTM,27,9,2022,9,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,29,All,4.95,6,8,10,12,15,18,21,24,29,33,41,47,55,67.25,79,97.15,132,189.05
LSHTM,27,9,2022,10,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,31,All,4,6,8,11,13,16,20,23,27,31,37,44,52,61,73.25,89,107.15,147.1,210.15
LSHTM,27,9,2022,11,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,34,All,4,6,9,11,14,18,22,25,29.55,34,40,47,56.35,69,80,101,125.15,162.3,236.05
LSHTM,27,9,2022,12,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,38,All,4,7,10,12,15,18.7,23,27,32.55,38,45,54,61.35,74.3,88,112.2,136.15,187,277
LSHTM,27,9,2022,13,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,41,All,5,7,10,12,16,19,24,29,34,41,48,58,68,81,98.25,120,151.15,208,303.1
LSHTM,27,9,2022,14,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,44,All,5,7,10,13,17,22,26,31,36,44,51,64,73,88,107.5,133,167.3,225,339.2
LSHTM,27,9,2022,15,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,46.5,All,5,7,10,14,18,23,28,33,39,46.5,55,65.4,80.35,96,114.25,140,186,256.1,373.1
LSHTM,27,9,2022,16,10,2022,East of England,mv_prev,EpiNow,MTP,Cases,2.0,51,All,4,7,10,15,18.75,22.7,29,34,42,51,59.4500000000001,71,85.35,101,131,157.8,203.15,277,437.05
