Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,3,8,2020,3,8,2020,East of England,death_inc_line,EpiSoon,2,3,0,1,1,1,2,2,2,3,3,3,4,4,5,5,6,6,7,8,10
LSHTM,3,8,2020,4,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,1,1,1,1,2,2,2,2,3,3,3,4,4,5,5,6,8
LSHTM,3,8,2020,5,8,2020,East of England,death_inc_line,EpiSoon,2,3,0,1,1,1,2,2,2,3,3,3,4,4,4,5,6,6,7,9,11
LSHTM,3,8,2020,6,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,1,1,1,1,2,2,2,2,3,3,4,4,4,5,6,7,9
LSHTM,3,8,2020,7,8,2020,East of England,death_inc_line,EpiSoon,2,3,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,5,6,7,10
LSHTM,3,8,2020,8,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,1,1,1,1,1,2,2,2,2,3,3,3,4,4,5,6,8
LSHTM,3,8,2020,9,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,1,1,1,1,2,2,2,2,3,3,4,4,5,6,7,9
LSHTM,3,8,2020,10,8,2020,East of England,death_inc_line,EpiSoon,2,3,0,0,1,1,1,1,2,2,2,3,3,3,4,4,5,5,6,8,11
LSHTM,3,8,2020,11,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,0,1,1,1,1,2,2,2,2,3,3,4,4,5,6,8
LSHTM,3,8,2020,12,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,1,1,1,2,2,2,2,3,3,4,4,5,5,6,8,11
LSHTM,3,8,2020,13,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,0,1,1,1,1,2,2,2,2,3,3,4,4,5,6,9
LSHTM,3,8,2020,14,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,0,1,1,1,1,2,2,2,3,3,3,4,5,6,7,11
LSHTM,3,8,2020,15,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,4,5,7,10
LSHTM,3,8,2020,16,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,4,5,7,12
LSHTM,3,8,2020,17,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,5,6,8,13
LSHTM,3,8,2020,18,8,2020,East of England,death_inc_line,EpiSoon,2,1,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,5,7,11
LSHTM,3,8,2020,19,8,2020,East of England,death_inc_line,EpiSoon,2,2,0,0,0,0,1,1,1,1,2,2,2,3,3,3,4,5,6,9,15
LSHTM,3,8,2020,20,8,2020,East of England,death_inc_line,EpiSoon,2,1,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,5,7,13
LSHTM,3,8,2020,21,8,2020,East of England,death_inc_line,EpiSoon,2,1,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,4,6,8,16
LSHTM,3,8,2020,22,8,2020,East of England,death_inc_line,EpiSoon,2,1,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,4,5,7,16
LSHTM,3,8,2020,23,8,2020,East of England,death_inc_line,EpiSoon,2,1,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,4,5,8,17
LSHTM,3,8,2020,3,8,2020,England,death_inc_line,EpiSoon,2,35,15,19,21,23,25,27,29,31,33,35,36,38,40,42,45,47,51,56,63
LSHTM,3,8,2020,4,8,2020,England,death_inc_line,EpiSoon,2,34,15,18,21,23,24,27,28,30,32,34,36,38,40,43,45,48,51,57,65
LSHTM,3,8,2020,5,8,2020,England,death_inc_line,EpiSoon,2,37,16,20,22,24,27,29,31,33,35,37,38,40,43,46,48,51,55,60,69
LSHTM,3,8,2020,6,8,2020,England,death_inc_line,EpiSoon,2,34,14,17,20,23,25,27,29,31,32,34,37,38,40,42,45,49,52,57,66
LSHTM,3,8,2020,7,8,2020,England,death_inc_line,EpiSoon,2,30,12,15,17,19,21,23,25,27,29,30,33,34,37,39,42,45,48,52,60
LSHTM,3,8,2020,8,8,2020,England,death_inc_line,EpiSoon,2,28,10,13,16,18,20,21,23,25,26,28,30,32,34,36,38,41,45,49,58
LSHTM,3,8,2020,9,8,2020,England,death_inc_line,EpiSoon,2,29,10,14,16,18,20,22,24,25,27,29,31,33,35,37,40,43,47,53,63
LSHTM,3,8,2020,10,8,2020,England,death_inc_line,EpiSoon,2,28,9,12,15,17,19,21,23,25,26,28,30,32,34,36,38,42,46,51,63
LSHTM,3,8,2020,11,8,2020,England,death_inc_line,EpiSoon,2,28,9,12,14,16,18,20,22,24,26,28,30,32,34,36,39,42,46,51,61
LSHTM,3,8,2020,12,8,2020,England,death_inc_line,EpiSoon,2,29,9,13,16,18,20,22,24,26,27,29,32,33,35,38,41,44,48,54,65
LSHTM,3,8,2020,13,8,2020,England,death_inc_line,EpiSoon,2,28,8,11,14,17,19,21,22,24,26,28,30,32,34,36,39,43,47,53,63
LSHTM,3,8,2020,14,8,2020,England,death_inc_line,EpiSoon,2,24,7,10,12,14,16,18,20,21,23,24,26,28,31,33,35,38,42,48,59
