Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,21,7,2020,21,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,3,5,6,7,9,11,13,15,17,19,22,26,31,37,47,61,84,134
LSHTM,21,7,2020,22,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,3,4,6,8,9,11,12,14,17,19,23,26,32,39,49,64,91,150
LSHTM,21,7,2020,23,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,3,4,5,7,9,10,13,15,17,20,23,27,33,39,50,64,92,165
LSHTM,21,7,2020,24,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,3,4,5,7,8,10,12,15,17,20,24,29,34,42,54,72,102,171
LSHTM,21,7,2020,25,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,2,4,5,7,8,10,12,15,17,20,24,29,35,43,57,78,110,188
LSHTM,21,7,2020,26,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,2,4,5,7,8,10,12,14,17,20,25,30,35,44,58,80,120,219
LSHTM,21,7,2020,27,7,2020,East of England,death_inc_line,EpiSoon,1,17,0,2,3,5,7,8,10,12,15,17,21,25,30,37,47,61,86,128,229
LSHTM,21,7,2020,28,7,2020,East of England,death_inc_line,EpiSoon,1,18,0,2,3,5,6,8,10,12,15,18,21,26,32,39,49,65,91,144,259
LSHTM,21,7,2020,29,7,2020,East of England,death_inc_line,EpiSoon,1,18,0,2,3,5,6,8,10,12,15,18,21,26,32,40,51,66,94,144,292
LSHTM,21,7,2020,30,7,2020,East of England,death_inc_line,EpiSoon,1,17,0,2,3,4,6,8,10,12,14,17,21,26,32,41,53,70,103,158,319
LSHTM,21,7,2020,31,7,2020,East of England,death_inc_line,EpiSoon,1,17,0,1,3,4,6,8,10,12,14,17,22,27,33,42,55,78,111,180,339
LSHTM,21,7,2020,1,8,2020,East of England,death_inc_line,EpiSoon,1,17,0,1,3,4,6,7,9,12,14,17,21,26,33,42,56,75,111,178,390
LSHTM,21,7,2020,2,8,2020,East of England,death_inc_line,EpiSoon,1,18,0,1,3,4,6,7,9,12,15,18,22,27,36,45,59,83,125,195,414
LSHTM,21,7,2020,3,8,2020,East of England,death_inc_line,EpiSoon,1,18,0,1,3,4,5,7,9,11,14,18,22,28,36,47,63,89,132,213,459
