Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,13,7,2020,13,7,2020,East of England,death_inc_line,EpiSoon,1,15,3,4,6,7,8,10,11,12,14,15,17,18,21,23,27,31,37,46,65
LSHTM,13,7,2020,14,7,2020,East of England,death_inc_line,EpiSoon,1,15,2,4,6,7,8,9,11,12,14,15,17,19,21,24,28,33,39,49,69
LSHTM,13,7,2020,15,7,2020,East of England,death_inc_line,EpiSoon,1,15,2,4,6,7,8,9,11,12,14,15,17,19,22,25,28,33,40,52,77
LSHTM,13,7,2020,16,7,2020,East of England,death_inc_line,EpiSoon,1,16,2,4,5,7,8,9,11,12,14,16,18,20,22,26,30,36,44,56,83
LSHTM,13,7,2020,17,7,2020,East of England,death_inc_line,EpiSoon,1,16,2,3,5,6,8,9,10,12,14,16,18,20,23,27,31,37,45,57,90
LSHTM,13,7,2020,18,7,2020,East of England,death_inc_line,EpiSoon,1,16,2,3,5,6,8,9,10,12,14,16,18,20,24,27,32,39,48,65,97
LSHTM,13,7,2020,19,7,2020,East of England,death_inc_line,EpiSoon,1,16,2,3,5,6,7,9,10,12,14,16,18,21,24,28,33,40,51,70,110
LSHTM,13,7,2020,20,7,2020,East of England,death_inc_line,EpiSoon,1,16,1,3,4,6,7,8,10,12,14,16,18,21,24,28,34,42,54,75,121
LSHTM,13,7,2020,21,7,2020,East of England,death_inc_line,EpiSoon,1,16,1,3,4,6,7,9,10,12,14,16,19,22,25,30,36,44,56,77,134
LSHTM,13,7,2020,22,7,2020,East of England,death_inc_line,EpiSoon,1,16,1,3,4,5,7,8,10,11,14,16,18,21,25,30,36,45,59,85,143
LSHTM,13,7,2020,23,7,2020,East of England,death_inc_line,EpiSoon,1,16,1,2,4,5,6,8,10,12,14,16,19,22,26,31,39,48,61,87,154
LSHTM,13,7,2020,24,7,2020,East of England,death_inc_line,EpiSoon,1,16,1,2,4,5,7,8,10,12,14,16,19,22,27,33,41,52,67,99,164
LSHTM,13,7,2020,25,7,2020,East of England,death_inc_line,EpiSoon,1,16,1,2,3,5,6,8,10,11,14,16,19,23,27,34,42,53,68,104,189
LSHTM,13,7,2020,26,7,2020,East of England,death_inc_line,EpiSoon,1,16,0,2,3,5,6,8,10,11,14,16,19,23,27,34,42,55,74,109,191
LSHTM,13,7,2020,27,7,2020,East of England,death_inc_line,EpiSoon,1,16,0,2,3,5,6,8,9,11,13,16,19,23,28,35,44,57,76,117,216
LSHTM,13,7,2020,28,7,2020,East of England,death_inc_line,EpiSoon,1,16,0,2,3,4,6,7,9,11,13,16,20,24,29,37,46,60,83,126,234
LSHTM,13,7,2020,29,7,2020,East of England,death_inc_line,EpiSoon,1,17,0,2,3,4,6,7,9,11,14,17,20,25,30,38,47,62,85,128,272
LSHTM,13,7,2020,30,7,2020,East of England,death_inc_line,EpiSoon,1,17,0,2,3,4,6,7,9,11,14,17,20,25,30,39,49,65,90,145,302
LSHTM,13,7,2020,31,7,2020,East of England,death_inc_line,EpiSoon,1,17,0,1,3,4,5,7,9,11,14,17,20,25,31,39,51,70,98,153,326
LSHTM,13,7,2020,1,8,2020,East of England,death_inc_line,EpiSoon,1,16,0,1,2,4,5,7,9,11,13,16,20,26,31,41,53,70,101,169,362
LSHTM,13,7,2020,2,8,2020,East of England,death_inc_line,EpiSoon,1,17,0,1,2,4,5,7,9,11,13,17,21,26,33,43,54,73,107,174,385
LSHTM,13,7,2020,3,8,2020,East of England,death_inc_line,EpiSoon,1,17,0,1,2,4,5,6,8,11,13,17,21,26,34,43,58,79,112,182,416
LSHTM,13,7,2020,4,8,2020,East of England,death_inc_line,EpiSoon,1,17,0,1,2,3,5,6,8,11,13,17,21,27,34,45,61,85,126,200,451
LSHTM,13,7,2020,5,8,2020,East of England,death_inc_line,EpiSoon,1,17,0,1,2,3,4,6,8,11,13,17,21,27,36,46,62,91,138,225,529
LSHTM,13,7,2020,13,7,2020,England,death_inc_line,EpiSoon,1,85,52,58,62,66,69,73,76,79,82,85,88,91,95,100,104,111,118,130,149
LSHTM,13,7,2020,14,7,2020,England,death_inc_line,EpiSoon,1,83,50,56,61,65,68,71,74,77,81,83,86,90,93,97,103,109,118,130,152
LSHTM,13,7,2020,15,7,2020,England,death_inc_line,EpiSoon,1,82,48,55,59,63,66,70,73,76,79,82,86,90,94,98,104,111,120,133,154
LSHTM,13,7,2020,16,7,2020,England,death_inc_line,EpiSoon,1,81,46,53,58,62,65,68,71,74,78,81,84,89,93,98,104,111,119,133,154
LSHTM,13,7,2020,17,7,2020,England,death_inc_line,EpiSoon,1,80,45,51,56,60,63,67,70,73,76,80,83,87,92,97,103,110,120,134,159
LSHTM,13,7,2020,18,7,2020,England,death_inc_line,EpiSoon,1,79,43,49,55,59,62,66,68,72,75,79,82,86,91,95,102,110,121,138,166
LSHTM,13,7,2020,19,7,2020,England,death_inc_line,EpiSoon,1,78,41,47,52,57,61,64,67,71,74,78,81,85,90,96,102,110,121,136,163
LSHTM,13,7,2020,20,7,2020,England,death_inc_line,EpiSoon,1,76,40,47,52,56,59,62,65,69,72,76,81,85,90,95,101,110,122,138,169
LSHTM,13,7,2020,21,7,2020,England,death_inc_line,EpiSoon,1,75,38,46,50,54,58,61,65,68,72,75,80,85,89,95,102,111,122,140,171
LSHTM,13,7,2020,22,7,2020,England,death_inc_line,EpiSoon,1,74,37,43,49,53,57,60,63,67,70,74,78,83,88,95,102,111,122,141,173
LSHTM,13,7,2020,23,7,2020,England,death_inc_line,EpiSoon,1,73,36,43,47,51,55,58,62,65,69,73,77,82,87,94,101,110,123,144,180
LSHTM,13,7,2020,24,7,2020,England,death_inc_line,EpiSoon,1,72,35,41,46,50,54,58,61,65,68,72,77,82,87,93,102,110,123,144,180
LSHTM,13,7,2020,25,7,2020,England,death_inc_line,EpiSoon,1,71,33,39,44,48,52,56,60,63,67,71,76,81,86,94,101,110,124,147,183
LSHTM,13,7,2020,26,7,2020,England,death_inc_line,EpiSoon,1,71,32,39,43,48,51,55,59,63,67,71,75,80,86,92,101,110,124,147,191
LSHTM,13,7,2020,27,7,2020,England,death_inc_line,EpiSoon,1,69,30,37,42,46,50,54,57,61,65,69,74,79,85,91,99,109,126,149,194
LSHTM,13,7,2020,28,7,2020,England,death_inc_line,EpiSoon,1,68,30,36,41,45,49,52,56,60,64,68,73,78,84,91,99,110,126,150,199
LSHTM,13,7,2020,29,7,2020,England,death_inc_line,EpiSoon,1,68,28,35,40,44,48,52,55,59,63,68,72,78,84,91,100,111,126,153,198
LSHTM,13,7,2020,30,7,2020,England,death_inc_line,EpiSoon,1,67,27,34,39,43,47,50,54,58,62,67,71,76,82,90,99,111,129,155,203
LSHTM,13,7,2020,31,7,2020,England,death_inc_line,EpiSoon,1,66,27,33,37,42,46,49,53,57,61,66,71,76,82,89,99,112,130,156,209
LSHTM,13,7,2020,1,8,2020,England,death_inc_line,EpiSoon,1,65,25,32,37,41,45,48,52,56,60,65,70,75,81,89,98,111,129,161,218
LSHTM,13,7,2020,2,8,2020,England,death_inc_line,EpiSoon,1,64,25,32,36,40,44,47,51,55,59,64,69,74,80,88,99,111,130,161,224
LSHTM,13,7,2020,3,8,2020,England,death_inc_line,EpiSoon,1,62,24,30,35,39,42,46,49,53,58,62,68,73,80,88,99,112,131,166,226
LSHTM,13,7,2020,4,8,2020,England,death_inc_line,EpiSoon,1,62,22,29,33,38,41,45,49,53,58,62,67,73,81,89,99,113,131,165,228
LSHTM,13,7,2020,5,8,2020,England,death_inc_line,EpiSoon,1,62,22,28,33,37,40,44,48,52,56,62,67,73,80,88,99,112,134,169,233
LSHTM,13,7,2020,13,7,2020,London,death_inc_line,EpiSoon,1,10,1,2,3,4,5,6,7,8,9,10,12,14,16,18,21,25,31,42,62
LSHTM,13,7,2020,14,7,2020,London,death_inc_line,EpiSoon,1,10,1,2,3,4,5,6,7,8,9,10,12,14,16,19,22,26,33,45,67
