Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,12,1,2021,12,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,574,All,426,457,478,493,510,524,538,550,561,574,585,599,612,626,643,659,678,708,751
LSHTM,12,1,2021,13,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,558,All,412,442,464,480,494,509,522,534,546,558,569,583,596,611,626,644,666,695,740
LSHTM,12,1,2021,14,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,540,All,396,427,447,463,479,493,506,519,530,540,554,565,580,595,611,627,650,679,725
LSHTM,12,1,2021,15,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,483,All,352,379,397,413,426,439,450,461,471,483,494,506,518,532,549,566,587,616,656
LSHTM,12,1,2021,16,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,513,All,375,402,421,438,451,465,476,489,500,513,524,535,550,566,580,598,621,650,692
LSHTM,12,1,2021,17,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,601,All,431,466,490,510,529,544,559,574,587,601,616,631,649,669,690,714,736,776,837
LSHTM,12,1,2021,18,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,655,All,465,501,530,552,573,590,605,623,640,655,671,690,708,729,750,774,807,846,916
LSHTM,12,1,2021,19,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,667,All,458,498,529,554,573,594,611,629,648,667,684,698,719,739,768,792,823,862,930
LSHTM,12,1,2021,20,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,643,All,445,482,512,535,555,571,592,608,626,643,660,678,697,719,741,766,800,841,907
LSHTM,12,1,2021,21,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,614,All,421,456,483,507,526,545,565,582,599,614,632,649,669,688,709,737,770,813,875
LSHTM,12,1,2021,22,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,545,All,368,404,428,449,466,483,499,514,529,545,559,575,593,612,633,657,687,726,798
LSHTM,12,1,2021,23,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,566,All,382,421,443,465,485,502,520,536,551,566,582,601,619,640,663,689,717,763,840
LSHTM,12,1,2021,24,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,665,All,433,478,505,534,560,583,604,625,643,665,682,702,724,749,781,817,853,903,989
LSHTM,12,1,2021,25,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,705,All,459,504,543,569,594,618,643,665,686,705,729,753,778,809,844,880,923,975,1077
LSHTM,12,1,2021,26,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,713,All,455,507,542,570,595,621,642,666,689,713,735,759,783,814,843,884,930,992,1082
LSHTM,12,1,2021,27,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,679,All,425,472,506,538,564,588,613,637,659,679,703,727,754,782,815,848,889,940,1043
LSHTM,12,1,2021,28,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,644,All,403,446,480,510,534,555,578,601,623,644,665,687,714,743,776,810,857,918,1008
LSHTM,12,1,2021,29,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,564,All,351,388,419,443,466,486,504,525,545,564,581,599,622,651,679,713,746,797,905
LSHTM,12,1,2021,30,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,579,All,357,398,430,457,479,501,520,540,560,579,602,626,650,676,703,736,776,833,934
LSHTM,12,1,2021,31,1,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,665,All,400,452,485,516,543,567,595,617,643,665,694,721,746,780,818,857,912,988,1092
LSHTM,12,1,2021,1,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,703,All,414,477,512,543,572,602,627,651,677,703,732,764,796,831,871,913,965,1039,1162
LSHTM,12,1,2021,2,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,703,All,407,464,503,537,568,598,623,649,674,703,731,762,790,825,865,907,965,1048,1158
LSHTM,12,1,2021,3,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,662,All,371,425,466,503,533,562,587,611,635,662,691,719,748,780,818,861,914,995,1105
LSHTM,12,1,2021,4,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,622,All,345,397,434,469,494,521,548,572,600,622,648,675,704,738,771,813,853,928,1042
LSHTM,12,1,2021,5,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,538,All,289,337,373,402,427,450,473,495,516,538,558,583,607,637,674,705,754,818,919
LSHTM,12,1,2021,6,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,544,All,294,345,379,407,431,455,477,500,523,544,569,597,625,648,682,724,768,831,929
LSHTM,12,1,2021,7,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,616,All,324,381,420,456,482,509,535,561,589,616,649,682,713,750,790,834,878,963,1088
LSHTM,12,1,2021,8,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,654,All,334,398,442,475,511,540,569,598,623,654,686,715,748,789,832,881,944,1033,1165
LSHTM,12,1,2021,9,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,644,All,323,383,428,464,498,526,554,585,614,644,673,702,737,776,820,867,925,1001,1139
LSHTM,12,1,2021,10,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,596,All,290,350,395,426,456,486,513,538,565,596,628,657,688,725,770,818,877,951,1073
LSHTM,12,1,2021,11,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,561,All,268,320,358,391,420,448,479,503,534,561,586,613,643,675,718,759,814,883,1002
LSHTM,12,1,2021,12,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,478,All,227,272,308,337,360,384,409,429,455,478,502,526,555,585,618,657,700,764,872
LSHTM,12,1,2021,13,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,480,All,223,273,308,341,366,387,413,433,456,480,504,529,557,587,623,664,713,778,885
LSHTM,12,1,2021,14,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,545,All,253,306,343,377,406,435,463,488,517,545,577,607,636,674,713,760,815,894,1013
LSHTM,12,1,2021,15,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,561,All,255,312,349,382,415,444,475,506,533,561,588,625,662,700,745,795,856,936,1071
LSHTM,12,1,2021,16,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,544,All,237,303,338,369,403,433,459,486,515,544,574,605,638,679,719,763,824,907,1041
LSHTM,12,1,2021,17,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,502,All,218,270,308,339,370,396,422,446,472,502,529,560,594,630,675,721,782,852,973
LSHTM,12,1,2021,18,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,464,All,197,247,281,312,339,365,391,415,438,464,487,515,547,579,617,665,718,798,901
LSHTM,12,1,2021,19,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,395,All,166,206,236,261,285,305,326,350,371,395,417,443,467,495,532,572,611,681,782
LSHTM,12,1,2021,20,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,394,All,156,205,235,261,285,308,330,351,372,394,418,440,467,494,529,569,615,681,780
LSHTM,12,1,2021,21,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,438,All,174,223,255,286,314,341,365,391,415,438,465,491,523,558,597,637,693,767,890
LSHTM,12,1,2021,22,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,455,All,178,230,264,298,323,349,373,398,424,455,483,511,546,582,624,671,733,805,927
LSHTM,12,1,2021,23,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,435,All,162,216,250,280,308,335,359,385,408,435,460,487,520,556,595,641,702,773,892
LSHTM,12,1,2021,24,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,401,All,147,195,228,255,281,306,328,352,379,401,427,455,487,519,554,599,648,719,834
LSHTM,12,1,2021,25,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,365,All,132,172,203,230,257,278,300,320,342,365,389,413,443,475,510,545,591,656,759
LSHTM,12,1,2021,26,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,308,All,110,142,168,192,212,233,249,269,289,308,327,350,371,400,429,464,506,563,664
LSHTM,12,1,2021,27,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,307,All,106,145,168,193,214,232,251,269,288,307,327,348,372,402,428,464,506,562,653
LSHTM,12,1,2021,28,2,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,338,All,115,156,186,208,234,256,276,298,317,338,365,387,416,446,480,518,565,624,736
LSHTM,12,1,2021,1,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,351,All,113,158,188,215,241,261,282,303,327,351,373,401,429,461,496,531,581,649,760
LSHTM,12,1,2021,2,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,333,All,107,146,179,203,226,247,270,290,311,333,359,383,411,441,472,511,565,631,743
LSHTM,12,1,2021,3,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,302,All,95,133,159,183,204,224,242,263,281,302,324,348,374,403,434,471,520,580,691
LSHTM,12,1,2021,4,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,275,All,85,118,141,164,183,200,218,238,257,275,295,317,338,366,396,432,474,529,616
LSHTM,12,1,2021,5,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,233,All,71,100,118,136,152,169,184,199,216,233,248,266,286,310,336,364,399,449,535
LSHTM,12,1,2021,6,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,228,All,67,95,116,133,151,167,182,196,211,228,245,263,285,308,334,363,395,444,523
LSHTM,12,1,2021,7,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,252,All,74,105,127,147,164,183,199,216,235,252,268,288,312,337,366,401,445,499,587
LSHTM,12,1,2021,8,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,255,All,75,104,128,149,168,186,201,220,237,255,273,297,319,346,376,411,455,515,600
LSHTM,12,1,2021,9,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,246,All,69,100,120,139,157,176,193,210,229,246,265,285,309,334,366,398,438,494,597
LSHTM,12,1,2021,10,3,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,221,All,60,87,108,124,142,157,174,189,204,221,240,260,279,301,330,363,402,455,535
