Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,8,6,2020,16,6,2020,London,hospital_inc,EpiSoon,1,49,24,29,32,35,38,40,42,44,47,49,51,54,57,61,65,69,76,83,98
LSHTM,8,6,2020,17,6,2020,London,hospital_inc,EpiSoon,1,49,23,28,31,34,37,39,42,44,47,49,52,54,58,62,65,71,77,87,103
LSHTM,8,6,2020,18,6,2020,London,hospital_inc,EpiSoon,1,50,23,28,31,34,37,39,42,44,47,50,52,55,59,63,67,73,80,89,108
LSHTM,8,6,2020,19,6,2020,London,hospital_inc,EpiSoon,1,49,21,26,30,33,36,39,41,44,47,49,52,55,59,64,69,75,83,95,116
LSHTM,8,6,2020,20,6,2020,London,hospital_inc,EpiSoon,1,49,20,25,29,33,36,38,41,44,46,49,53,56,60,64,69,76,85,97,124
LSHTM,8,6,2020,21,6,2020,London,hospital_inc,EpiSoon,1,50,20,25,29,32,35,38,41,44,47,50,54,57,61,66,72,78,88,102,130
LSHTM,8,6,2020,22,6,2020,London,hospital_inc,EpiSoon,1,50,18,24,28,31,34,37,40,43,47,50,54,58,62,67,73,81,92,107,137
LSHTM,8,6,2020,23,6,2020,London,hospital_inc,EpiSoon,1,50,18,23,27,31,34,37,40,44,47,50,54,58,63,68,76,84,95,113,145
LSHTM,8,6,2020,24,6,2020,London,hospital_inc,EpiSoon,1,50,17,22,26,30,33,36,39,43,46,50,54,59,64,70,78,87,99,120,161
LSHTM,8,6,2020,25,6,2020,London,hospital_inc,EpiSoon,1,50,16,22,26,29,33,36,39,43,46,50,54,59,65,72,79,89,103,123,166
LSHTM,8,6,2020,26,6,2020,London,hospital_inc,EpiSoon,1,51,16,21,25,29,33,36,39,43,47,51,55,60,66,72,81,92,107,130,172
LSHTM,8,6,2020,27,6,2020,London,hospital_inc,EpiSoon,1,51,14,20,25,29,32,36,39,43,47,51,55,60,66,73,83,95,109,134,189
LSHTM,8,6,2020,28,6,2020,London,hospital_inc,EpiSoon,1,52,14,19,24,28,31,35,39,43,47,52,56,62,69,76,85,97,114,141,198
LSHTM,8,6,2020,29,6,2020,London,hospital_inc,EpiSoon,1,52,13,19,23,27,31,35,38,42,47,52,57,62,70,78,88,102,120,151,209
LSHTM,8,6,2020,30,6,2020,London,hospital_inc,EpiSoon,1,52,14,19,23,27,31,35,39,43,47,52,57,63,70,78,90,103,123,155,229
LSHTM,8,6,2020,8,6,2020,Midlands,hospital_inc,EpiSoon,1,90,71,76,78,81,83,85,86,88,89,90,91,93,94,96,97,99,101,105,110
LSHTM,8,6,2020,9,6,2020,Midlands,hospital_inc,EpiSoon,1,89,67,72,75,78,80,82,84,86,88,89,91,93,95,97,100,102,105,109,115
LSHTM,8,6,2020,10,6,2020,Midlands,hospital_inc,EpiSoon,1,88,65,70,73,76,78,80,82,84,86,88,90,92,94,96,98,101,104,109,115
LSHTM,8,6,2020,11,6,2020,Midlands,hospital_inc,EpiSoon,1,86,62,67,71,74,76,78,80,82,84,86,88,90,93,95,98,100,104,109,117
LSHTM,8,6,2020,12,6,2020,Midlands,hospital_inc,EpiSoon,1,86,60,65,69,72,75,77,79,81,83,86,88,90,92,95,97,101,105,110,118
LSHTM,8,6,2020,13,6,2020,Midlands,hospital_inc,EpiSoon,1,84,58,63,67,70,72,75,77,79,82,84,86,89,91,94,97,100,104,110,118
LSHTM,8,6,2020,14,6,2020,Midlands,hospital_inc,EpiSoon,1,82,56,61,65,68,71,73,76,78,80,82,85,87,90,93,95,99,103,109,119
LSHTM,8,6,2020,15,6,2020,Midlands,hospital_inc,EpiSoon,1,81,53,59,63,67,69,72,74,77,79,81,83,86,88,91,95,98,103,110,119
LSHTM,8,6,2020,16,6,2020,Midlands,hospital_inc,EpiSoon,1,80,51,57,61,65,67,70,73,75,78,80,82,85,88,91,94,98,103,109,122
LSHTM,8,6,2020,17,6,2020,Midlands,hospital_inc,EpiSoon,1,78,49,56,60,63,66,69,71,74,76,78,81,84,87,90,93,97,102,109,122
LSHTM,8,6,2020,18,6,2020,Midlands,hospital_inc,EpiSoon,1,78,47,54,58,62,65,67,70,73,75,78,80,83,86,89,93,97,103,110,122
LSHTM,8,6,2020,19,6,2020,Midlands,hospital_inc,EpiSoon,1,76,45,52,57,60,63,66,69,71,74,76,79,81,85,88,92,96,102,110,124
LSHTM,8,6,2020,20,6,2020,Midlands,hospital_inc,EpiSoon,1,75,45,51,55,59,62,64,67,70,72,75,78,81,84,87,91,95,101,109,123
LSHTM,8,6,2020,21,6,2020,Midlands,hospital_inc,EpiSoon,1,74,43,49,53,57,60,63,66,68,71,74,77,79,83,86,91,95,102,110,127
LSHTM,8,6,2020,22,6,2020,Midlands,hospital_inc,EpiSoon,1,73,41,48,52,56,59,62,65,67,70,73,76,79,82,86,90,94,101,109,127
LSHTM,8,6,2020,23,6,2020,Midlands,hospital_inc,EpiSoon,1,72,39,46,51,55,57,60,63,66,69,72,74,77,80,85,89,94,101,111,129
LSHTM,8,6,2020,24,6,2020,Midlands,hospital_inc,EpiSoon,1,70,39,45,49,53,56,59,62,65,67,70,73,76,80,85,89,94,102,111,128
LSHTM,8,6,2020,25,6,2020,Midlands,hospital_inc,EpiSoon,1,69,37,43,48,52,55,58,61,63,66,69,72,75,79,83,87,93,100,110,130
LSHTM,8,6,2020,26,6,2020,Midlands,hospital_inc,EpiSoon,1,68,35,42,47,50,54,57,60,62,65,68,71,74,78,82,87,93,100,111,131
LSHTM,8,6,2020,27,6,2020,Midlands,hospital_inc,EpiSoon,1,67,34,41,45,49,52,55,58,61,64,67,70,74,78,82,87,93,101,111,133
LSHTM,8,6,2020,28,6,2020,Midlands,hospital_inc,EpiSoon,1,66,33,39,44,48,51,54,57,60,63,66,69,72,76,80,85,92,99,111,132
LSHTM,8,6,2020,29,6,2020,Midlands,hospital_inc,EpiSoon,1,64,31,37,42,46,49,52,55,58,61,64,68,71,75,79,83,90,98,110,133
LSHTM,8,6,2020,30,6,2020,Midlands,hospital_inc,EpiSoon,1,64,30,37,42,46,49,52,55,58,61,64,67,71,75,79,84,90,98,111,135
LSHTM,8,6,2020,8,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,63,48,51,53,54,56,58,59,60,61,63,64,65,66,68,69,70,73,75,78
LSHTM,8,6,2020,9,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,60,43,46,49,51,53,55,56,58,59,60,62,63,65,67,69,71,73,77,82
LSHTM,8,6,2020,10,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,59,41,45,48,50,52,53,55,56,58,59,61,62,64,66,68,70,73,76,82
LSHTM,8,6,2020,11,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,58,39,43,46,48,50,51,53,55,56,58,59,61,63,64,67,69,72,76,83
LSHTM,8,6,2020,12,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,56,38,41,44,46,48,50,51,53,54,56,58,60,62,64,66,68,72,76,82
LSHTM,8,6,2020,13,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,55,36,40,43,45,46,48,50,52,54,55,57,59,60,62,65,67,71,76,83
LSHTM,8,6,2020,14,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,54,34,38,41,43,45,47,49,50,52,54,56,58,59,61,64,67,70,75,83
LSHTM,8,6,2020,15,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,53,32,36,39,42,44,46,47,49,51,53,55,56,58,60,63,66,69,75,84
LSHTM,8,6,2020,16,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,51,30,35,37,40,42,44,46,47,49,51,53,55,57,59,62,65,69,75,84
LSHTM,8,6,2020,17,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,50,29,33,36,38,41,43,45,46,48,50,52,54,56,58,61,64,69,74,84
LSHTM,8,6,2020,18,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,49,28,32,35,37,39,41,43,45,47,49,51,53,55,58,60,64,68,74,85
LSHTM,8,6,2020,19,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,48,26,31,33,36,38,40,42,44,46,48,49,52,54,57,59,63,67,74,86
LSHTM,8,6,2020,20,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,46,26,30,32,35,37,39,41,43,44,46,48,50,53,56,59,63,67,74,87
LSHTM,8,6,2020,21,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,45,24,28,31,34,36,38,40,42,44,45,48,50,52,54,58,61,66,74,87
LSHTM,8,6,2020,22,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,44,23,27,30,32,34,36,38,40,42,44,46,48,51,53,57,61,66,73,86
LSHTM,8,6,2020,23,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,44,22,26,29,31,34,36,37,39,41,44,46,48,50,53,56,60,65,73,85
LSHTM,8,6,2020,24,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,42,21,25,28,30,32,34,36,38,40,42,44,47,49,52,55,60,65,73,90
LSHTM,8,6,2020,25,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,41,20,24,27,29,31,33,35,37,39,41,43,46,49,51,55,59,65,73,89
LSHTM,8,6,2020,26,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,40,19,23,25,28,30,32,34,36,38,40,42,45,47,50,53,58,64,73,89
LSHTM,8,6,2020,27,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,39,18,22,25,27,29,31,33,35,37,39,41,44,46,49,53,57,63,73,89
LSHTM,8,6,2020,28,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,38,17,21,24,26,28,30,32,34,36,38,41,43,46,48,52,56,63,72,92
LSHTM,8,6,2020,29,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,37,16,20,23,25,27,29,31,33,35,37,40,42,45,48,52,57,63,73,93
LSHTM,8,6,2020,30,6,2020,North East and Yorkshire,hospital_inc,EpiSoon,1,37,16,19,22,24,26,28,30,32,34,37,39,41,44,47,51,56,62,72,93
LSHTM,8,6,2020,8,6,2020,North West,hospital_inc,EpiSoon,1,116,96,101,103,105,107,109,111,113,114,116,118,119,121,122,125,127,129,132,139
LSHTM,8,6,2020,9,6,2020,North West,hospital_inc,EpiSoon,1,115,89,95,99,102,104,107,109,111,113,115,117,119,121,123,126,129,132,137,144
LSHTM,8,6,2020,10,6,2020,North West,hospital_inc,EpiSoon,1,113,86,92,96,99,102,104,107,109,111,113,115,117,119,122,125,128,132,136,144
LSHTM,8,6,2020,11,6,2020,North West,hospital_inc,EpiSoon,1,111,82,89,93,96,99,102,104,107,109,111,113,116,118,121,123,127,131,135,144
LSHTM,8,6,2020,12,6,2020,North West,hospital_inc,EpiSoon,1,109,80,86,90,94,97,99,102,104,107,109,112,114,117,120,123,126,131,136,144
LSHTM,8,6,2020,13,6,2020,North West,hospital_inc,EpiSoon,1,107,76,83,88,92,95,97,100,102,105,107,110,112,115,118,121,124,129,135,144
LSHTM,8,6,2020,14,6,2020,North West,hospital_inc,EpiSoon,1,105,73,80,85,88,92,95,97,100,103,105,108,111,113,116,120,123,128,134,143
LSHTM,8,6,2020,15,6,2020,North West,hospital_inc,EpiSoon,1,103,70,77,82,86,90,92,95,97,100,103,106,108,111,114,118,122,127,133,143
LSHTM,8,6,2020,16,6,2020,North West,hospital_inc,EpiSoon,1,102,68,75,80,84,87,90,93,96,99,102,104,107,110,113,117,122,127,133,145
LSHTM,8,6,2020,17,6,2020,North West,hospital_inc,EpiSoon,1,100,64,73,78,82,85,88,91,94,97,100,103,106,109,113,116,120,126,133,144
LSHTM,8,6,2020,18,6,2020,North West,hospital_inc,EpiSoon,1,98,63,70,75,79,83,87,90,93,96,98,101,104,107,111,114,119,125,133,145
LSHTM,8,6,2020,19,6,2020,North West,hospital_inc,EpiSoon,1,97,59,68,73,77,81,84,87,90,94,97,100,103,106,110,114,119,125,133,146
LSHTM,8,6,2020,20,6,2020,North West,hospital_inc,EpiSoon,1,94,57,65,71,74,78,81,85,88,91,94,98,101,104,108,113,118,124,133,147
LSHTM,8,6,2020,21,6,2020,North West,hospital_inc,EpiSoon,1,93,55,63,68,73,77,81,84,87,90,93,97,100,103,107,111,116,122,131,147
LSHTM,8,6,2020,22,6,2020,North West,hospital_inc,EpiSoon,1,91,52,61,67,71,75,78,81,85,88,91,95,98,101,105,110,115,122,131,146
LSHTM,8,6,2020,23,6,2020,North West,hospital_inc,EpiSoon,1,90,50,58,64,69,73,77,80,83,87,90,93,97,100,104,109,115,121,131,146
LSHTM,8,6,2020,24,6,2020,North West,hospital_inc,EpiSoon,1,88,48,57,62,68,71,75,79,82,85,88,91,95,99,103,108,113,121,130,148
LSHTM,8,6,2020,25,6,2020,North West,hospital_inc,EpiSoon,1,86,46,56,61,66,69,73,76,80,83,86,90,93,97,101,106,112,119,128,147
LSHTM,8,6,2020,26,6,2020,North West,hospital_inc,EpiSoon,1,85,45,53,58,64,68,71,75,78,82,85,89,92,96,100,104,111,119,129,147
LSHTM,8,6,2020,27,6,2020,North West,hospital_inc,EpiSoon,1,84,43,51,56,61,66,69,73,77,80,84,87,91,95,99,104,111,118,127,148
LSHTM,8,6,2020,28,6,2020,North West,hospital_inc,EpiSoon,1,82,41,49,55,60,64,68,71,75,79,82,86,89,93,97,102,108,117,128,149
LSHTM,8,6,2020,29,6,2020,North West,hospital_inc,EpiSoon,1,80,39,48,53,59,63,67,70,74,77,80,84,88,92,96,101,108,116,127,147
LSHTM,8,6,2020,30,6,2020,North West,hospital_inc,EpiSoon,1,79,38,46,52,57,61,65,69,72,76,79,83,87,90,95,100,106,115,127,150
LSHTM,8,6,2020,8,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,5,0,0,1,1,2,2,3,3,4,5,5,6,7,8,10,12,16,23,43
LSHTM,8,6,2020,9,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,1,1,2,2,3,3,4,4,5,6,7,8,10,13,17,25,47
LSHTM,8,6,2020,10,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,1,1,2,2,3,3,4,4,5,6,7,8,10,13,17,25,54
LSHTM,8,6,2020,11,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,1,1,1,2,2,3,4,4,5,6,7,8,11,13,18,29,58
LSHTM,8,6,2020,12,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,0,1,1,2,2,3,3,4,5,6,7,8,10,14,19,30,65
LSHTM,8,6,2020,13,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,0,1,1,2,2,3,3,4,5,6,7,8,11,14,20,33,77
LSHTM,8,6,2020,14,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,0,1,1,1,2,3,3,4,5,6,7,8,11,14,21,33,81
LSHTM,8,6,2020,15,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,0,1,1,1,2,2,3,4,5,6,7,9,11,15,21,37,99
LSHTM,8,6,2020,16,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,0,0,1,1,2,2,3,4,4,5,7,8,11,15,22,41,101
LSHTM,8,6,2020,17,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,0,0,1,1,2,2,3,4,4,6,7,9,11,15,23,42,113
LSHTM,8,6,2020,18,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,4,0,0,0,0,1,1,2,2,3,4,4,5,7,9,12,16,23,43,131
LSHTM,8,6,2020,19,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,3,0,0,0,0,1,1,1,2,3,3,4,5,7,9,11,16,24,45,140
LSHTM,8,6,2020,20,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,3,0,0,0,0,0,1,1,2,2,3,4,5,6,8,11,16,26,50,167
LSHTM,8,6,2020,21,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,3,0,0,0,0,0,1,1,2,2,3,4,5,7,9,12,16,27,52,170
LSHTM,8,6,2020,22,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,3,0,0,0,0,0,1,1,2,2,3,4,5,6,9,12,18,28,54,199
LSHTM,8,6,2020,23,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,3,0,0,0,0,0,1,1,2,2,3,4,5,6,8,11,17,27,56,220
LSHTM,8,6,2020,24,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,3,0,0,0,0,0,1,1,1,2,3,3,4,6,8,12,17,28,61,226
LSHTM,8,6,2020,25,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,3,0,0,0,0,0,1,1,1,2,3,4,5,6,8,12,17,29,66,255
LSHTM,8,6,2020,26,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,2,0,0,0,0,0,0,1,1,2,2,3,4,6,8,11,17,30,70,266
LSHTM,8,6,2020,27,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,2,0,0,0,0,0,0,1,1,2,2,3,5,6,8,12,19,32,75,331
LSHTM,8,6,2020,28,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,2,0,0,0,0,0,0,1,1,2,2,3,4,6,8,12,19,35,77,343
LSHTM,8,6,2020,29,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,2,0,0,0,0,0,0,1,1,2,2,3,4,6,9,12,19,36,86,423
LSHTM,8,6,2020,30,6,2020,Northern Ireland,hospital_inc,EpiSoon,1,2,0,0,0,0,0,0,1,1,1,2,3,4,5,8,12,18,36,91,424
LSHTM,8,6,2020,8,6,2020,Scotland,hospital_inc,EpiSoon,1,10,3,4,5,6,6,7,8,8,9,10,10,11,12,13,15,16,18,21,26
LSHTM,8,6,2020,9,6,2020,Scotland,hospital_inc,EpiSoon,1,10,2,3,4,5,6,7,7,8,9,10,10,11,12,13,15,16,18,21,27
LSHTM,8,6,2020,10,6,2020,Scotland,hospital_inc,EpiSoon,1,10,2,3,4,5,6,6,7,8,9,10,10,11,12,14,15,17,19,23,29
LSHTM,8,6,2020,11,6,2020,Scotland,hospital_inc,EpiSoon,1,9,2,3,4,5,5,6,7,8,8,9,10,11,12,14,15,17,20,24,33
LSHTM,8,6,2020,12,6,2020,Scotland,hospital_inc,EpiSoon,1,9,1,3,3,4,5,6,7,7,8,9,10,11,12,14,16,17,20,26,35
LSHTM,8,6,2020,13,6,2020,Scotland,hospital_inc,EpiSoon,1,9,1,2,3,4,5,6,6,7,8,9,10,11,12,14,16,19,22,27,37
