Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,22,6,2020,22,6,2020,East of England,death_inc_line,EpiSoon,1,18,7,9,11,12,13,14,15,16,17,18,19,20,21,23,24,26,28,32,37
LSHTM,22,6,2020,23,6,2020,East of England,death_inc_line,EpiSoon,1,18,7,9,10,11,12,13,14,16,17,18,19,20,21,23,24,26,29,33,40
LSHTM,22,6,2020,24,6,2020,East of England,death_inc_line,EpiSoon,1,17,6,8,9,11,12,13,14,15,16,17,19,20,21,23,25,27,30,35,42
LSHTM,22,6,2020,25,6,2020,East of England,death_inc_line,EpiSoon,1,17,6,7,9,10,11,13,14,15,16,17,18,20,21,23,25,28,31,35,44
LSHTM,22,6,2020,26,6,2020,East of England,death_inc_line,EpiSoon,1,17,5,7,9,10,11,12,13,15,16,17,18,20,21,23,25,28,31,36,45
LSHTM,22,6,2020,27,6,2020,East of England,death_inc_line,EpiSoon,1,17,5,7,8,10,11,12,13,14,16,17,18,20,21,23,25,28,32,37,48
LSHTM,22,6,2020,28,6,2020,East of England,death_inc_line,EpiSoon,1,17,4,7,8,9,11,12,13,14,15,17,18,20,22,23,26,29,33,38,50
LSHTM,22,6,2020,29,6,2020,East of England,death_inc_line,EpiSoon,1,16,4,6,8,9,10,11,12,14,15,16,18,19,21,23,26,29,33,40,52
LSHTM,22,6,2020,30,6,2020,East of England,death_inc_line,EpiSoon,1,16,4,6,7,9,10,11,12,14,15,16,18,20,21,23,26,29,33,41,55
LSHTM,22,6,2020,1,7,2020,East of England,death_inc_line,EpiSoon,1,16,4,6,7,8,10,11,12,13,15,16,17,19,21,23,26,30,35,42,58
LSHTM,22,6,2020,2,7,2020,East of England,death_inc_line,EpiSoon,1,16,3,5,7,8,9,10,12,13,14,16,17,19,21,24,26,30,35,42,59
LSHTM,22,6,2020,3,7,2020,East of England,death_inc_line,EpiSoon,1,15,3,5,6,8,9,10,11,13,14,15,17,19,21,24,27,31,36,45,64
LSHTM,22,6,2020,4,7,2020,East of England,death_inc_line,EpiSoon,1,16,3,5,6,8,9,10,11,13,14,16,17,19,21,24,27,31,37,47,66
LSHTM,22,6,2020,5,7,2020,East of England,death_inc_line,EpiSoon,1,15,2,4,6,7,8,9,11,12,14,15,17,19,21,24,27,32,38,48,67
LSHTM,22,6,2020,6,7,2020,East of England,death_inc_line,EpiSoon,1,15,2,4,5,7,8,9,11,12,13,15,17,19,21,24,27,32,39,50,72
LSHTM,22,6,2020,7,7,2020,East of England,death_inc_line,EpiSoon,1,15,2,4,5,7,8,9,11,12,13,15,17,19,21,24,28,32,39,51,74
LSHTM,22,6,2020,8,7,2020,East of England,death_inc_line,EpiSoon,1,15,2,4,5,6,8,9,10,12,13,15,16,18,21,24,28,33,40,52,80
LSHTM,22,6,2020,9,7,2020,East of England,death_inc_line,EpiSoon,1,14,2,3,5,6,7,9,10,11,13,14,16,18,21,24,28,34,41,55,84
LSHTM,22,6,2020,10,7,2020,East of England,death_inc_line,EpiSoon,1,14,2,3,5,6,7,8,9,11,12,14,16,18,21,24,28,34,42,56,87
