Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,29,6,2020,29,6,2020,East of England,death_inc_line,EpiSoon,1,14,5,7,8,9,10,10,11,12,13,14,15,16,17,18,20,21,24,27,33
LSHTM,29,6,2020,30,6,2020,East of England,death_inc_line,EpiSoon,1,14,4,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,24,28,34
LSHTM,29,6,2020,1,7,2020,East of England,death_inc_line,EpiSoon,1,14,4,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,25,29,37
LSHTM,29,6,2020,2,7,2020,East of England,death_inc_line,EpiSoon,1,13,3,5,6,7,8,9,10,11,12,13,14,15,17,18,20,22,25,30,39
LSHTM,29,6,2020,3,7,2020,East of England,death_inc_line,EpiSoon,1,13,3,5,6,7,8,9,10,11,12,13,14,16,17,18,20,23,26,32,41
LSHTM,29,6,2020,4,7,2020,East of England,death_inc_line,EpiSoon,1,13,3,5,6,7,8,9,10,11,12,13,14,16,17,19,21,24,27,32,44
LSHTM,29,6,2020,5,7,2020,East of England,death_inc_line,EpiSoon,1,13,3,4,6,7,8,9,10,11,12,13,14,16,17,19,21,24,27,34,46
LSHTM,29,6,2020,6,7,2020,East of England,death_inc_line,EpiSoon,1,13,2,4,5,7,8,9,10,11,12,13,14,16,17,19,21,24,28,35,49
LSHTM,29,6,2020,7,7,2020,East of England,death_inc_line,EpiSoon,1,13,2,4,5,6,7,8,9,10,12,13,14,15,17,19,21,25,29,37,53
LSHTM,29,6,2020,8,7,2020,East of England,death_inc_line,EpiSoon,1,13,2,4,5,6,7,8,9,10,11,13,14,15,17,19,22,25,30,38,55
LSHTM,29,6,2020,9,7,2020,East of England,death_inc_line,EpiSoon,1,12,2,3,4,5,6,8,9,10,11,12,13,15,17,19,22,26,31,40,61
LSHTM,29,6,2020,10,7,2020,East of England,death_inc_line,EpiSoon,1,12,2,3,4,5,6,7,9,10,11,12,14,15,17,19,22,26,32,43,63
LSHTM,29,6,2020,11,7,2020,East of England,death_inc_line,EpiSoon,1,12,1,3,4,5,6,7,8,9,11,12,13,15,17,19,23,27,33,44,68
LSHTM,29,6,2020,12,7,2020,East of England,death_inc_line,EpiSoon,1,12,1,3,4,5,6,7,8,9,11,12,13,15,17,20,23,27,33,45,69
LSHTM,29,6,2020,13,7,2020,East of England,death_inc_line,EpiSoon,1,12,1,2,3,5,6,7,8,9,10,12,13,15,17,19,23,27,34,46,72
LSHTM,29,6,2020,14,7,2020,East of England,death_inc_line,EpiSoon,1,12,1,2,3,5,6,7,8,9,10,12,13,15,17,20,23,29,36,50,79
LSHTM,29,6,2020,15,7,2020,East of England,death_inc_line,EpiSoon,1,11,1,2,3,4,5,6,7,8,10,11,13,15,17,20,23,28,36,51,84
