Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,15,6,2020,15,6,2020,East of England,death_inc_line,EpiSoon,1,21,9,11,13,14,15,17,18,19,20,21,22,23,24,26,27,29,32,35,41
LSHTM,15,6,2020,16,6,2020,East of England,death_inc_line,EpiSoon,1,20,9,11,12,14,15,16,17,18,19,20,22,23,24,26,27,29,32,36,41
LSHTM,15,6,2020,17,6,2020,East of England,death_inc_line,EpiSoon,1,20,8,10,12,13,14,15,16,18,19,20,21,23,24,25,27,30,33,37,44
LSHTM,15,6,2020,18,6,2020,East of England,death_inc_line,EpiSoon,1,20,7,10,11,13,14,15,16,17,19,20,21,22,24,25,27,30,33,38,46
LSHTM,15,6,2020,19,6,2020,East of England,death_inc_line,EpiSoon,1,19,7,9,11,12,13,14,15,17,18,19,21,22,24,25,27,30,33,38,46
LSHTM,15,6,2020,20,6,2020,East of England,death_inc_line,EpiSoon,1,19,6,9,10,11,13,14,15,16,17,19,20,22,23,25,27,30,33,39,49
LSHTM,15,6,2020,21,6,2020,East of England,death_inc_line,EpiSoon,1,18,6,8,10,11,12,13,15,16,17,18,20,21,23,25,27,30,34,40,49
LSHTM,15,6,2020,22,6,2020,East of England,death_inc_line,EpiSoon,1,18,6,8,9,11,12,13,14,16,17,18,20,21,23,25,28,31,35,41,51
LSHTM,15,6,2020,23,6,2020,East of England,death_inc_line,EpiSoon,1,18,5,7,9,10,12,13,14,15,17,18,19,21,23,25,27,30,35,41,53
LSHTM,15,6,2020,24,6,2020,East of England,death_inc_line,EpiSoon,1,18,5,7,8,10,11,12,14,15,16,18,19,21,23,25,28,31,36,42,56
LSHTM,15,6,2020,25,6,2020,East of England,death_inc_line,EpiSoon,1,17,4,6,8,10,11,12,13,15,16,17,19,21,22,24,27,31,36,43,56
LSHTM,15,6,2020,26,6,2020,East of England,death_inc_line,EpiSoon,1,17,4,6,8,9,10,12,13,14,16,17,19,20,22,25,27,31,36,44,59
LSHTM,15,6,2020,27,6,2020,East of England,death_inc_line,EpiSoon,1,17,4,6,7,9,10,11,13,14,15,17,18,20,22,24,27,31,36,45,60
LSHTM,15,6,2020,28,6,2020,East of England,death_inc_line,EpiSoon,1,16,3,5,7,8,10,11,12,14,15,16,18,20,22,24,27,31,37,45,60
