Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Version,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,6,7,2020,6,7,2020,East of England,death_inc_line,EpiSoon,1,15,5,7,8,9,10,11,12,13,14,15,16,17,19,20,22,24,26,30,36
LSHTM,6,7,2020,7,7,2020,East of England,death_inc_line,EpiSoon,1,15,5,7,8,9,10,11,12,13,14,15,17,18,19,20,22,25,28,32,39
LSHTM,6,7,2020,8,7,2020,East of England,death_inc_line,EpiSoon,1,15,4,6,7,9,10,11,12,13,14,15,16,18,19,21,23,25,29,34,43
LSHTM,6,7,2020,9,7,2020,East of England,death_inc_line,EpiSoon,1,15,4,6,7,8,10,11,12,13,14,15,17,18,20,22,24,27,30,36,46
LSHTM,6,7,2020,10,7,2020,East of England,death_inc_line,EpiSoon,1,16,4,6,7,8,10,11,12,13,14,16,17,18,20,22,25,28,32,39,50
LSHTM,6,7,2020,11,7,2020,East of England,death_inc_line,EpiSoon,1,16,4,6,7,8,9,11,12,13,14,16,17,19,21,23,26,29,33,41,55
LSHTM,6,7,2020,12,7,2020,East of England,death_inc_line,EpiSoon,1,16,3,5,7,8,9,10,12,13,14,16,18,19,22,24,27,31,35,43,59
LSHTM,6,7,2020,13,7,2020,East of England,death_inc_line,EpiSoon,1,16,3,5,7,8,9,10,11,13,14,16,18,19,21,24,27,32,37,45,65
LSHTM,6,7,2020,14,7,2020,East of England,death_inc_line,EpiSoon,1,16,3,5,6,8,9,10,12,13,15,16,18,20,22,25,28,33,39,50,72
LSHTM,6,7,2020,15,7,2020,East of England,death_inc_line,EpiSoon,1,16,3,5,6,7,9,10,11,13,14,16,18,20,23,26,30,35,42,53,79
LSHTM,6,7,2020,16,7,2020,East of England,death_inc_line,EpiSoon,1,16,3,4,6,7,9,10,12,13,15,16,19,21,23,27,31,36,44,56,84
LSHTM,6,7,2020,17,7,2020,East of England,death_inc_line,EpiSoon,1,16,2,4,6,7,9,10,11,13,14,16,18,21,24,27,31,37,45,59,92
LSHTM,6,7,2020,18,7,2020,East of England,death_inc_line,EpiSoon,1,17,2,4,6,7,8,10,11,13,15,17,19,21,25,28,33,39,49,66,103
LSHTM,6,7,2020,19,7,2020,East of England,death_inc_line,EpiSoon,1,17,2,4,5,7,8,9,11,13,15,17,19,22,25,29,34,41,51,69,113
LSHTM,6,7,2020,20,7,2020,East of England,death_inc_line,EpiSoon,1,17,2,4,5,7,8,9,11,13,15,17,19,22,25,30,35,44,56,75,119
LSHTM,6,7,2020,21,7,2020,East of England,death_inc_line,EpiSoon,1,17,2,3,5,6,8,9,11,13,15,17,20,23,26,31,37,46,57,81,135
LSHTM,6,7,2020,22,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,3,5,6,8,9,11,13,15,17,19,23,27,32,38,47,59,81,144
LSHTM,6,7,2020,23,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,3,4,6,7,9,10,12,15,17,20,23,27,32,38,48,64,91,160
LSHTM,6,7,2020,24,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,3,4,6,7,9,11,13,15,17,20,24,28,33,41,51,68,98,176
LSHTM,6,7,2020,25,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,2,4,5,7,9,10,12,15,17,20,24,29,35,43,54,72,105,191
LSHTM,6,7,2020,26,7,2020,East of England,death_inc_line,EpiSoon,1,18,1,2,4,6,7,9,11,12,15,18,21,25,30,36,45,56,76,110,211
LSHTM,6,7,2020,27,7,2020,East of England,death_inc_line,EpiSoon,1,18,1,2,4,5,7,9,10,12,15,18,21,25,30,37,46,61,83,125,229
LSHTM,6,7,2020,28,7,2020,East of England,death_inc_line,EpiSoon,1,17,1,2,4,5,7,8,10,12,15,17,21,25,30,37,46,61,85,132,251
LSHTM,6,7,2020,29,7,2020,East of England,death_inc_line,EpiSoon,1,18,0,2,3,5,6,8,10,12,15,18,21,25,31,38,48,64,89,138,283
LSHTM,6,7,2020,6,7,2020,England,death_inc_line,EpiSoon,1,95,65,71,75,78,81,84,87,89,92,95,97,100,102,105,109,113,118,124,137
LSHTM,6,7,2020,7,7,2020,England,death_inc_line,EpiSoon,1,93,63,69,73,77,79,82,85,87,90,93,96,98,101,105,109,113,118,126,138
LSHTM,6,7,2020,8,7,2020,England,death_inc_line,EpiSoon,1,91,60,66,70,74,77,80,83,86,88,91,94,97,100,104,108,113,119,126,139
LSHTM,6,7,2020,9,7,2020,England,death_inc_line,EpiSoon,1,90,58,65,69,73,76,79,82,84,87,90,93,96,100,104,108,113,120,127,144
LSHTM,6,7,2020,10,7,2020,England,death_inc_line,EpiSoon,1,89,57,63,67,71,74,77,80,83,86,89,92,96,99,103,108,113,120,129,144
LSHTM,6,7,2020,11,7,2020,England,death_inc_line,EpiSoon,1,88,55,61,65,69,72,75,79,82,84,88,91,95,99,104,109,114,121,130,148
LSHTM,6,7,2020,12,7,2020,England,death_inc_line,EpiSoon,1,87,53,60,64,68,71,74,77,80,83,87,90,94,97,102,106,113,121,132,149
LSHTM,6,7,2020,13,7,2020,England,death_inc_line,EpiSoon,1,85,51,57,61,65,68,71,75,78,82,85,88,92,96,101,106,113,120,133,153
LSHTM,6,7,2020,14,7,2020,England,death_inc_line,EpiSoon,1,84,48,55,60,64,67,71,74,77,80,84,88,92,96,101,106,113,122,134,154
LSHTM,6,7,2020,15,7,2020,England,death_inc_line,EpiSoon,1,82,47,54,59,62,66,70,73,76,79,82,86,91,95,100,106,114,123,134,157
LSHTM,6,7,2020,16,7,2020,England,death_inc_line,EpiSoon,1,82,46,52,57,60,64,68,71,74,78,82,86,89,94,100,106,114,124,137,158
LSHTM,6,7,2020,17,7,2020,England,death_inc_line,EpiSoon,1,80,44,49,55,59,63,66,70,73,77,80,84,88,94,99,106,113,123,138,163
LSHTM,6,7,2020,18,7,2020,England,death_inc_line,EpiSoon,1,80,42,49,54,58,61,65,68,72,76,80,84,89,94,100,106,114,124,140,166
LSHTM,6,7,2020,19,7,2020,England,death_inc_line,EpiSoon,1,78,41,48,52,56,60,63,67,71,74,78,82,87,92,99,105,114,126,142,169
LSHTM,6,7,2020,20,7,2020,England,death_inc_line,EpiSoon,1,77,39,46,51,55,59,62,66,70,74,77,82,86,91,97,104,114,126,142,169
LSHTM,6,7,2020,21,7,2020,England,death_inc_line,EpiSoon,1,76,38,44,49,53,57,61,64,68,72,76,80,85,91,97,104,113,126,144,175
LSHTM,6,7,2020,22,7,2020,England,death_inc_line,EpiSoon,1,75,36,43,48,52,56,60,63,67,71,75,79,85,90,97,105,114,127,147,182
LSHTM,6,7,2020,23,7,2020,England,death_inc_line,EpiSoon,1,74,35,42,47,51,55,59,62,66,70,74,79,84,89,97,104,114,130,151,181
LSHTM,6,7,2020,24,7,2020,England,death_inc_line,EpiSoon,1,73,35,40,46,50,54,58,61,65,69,73,77,82,88,95,103,114,128,150,188
LSHTM,6,7,2020,25,7,2020,England,death_inc_line,EpiSoon,1,72,32,39,44,48,52,56,59,63,68,72,77,82,88,95,104,115,128,150,189
LSHTM,6,7,2020,26,7,2020,England,death_inc_line,EpiSoon,1,71,31,38,43,47,51,55,59,63,67,71,76,81,87,94,104,115,129,152,192
LSHTM,6,7,2020,27,7,2020,England,death_inc_line,EpiSoon,1,70,30,37,41,46,50,54,58,62,66,70,75,80,86,94,104,115,132,155,200
LSHTM,6,7,2020,28,7,2020,England,death_inc_line,EpiSoon,1,69,30,36,41,45,49,53,56,60,65,69,74,80,87,95,104,117,133,158,201
LSHTM,6,7,2020,29,7,2020,England,death_inc_line,EpiSoon,1,68,28,34,40,44,48,51,55,59,64,68,73,79,86,95,104,118,135,158,204
LSHTM,6,7,2020,6,7,2020,London,death_inc_line,EpiSoon,1,11,2,3,4,5,6,7,8,9,10,11,11,13,14,15,17,19,21,25,31
LSHTM,6,7,2020,7,7,2020,London,death_inc_line,EpiSoon,1,10,2,3,4,5,6,7,8,9,10,10,11,13,14,15,17,20,23,28,35
LSHTM,6,7,2020,8,7,2020,London,death_inc_line,EpiSoon,1,11,2,3,4,5,6,7,8,9,10,11,12,13,15,17,19,21,25,29,38
