region,variable,mean,se_mean,sd,lower_95,lower_90,lower_80,lower_70,lower_60,lower_50,lower_40,lower_30,lower_20,lower_10,median,upper_10,upper_20,upper_30,upper_40,upper_50,upper_60,upper_70,upper_80,upper_90,upper_95
East of England,delay_mean[1],2.34286263348294,0.00137576285166105,0.0769100802880592,2.1937230904999,2.21711267591959,2.24459751886518,2.26225323728695,2.27716346079027,2.29039171544505,2.3018330855426,2.31295311175518,2.32249330385529,2.33215770953375,2.34247530647878,2.35198298403092,2.36261534726104,2.37275294677689,2.38271015892581,2.39418305718968,2.40685792074791,2.42272540210918,2.44154954475479,2.4685455348039,2.4933916310945
East of England,delay_sd[1],0.494372155777472,0.000976558782325896,0.0551888356575016,0.385950973809122,0.400960781225639,0.422342328713854,0.435816882374979,0.4478306567633,0.457505017955272,0.465466953705066,0.472965933162245,0.479754084718156,0.488048272904908,0.495508264630231,0.501957946495985,0.508534527340216,0.516198235924405,0.524153450600413,0.533705938211677,0.542375450718544,0.552422170141015,0.565476964585129,0.583277119595106,0.597797349008535
East of England,frac_obs[1],0.137839002782534,9.59026148839721e-05,0.00535000272553329,0.127530924121408,0.129070179085318,0.130980184733194,0.132270894251922,0.133308426740491,0.134248751389742,0.134971817011584,0.135713577495212,0.136441145974092,0.137171804799353,0.137806083476874,0.138480210987182,0.139180519411992,0.139835338193131,0.140496318420749,0.141341223519311,0.142215719190129,0.143278860051908,0.144721899458268,0.146899643044343,0.148530761785851
East of England,rep_phi[1],0.000327229003486783,8.70298358828997e-06,0.000494318815297357,3.49070372753113e-06,7.58616309577289e-06,1.71379817704903e-05,2.70999403733784e-05,3.91382431726745e-05,5.22418443145951e-05,6.93772520989462e-05,8.44390842107995e-05,0.000104089929178616,0.000127395840855526,0.000152688412510785,0.000182548078914184,0.00021835331393017,0.00026364313130325,0.000319486897422725,0.0003947969037628,0.000483423895688874,0.000623072132665532,0.000816642455769686,0.00124969857935779,0.00174840796303598
England,delay_mean[1],2.33719655459525,0.00085667856990266,0.047278759956303,2.24506390500668,2.25860387455955,2.27599990607111,2.28827847857206,2.29757949679676,2.30596329501946,2.31288292451082,2.31899537970076,2.32505301763659,2.3312897420849,2.3375979408067,2.34397433396346,2.34998736728869,2.35685479665421,2.36381818485106,2.37073281428325,2.377311101141,2.38535503475972,2.39527786423454,2.41244030363221,2.42726341469054
England,delay_sd[1],0.484121192752043,0.000883895769624569,0.0481276105229794,0.392637762648416,0.407090313226587,0.424002540005096,0.434699796487499,0.443918894416379,0.451537790526522,0.457866375486199,0.464002701438786,0.470051215072086,0.47645232344131,0.482688376473866,0.489608516852824,0.495281739578872,0.501731169230154,0.508808500512178,0.516156788657264,0.524905515747584,0.534061266940784,0.546079194214742,0.565085969490325,0.582975023679721
England,frac_obs[1],0.12228746598984,3.47305916457705e-05,0.001818322516936,0.118668011810407,0.1192913668002,0.119947288567781,0.120404944533727,0.120772672875402,0.121088170593244,0.121368536493876,0.121636152938295,0.121861711072147,0.122070518293797,0.122286518663544,0.12249470024655,0.122741144249127,0.123001841230558,0.12328721244509,0.123531015082987,0.123805348397609,0.12415784999623,0.124615216982066,0.125238129448082,0.125809007237994
England,rep_phi[1],2.27621904003405e-05,5.31571306875186e-07,2.99829930939157e-05,4.19966221215825e-07,9.07317748495896e-07,1.88242986639518e-06,2.91591135920754e-06,4.10840368045821e-06,5.2706935957823e-06,6.42859803355487e-06,7.79537083757409e-06,9.40450013375371e-06,1.10207496799034e-05,1.27489003675664e-05,1.47506451674318e-05,1.7660229292224e-05,2.08341489241294e-05,2.42832315766982e-05,2.8906850770917e-05,3.43284278356656e-05,4.2540101120884e-05,5.38967334609574e-05,7.60006648223996e-05,9.92607751663579e-05
London,delay_mean[1],2.49511988788304,0.0016716986772065,0.0958136191241415,2.30754457959311,2.33548769506436,2.37180573961313,2.39718431518555,2.41367922316776,2.430640356375,2.44417944998299,2.45721624229745,2.47102628923416,2.4834669175765,2.49541332163391,2.50762684814324,2.51955904453043,2.53327322559629,2.54711066415087,2.55976200973562,2.57537901331604,2.5943574504213,2.61808175886106,2.64978616451439,2.67510953276767
London,delay_sd[1],0.496458911151511,0.000943523908104337,0.0547487481551264,0.386494848284508,0.406158885700723,0.426446781488478,0.440589934587563,0.450825572653443,0.459279119334724,0.467660748323529,0.476019269354051,0.482678811983717,0.489937097277784,0.497505037700446,0.504293725159087,0.510586688632373,0.517962361992721,0.524793648509741,0.53188432574535,0.541314799578388,0.552812565937657,0.566804567492372,0.585908752497263,0.603681987547188
