region,variable,mean,se_mean,sd,lower_95,lower_90,lower_80,lower_70,lower_60,lower_50,lower_40,lower_30,lower_20,lower_10,median,upper_10,upper_20,upper_30,upper_40,upper_50,upper_60,upper_70,upper_80,upper_90,upper_95
East of England,delay_mean[1],3.33662544594613,0.00674350739731372,0.319430804213625,2.72582575400033,2.82341298157981,2.92928715013549,3.00424537777682,3.06309574551721,3.1159897245651,3.16464062943801,3.20546113880839,3.24557136224817,3.28898665931028,3.32933782636662,3.3689351110974,3.4101923223747,3.4547408836737,3.50508721065609,3.55504226353095,3.60720570605132,3.67344466764812,3.75740778287288,3.87455564350339,3.98035699333127
East of England,delay_sd[1],1.4253767334412,0.00363964178647162,0.169938703402942,1.09076235809804,1.14438437157036,1.20900664559559,1.25058023697689,1.28418446836027,1.31332501135105,1.3380666898123,1.36407773008056,1.38494379957366,1.40347738690579,1.42607201386185,1.44632091507268,1.46673708719904,1.48957261150326,1.51436795246376,1.54219558748629,1.56668803247036,1.59914686680464,1.63927457532741,1.70449881775068,1.75808361802456
East of England,frac_obs[1],0.885594643280214,0.000914557386212619,0.0479553844650429,0.791442174388156,0.806997095402043,0.825226054636217,0.836676380352834,0.844739508042386,0.852116550292289,0.859441405716178,0.866271349617424,0.873538645723119,0.879723708757222,0.885966949908545,0.891592869978287,0.897788365710969,0.903923440237505,0.910879509992703,0.917968541051173,0.925318081408765,0.935364658585236,0.946591277326281,0.963498556249999,0.981151993336697
England,delay_mean[1],2.31012802114096,9.16782192925744e-05,0.00327263307375593,2.30443891363361,2.30509538366832,2.3060223895131,2.30667711175223,2.30723757553665,2.30771902292596,2.3081504293488,2.30862821523372,2.3090111716221,2.30947654423942,2.30990697848467,2.31035913851125,2.31077256385237,2.31125776866789,2.31182184741514,2.31236855366204,2.31300428109935,2.31363968771113,2.31446367284666,2.31583505293516,2.31689475172584
England,delay_sd[1],0.00314718040941235,5.42802672288276e-05,0.00189934384733757,0.000226271074009492,0.000490327754141151,0.000856824199832187,0.00117018694970797,0.00146879296105289,0.00173032594344283,0.00197020913022621,0.0022278770263077,0.00243969886253163,0.00266575954293359,0.00290044351633548,0.00314344145889492,0.0033766576699971,0.00366409540363476,0.00397399638753266,0.00428377104160265,0.00464728320974199,0.00508937058165237,0.00576522549719135,0.00675231926227393,0.00749084985977905
England,frac_obs[1],0.859403863736054,0.00040933228938461,0.0163656037691029,0.827431906265374,0.831944222441827,0.838485872853093,0.842463654955471,0.845876534350345,0.848866150811786,0.851259695358406,0.853507550840198,0.855539702638943,0.857396364408386,0.859283728865959,0.861488565256502,0.863519671268841,0.865426787291884,0.867748178468008,0.870122406681283,0.872734749837885,0.875855208037896,0.88016589609122,0.886934433812079,0.891835017111504
London,delay_mean[1],2.91315325186081,0.0044370687125909,0.203297779222308,2.52804466125946,2.59505446246387,2.65681785733886,2.70248364882693,2.74223337555345,2.77515776164625,2.80563888994243,2.83283924704591,2.85658992596939,2.8848482695369,2.90751996548629,2.93255126743727,2.95836344791033,2.9842674979462,3.01323471725907,3.04452174198285,3.08112920547007,3.12694281263123,3.17930797055056,3.25790569169825,3.31895458225659
London,delay_sd[1],1.34752176239936,0.00296680585665166,0.141648485311622,1.07136142587426,1.11998603182308,1.16656562666666,1.20042611738077,1.22767718930841,1.25054669337172,1.26991606613397,1.29066834252673,1.30963936040987,1.32782671602027,1.34626816383792,1.36338573854429,1.38128947516185,1.4005723138562,1.42190802334348,1.44214498075609,1.46669304432649,1.49410891823822,1.52860303883828,1.58521781322165,1.63103473893841
London,frac_obs[1],0.838133953954052,0.000841072814301189,0.0424729517507531,0.753818501473509,0.767716790108006,0.784337409702534,0.794674451030665,0.803109182517565,0.810049034362327,0.815944629614788,0.821164754903213,0.82731146200649,0.833103391019778,0.838770916345215,0.843516716969286,0.848790184120901,0.854770397470238,0.860118266138447,0.866651842422849,0.873666197173933,0.882512153050684,0.892908756661294,0.90678872477809,0.922010286631054
Midlands,delay_mean[1],2.33150941478402,0.000273745194897428,0.012448934842479,2.30857656678158,2.31169913723315,2.31576750163087,2.31820284611627,2.32057512502973,2.32283499515369,2.32452567108136,2.32631309055175,2.32786243521062,2.32946115082851,2.33119388475701,2.33279871680051,2.33417448039029,2.33583065653675,2.33750663071885,2.33976825067208,2.34212738957736,2.34470598764479,2.34798642263474,2.353045669185,2.35700434670845
Midlands,delay_sd[1],0.0115157161261043,0.000129130570626249,0.00534112743518589,0.00215791110448359,0.00318155690246307,0.00475385630551801,0.00585779277804088,0.00678690395634198,0.00767165686590245,0.00841911308733365,0.0091119253047778,0.00987024760137052,0.0105626959154357,0.0112261719083547,0.0118703334698048,0.0126700686503134,0.0133589862088406,0.014167065737301,0.0150739277411032,0.0160458727160569,0.0171304533253741,0.0185405097587904,0.020702407704803,0.0228253878269162
Midlands,frac_obs[1],0.732074427004335,0.000608439044529683,0.0300856614537305,0.674244600008393,0.682822126888806,0.694189855212065,0.700980183678522,0.706126056146136,0.711149827104981,0.715533166064312,0.719795054334353,0.724001534971256,0.728204978736566,0.732396575415051,0.736345220682529,0.739803275911551,0.743791745176386,0.747944566820432,0.752464864516989,0.757566259998273,0.763500650802221,0.770183034410422,0.780913022656029,0.791864788287974
North East and Yorkshire,delay_mean[1],2.34140243749309,0.00139145845669824,0.0751074533775827,2.1933818348352,2.21976038738889,2.24667076358721,2.26512996702733,2.27907423970085,2.29005320315322,2.30117044703433,2.31087709526944,2.32145629541774,2.33195102740023,2.34201029623413,2.34992532252514,2.36019617677003,2.37029235297344,2.38099943421215,2.39269568527389,2.40610014631868,2.41930796134836,2.43693564078883,2.46391587558449,2.4897915387491
North East and Yorkshire,delay_sd[1],0.661150847802987,0.00399467929538569,0.173582428358985,0.280742071825475,0.355082607033028,0.432049883900794,0.484382195710324,0.525530814397674,0.554811723862088,0.580490662297269,0.604155315784187,0.627875384247126,0.650087246397103,0.670185227705023,0.6913798911727,0.713282413639479,0.733168916053451,0.75505107975541,0.776811977111681,0.803928125884722,0.836746717195955,0.873048655126671,0.931194422621038,0.98181176500159
North East and Yorkshire,frac_obs[1],0.859288849731232,0.00069127644450846,0.0384687015556788,0.784160699501302,0.79431614449991,0.809710985107981,0.818694735548895,0.827408936478535,0.833422726711424,0.839155035048918,0.844598031979173,0.85022211578353,0.85514076185207,0.860444366069069,0.864552942483359,0.869595794399495,0.873868666248248,0.879412800266629,0.886406853592829,0.892614396851502,0.900303564242253,0.90899250737614,0.922168692959,0.930814883563897
North West,delay_mean[1],2.29678229452165,0.000831787525901466,0.0223642649472167,2.23656525188258,2.24899623572241,2.26414042633781,2.27389984711614,2.2809388167236,2.28675537689113,2.29128724101739,2.29540463803477,2.29914756903339,2.30161106580714,2.3035824591336,2.30508065715511,2.30646769976274,2.3079992573129,2.30949493781986,2.31135392501075,2.31327768930695,2.31565043016567,2.31863466229905,2.32313264203687,2.3265279758013
North West,delay_sd[1],0.0164349436542952,0.000885219092548841,0.00925854090738395,8.7752969385368e-05,0.00033741492154435,0.00285007381925691,0.00559981921798421,0.00785800179405412,0.00971493949246073,0.0112505618442248,0.0127317809946329,0.0141827310467388,0.0154108000080598,0.0169385329554158,0.0181661926532075,0.0193653791258635,0.0204956428530137,0.0216353153679943,0.0229799373658997,0.0244835185894754,0.0262419025029478,0.0283063266937513,0.0314629324126562,0.0339370778493295
